,Fecha,ventas_20003,ventas_20004,ventas_20005,ventas_20019,ventas_20046,ventas_20108,ventas_20118,ventas_20207,ventas_20264,ventas_20322,ventas_20379,ventas_20384,ventas_20396,ventas_20459,ventas_20522,ventas_20547,ventas_20580,ventas_20440,totales_ventas,edad_ventas_20003,diff_ventas_20003,fraccion_ventas_20003,edad_ventas_20004,diff_ventas_20004,fraccion_ventas_20004,edad_ventas_20005,diff_ventas_20005,fraccion_ventas_20005,edad_ventas_20019,diff_ventas_20019,fraccion_ventas_20019,edad_ventas_20046,diff_ventas_20046,fraccion_ventas_20046,edad_ventas_20108,diff_ventas_20108,fraccion_ventas_20108,edad_ventas_20118,diff_ventas_20118,fraccion_ventas_20118,edad_ventas_20207,diff_ventas_20207,fraccion_ventas_20207,edad_ventas_20264,diff_ventas_20264,fraccion_ventas_20264,edad_ventas_20322,diff_ventas_20322,fraccion_ventas_20322,edad_ventas_20379,diff_ventas_20379,fraccion_ventas_20379,edad_ventas_20384,diff_ventas_20384,fraccion_ventas_20384,edad_ventas_20396,diff_ventas_20396,fraccion_ventas_20396,edad_ventas_20459,diff_ventas_20459,fraccion_ventas_20459,edad_ventas_20522,diff_ventas_20522,fraccion_ventas_20522,edad_ventas_20547,diff_ventas_20547,fraccion_ventas_20547,edad_ventas_20580,diff_ventas_20580,fraccion_ventas_20580,edad_ventas_20440,diff_ventas_20440,fraccion_ventas_20440
10,2017-11-01,1426.23717,897.42607,776.7654200000001,694.81586,274.01655,114.03895,164.26188,59.77445,39.84835,40.75253,22.40523,24.14337,18.46826,,,,,,4552.954089999999,11,-0.27180726095234065,0.31325533748134066,11,-0.2923690941946469,0.19710852608223864,11,-0.11240413197926877,0.1706069080964531,11,-0.17947561067592172,0.15260770178334923,11,0.015035020482651,0.060184342864744333,11,-0.2744413834349193,0.025047243557863336,11,0.01953144420320202,0.03607808836921525,11,-0.2597953412805194,0.013128717930911535,11,0.12044888418633913,0.008752196752328774,11,0.07387399114813845,0.008950788695521418,11,0.12281871963396626,0.0049210313912917145,11,-0.023282598854560112,0.0053027923240051835,11,-0.12444484478410098,0.004056324670737017,,,,,,,,,,,,,,,
11,2017-12-01,961.66344,568.79679,329.42894,618.1105,158.15177,97.44824,138.44444000000001,92.18056,37.00226,35.61876,26.081390000000003,15.41984,16.23575,,,,,,3094.58268,12,-0.3257338539283758,0.31075706789647,12,-0.3661909219998479,0.18380403718927296,12,-0.5758964913757361,0.10645342977231424,12,-0.11039667401950214,0.19973953321550936,12,-0.4228386205139799,0.05110600890456739,12,-0.14548283722359773,0.03148994551989155,12,-0.1571724370864377,0.044737676874737765,12,0.5421398273007949,0.029787719228106066,12,-0.07142303257223959,0.011957108219839193,12,-0.12597426466528577,0.01151003662955937,12,0.164075976903607,0.008428079872792413,12,-0.361321969551061,0.004982849577636749,12,-0.12088361329112765,0.005246507099302966,,,,,,,,,,,,,,,
12,2018-01-01,907.56304,415.52538,417.53208,243.71984,144.34792000000002,55.91595,82.63233,37.484,28.236649999999997,21.1001,7.13487,13.67162,12.10075,,,,,,2386.96453,13,-0.056257103836660396,0.3802163914015094,13,-0.2694660249401197,0.17408108699461905,13,0.2674420164785765,0.17492177816316357,13,-0.6057018283947612,0.10210450844026575,13,-0.08728229851616573,0.06047342479781214,13,-0.42619846187062993,0.023425547090136275,13,-0.4031372440814526,0.03461816418361273,13,-0.5933632861418937,0.015703626731311336,13,-0.23689390864233706,0.01182952224262838,13,-0.40761272992097425,0.00883972079802962,13,-0.7264382764875645,0.0029890976218234794,13,-0.11337471724739036,0.005727617577962082,13,-0.25468487750796853,0.005069513957126124,,,,,,,,,,,,,,,
13,2018-02-01,788.30749,503.65326,399.20878,629.89543,195.55015,69.43065,72.20995,42.15123,30.411550000000002,27.37785,21.31035,16.72989,13.58481,,,,,,2809.82139,14,-0.13140194646974604,0.2805543059802815,14,0.21208783925545055,0.1792474289620238,14,-0.04388477168029824,0.14207621218229818,14,1.584506169050497,0.22417632389082212,14,0.35471401319811174,0.06959522434271169,14,0.2416966894061533,0.02470998699315902,14,-0.12612956696247088,0.025699124598094116,14,0.12451259203926998,0.015001391245014331,14,0.07702400957620698,0.01082330361219152,14,0.29752228662423386,0.009743626444526424,14,1.9867888272666496,0.007584236519745477,14,0.2236947779414583,0.005954075963525924,14,0.12264198500092965,0.0048347592656058464,,,,,,,,,,,,,,,
14,2018-03-01,778.55594,488.92473,559.98671,321.26878,138.51916,75.43203,80.50220999999999,89.63185,36.21739,39.70738,11.19534,16.7943,23.48426,,,,,,2660.2200799999996,15,-0.01237023639087847,0.29266598874781824,15,-0.029243392567338843,0.18379108317985485,15,0.40274146776030334,0.21050390312067718,15,-0.48996489782438973,0.12076774490026405,15,-0.29164380594952244,0.05207056402641695,15,0.08643704185399384,0.02835555996554992,15,0.11483542088036322,0.030261484982099678,15,1.1264349818498773,0.033693396525298014,15,0.1909090460696676,0.013614433735121648,15,0.45034690452318216,0.014926351506977575,15,-0.4746524576086268,0.0042084262441925485,15,0.0038499954273458308,0.0063131242885739,15,0.7287146452545159,0.008827938777155611,,,,,,,,,,,,,,,
15,2018-04-01,765.47838,611.51237,496.41774,290.39581,128.88423,65.85683,48.07307,29.18883,21.68024,17.11031,21.49165,9.6857,9.67596,,,,,,2515.45112,16,-0.016797200211458085,0.3043105763072828,16,0.2507290641649483,0.2431024658511353,16,-0.11351871189943068,0.19734740065233305,16,-0.09609701260109996,0.11544482327289268,16,-0.06955665916541796,0.05123702423603445,16,-0.1269381189926878,0.026180922171924373,16,-0.4028354004194418,0.0191111127613563,16,-0.674347567298901,0.011603815223410105,16,-0.40138590881341807,0.008618827783065806,16,-0.5690899273636286,0.006802084073094609,16,0.9196960521073947,0.00854385514754109,16,-0.4232745633935323,0.003850482294404512,16,-0.5879810562478869,0.003846610225524875,,,,,,,,,,,,,,,
16,2018-05-01,784.35885,641.37063,637.11135,356.42982,130.6218,79.38196,64.49857,39.90704,26.47925,14.25033,16.89454,15.98249,10.47645,,,,,,2817.76308,17,0.02466492913882159,0.2783622425771864,17,0.04882691089306987,0.22761694712814534,17,0.2834177722979844,0.2261053651111079,17,0.22739312251096194,0.12649389245315826,17,0.013481633866300052,0.04635655883460578,17,0.20537171315412545,0.028171978177810465,17,0.34167778342427474,0.022889990452994363,17,0.36720245381538086,0.014162666933658596,17,0.22135409940111359,0.009397259190435556,17,-0.16714951394802308,0.005057320149144689,17,-0.21390214339057265,0.005995727646484742,17,0.65011202081419,0.0056720489076746644,17,0.08272977565016804,0.003718002437593156,,,,,,,,,,,,,,,
17,2018-06-01,660.73323,447.84475,547.62513,262.33076,89.42423,43.79135,39.386630000000004,22.05883,16.05141,12.40015,17.77918,6.55884,8.49605,,,,,,2174.48054,18,-0.15761359739869055,0.30385796416462757,18,-0.3017379826076539,0.2059548208235517,18,-0.14045616986732382,0.25184181689664603,18,-0.26400445394832567,0.12064065654963277,18,-0.3153958221368869,0.041124410338480195,18,-0.44834632453015777,0.020138763807929963,18,-0.3893410350027915,0.01811312139863988,18,-0.4472446465586022,0.01014441361705633,18,-0.393811758263546,0.007381721613383581,18,-0.12983418629603666,0.0057025803505236245,18,0.052362479238854745,0.00817628839299707,18,-0.5896233941019203,0.003016279005191741,18,-0.18903349894286706,0.0039071630413395194,,,,,,,,,,,,,,,
18,2018-07-01,656.227,653.4231,502.34077,351.0561,123.34702999999999,62.64871,48.74396,33.43233,16.83621,12.71087,11.905909999999999,6.57174,8.81311,33.36036,34.19831,,,,2555.61551,19,-0.006820044452736353,0.2567784541266929,19,0.459039321104021,0.2556813016054985,19,-0.08269226067109081,0.19656351592575833,19,0.3382193533080147,0.13736655558175104,19,0.3793468504006129,0.04826509681027878,19,0.4306183755467689,0.024514137496371668,19,0.23757630444645803,0.019073276010912923,19,0.5155985154244355,0.01308190917967938,19,0.0488929009974825,0.006587927618266803,19,0.025057761398047596,0.0049737020104405295,19,-0.33034538150803366,0.004658725052110831,19,0.001966811204420314,0.0025714901065066707,19,0.03731851860570497,0.003448527356918412,1.0,,0.013053747666447681,1.0,,0.013381633452365453,,,,,,,,,
19,2018-08-01,955.97079,936.42001,874.88924,387.73155,136.85278,79.07592,53.8203,33.63097,25.97726,17.195,20.04136,14.47489,13.69912,31.70353,28.08158,,,,3609.5643,20,0.4567684505514098,0.26484381785358413,20,0.43309902879160544,0.2594274356049011,20,0.7416249929305956,0.24238084358270054,20,0.1044717639146564,0.10741782602404396,20,0.10949392133722237,0.03791393326889896,20,0.2622114645297564,0.021907331031615088,20,0.10414295432705922,0.01491046994231409,20,0.005941554178245952,0.009317182686010053,20,0.5429398896782589,0.007196785495689882,20,0.3527791567375011,0.004763732841661804,20,0.6833119014002292,0.005552293388983264,20,1.2025962682638083,0.004010148814913756,20,0.5544024754031212,0.0037952281387534778,2.0,-0.04966463191644213,0.008783201340948546,2.0,-0.17886059281876796,0.00777976998498129,,,,,,,,,
20,2018-09-01,912.34156,948.86342,761.7752,417.95455,152.83512,37.18518,74.43687,43.82607,24.82758,21.686169999999997,11.45641,15.13631,13.55104,14.05299,14.52371,,,,3464.45218,21,-0.04563866433617706,0.2633436724186506,21,0.013288278621897423,0.2738855584376979,21,-0.12928955441262477,0.21988330634137948,21,0.07794826085212811,0.12064087719634796,21,0.11678491295536703,0.04411523440337975,21,-0.5297534318917819,0.010733350633230563,21,0.3830630821455844,0.021485899106853886,21,0.30314617746678146,0.012650216462217123,21,-0.0442571695398206,0.007166379765126387,21,0.26119046234370435,0.006259624573602859,21,-0.428361648111705,0.003306846048023673,21,0.04569430234012139,0.004369034183060942,21,-0.010809453453944502,0.003911452459418851,3.0,-0.5567373727783625,0.0040563382808764875,3.0,-0.48280296194160016,0.004192209690133462,,,,,,,,,
21,2018-10-01,1313.34211,809.6708600000001,893.74086,552.71975,208.86783,151.36857,111.9907,55.649899999999995,34.34905,24.21428,24.36292,24.151980000000002,18.14336,37.15045,20.45224,,,,4280.17486,22,0.439528974214438,0.3068430970598243,22,-0.14669398889884486,0.18916770610628744,22,0.17323438725755308,0.20880942700551258,22,0.32243984423665206,0.12913485268216354,22,0.3666219518131697,0.04879890117386466,22,3.070669282762649,0.035365043473948164,22,0.5045057644148659,0.026164982427844083,22,0.2697898762083845,0.01300178189449017,22,0.38350374865371484,0.00802515110328927,22,0.1165770627086296,0.005657310925843809,22,1.1265754280791276,0.005692038479007374,22,0.5956319604976379,0.005642755445743635,22,0.3388905943750443,0.004238929621674382,4.0,1.643597554684092,0.008679657073636472,4.0,0.40819666600338345,0.004778365526870086,,,,,,,,,
22,2018-11-01,1206.9177300000001,802.34669,469.26344,532.98143,232.61768,110.93107,94.45176,27.51379,16.833640000000003,20.54925,12.20327,15.11055,14.53595,15.97087,19.37103,24.43356,16.14795,,3632.1796600000002,23,-0.08103325035393856,0.332284700366391,23,-0.009045860931687839,0.22089950528493404,23,-0.4749446276854792,0.1291960981908037,23,-0.03571126235311825,0.1467387298787968,23,0.11370755371949816,0.0640435500924533,23,-0.26714594714081,0.03054118473864258,23,-0.156610682851344,0.02600415421080795,23,-0.5055913847104846,0.007575008004972969,23,-0.5099241463737715,0.004634583521675247,23,-0.1513582068101962,0.005657553294046032,23,-0.4991047871109046,0.003359764973740313,23,-0.37435564289139034,0.004160187935197015,23,-0.19882811122085442,0.0040019909147335515,5.0,-0.5701029193455261,0.004397048465383455,5.0,-0.0528651140412981,0.005333169560230399,1.0,,0.006726969006813941,1.0,,0.00444580156037766,,,
23,2018-12-01,769.82869,585.56477,372.63428,446.69747,124.2418,68.69754,64.99654,26.156660000000002,16.55351,16.87013,11.101099999999999,14.95592,9.00281,15.90243,10.411480000000001,11.23404,12.76275,,2577.61192,24,-0.36215313532596793,0.2986596562604351,24,-0.27018484989325503,0.22717336363031718,24,-0.20591665952071614,0.144565703280888,24,-0.1618892425576629,0.1732989619321748,24,-0.4658970031856564,0.04820035127708441,24,-0.38071867511960356,0.026651622560777112,24,-0.3118546441061553,0.02521579741918636,24,-0.04932544734840231,0.010147633085123228,24,-0.016641082974330167,0.006422033461111555,24,-0.17903913768142393,0.006544868088598846,24,-0.09031759520194185,0.004306738308379641,24,-0.01023324763162156,0.005802238841291517,24,-0.3806521073614039,0.0034926941213089986,6.0,-0.004285301927822276,0.006169443071166431,6.0,-0.46252315958418316,0.004039196094344568,2.0,-0.5402209092739658,0.004358313178502061,2.0,-0.20963651732882507,0.004951385389310273,,,
24,2019-01-01,964.76919,511.33713,363.58438,360.9114,139.13494,63.98151,48.40507,33.89574,22.16922,19.50414,9.455079999999999,8.56899,10.70515,12.88257,11.25575,13.97767,11.886420000000001,,2606.4243500000002,25,0.2532258183310886,0.37015046686469144,25,-0.12676247582312705,0.19618337666312854,25,-0.024286278761041467,0.13949546626971926,25,-0.19204512172410557,0.1384699310378987,25,0.11987221691894356,0.053381537814439155,25,-0.06864918307118426,0.02454761827251959,25,-0.2552669726726991,0.018571446357152088,25,0.29587416742045813,0.013004689739028873,25,0.33924587595017613,0.00850560654100703,25,0.15613454075339075,0.007483102281483826,25,-0.14827539613191487,0.003627605765730357,25,-0.42705029179080933,0.0032876419375072207,25,0.18908985083546132,0.004107216846711856,7.0,-0.18989927954406977,0.004942621871991028,7.0,0.08109029648042351,0.004318464105816077,3.0,0.24422469565712776,0.005362776019185057,3.0,-0.06866310160427802,0.004560431611989813,,,
25,2019-02-01,758.3265700000001,441.70332,409.8995,323.66178,157.39975,60.32214,83.8219,23.21729,18.36368,17.30799,10.87623,12.40461,9.68895,13.69071,9.09333,12.88574,9.56592,,2372.2294100000004,26,-0.2139813565149193,0.3196683115061793,26,-0.13617984283676013,0.1861975566688552,26,0.12738479029269623,0.1727908347616346,26,-0.10320987366982587,0.13643780767392139,26,0.1312740710564867,0.06635098162786877,26,-0.05719418000606742,0.02542845972051244,26,0.731676041373352,0.0353346517190342,26,-0.3150381139340815,0.009787118354628272,26,-0.17165872322075384,0.007741106287017998,26,-0.11259917125287244,0.007296086089751327,26,0.15030544426911258,0.004584813742782153,26,0.4476163468506791,0.0052290937578419105,26,-0.09492627380279581,0.004084322519212001,8.0,0.06273127178816028,0.00577124199804942,8.0,-0.1921169180196789,0.003833242249534373,4.0,-0.0781196007632173,0.005431911410288096,4.0,-0.195222783647221,0.0040324599128884414,,,
26,2019-03-01,638.0401,619.77084,488.21387000000004,244.63961,182.36866,72.43139,54.02776,25.56089,22.2351,12.23777,10.405,14.19141,10.47903,17.88615,11.29229,14.18932,12.19491,,2450.1641,27,-0.1586209355686957,0.2604070886517356,27,0.40313828748219505,0.25295074725811223,27,0.1910574909215553,0.19925762115280363,27,-0.2441504523641933,0.09984621438213057,27,0.15863373353515486,0.07443120238354647,27,0.20074304393047057,0.029561852612239318,27,-0.35544577252484133,0.022050669993899593,27,0.10094201347357949,0.010432317574157584,27,0.21081940003310887,0.00907494318441773,27,-0.29294100585914373,0.004994673622064742,27,-0.04332659386570533,0.004246654336336085,27,0.14404322264061503,0.0057920242974746055,27,0.08154443979997829,0.004276868639125029,9.0,0.30644429689913827,0.007299980438044946,9.0,0.24182120301363744,0.004608789264359885,5.0,0.10116454313062348,0.005791171293383982,5.0,0.27482876712328763,0.004977180916168024,,,
27,2019-04-01,565.33774,466.70901,624.9988,270.96187,132.95601,72.2088,54.12457,20.28448,12.47855,12.10358,16.72783,13.80912,8.23098,14.25061,5.11463,12.59901,12.16761,,2315.0632,28,-0.11394638048611677,0.24419970046606074,28,-0.24696520087973167,0.2015966605144948,28,0.2801741990656675,0.2699705131160134,28,0.10759606753787733,0.11704296884853942,28,-0.27094924094962375,0.05743083385369349,28,-0.0030731151231530524,0.031190854746427656,28,0.001791856630739417,0.023379305584400458,28,-0.2064251283895045,0.008761955181180366,28,-0.4387904709221006,0.0053901552234081555,28,-0.010965233044909347,0.005228185563141429,28,0.6076722729456994,0.007225647230710591,28,-0.02693812665549085,0.005964899791936566,28,-0.2145284439494876,0.003555401856847796,10.0,-0.2032600643514675,0.0061556030090236845,10.0,-0.5470688407754317,0.0022092830986212386,6.0,-0.11207795722416582,0.005442188360127706,6.0,-0.0022386389075442397,0.005255843555372484,,,
28,2019-05-01,590.12515,603.3108100000001,897.26297,213.78728,137.63079,59.16242,57.26446,18.0072,14.70888,9.00356,11.71026,12.26713,9.8501,20.31816,16.86245,15.042390000000001,13.81926,,2700.1332700000003,29,0.04384531271519199,0.21855408270274004,29,0.2926915852770875,0.22343741944263365,29,0.4356235083971362,0.33230321627791354,29,-0.21100603564627,0.07917656597742673,29,0.03516035115674725,0.05097185073387136,29,-0.1806757625109405,0.02191092590033528,29,0.0580122853631909,0.02120801244747449,29,-0.11226711259051243,0.006669004156228185,29,0.17873310600991305,0.005447464450523214,29,-0.2561242210982205,0.0033344872640304894,29,-0.29995343089928583,0.004336919266210886,29,-0.11166461005480438,0.004543157234605683,29,0.19671047675975384,0.003648005122354571,11.0,0.4257747563086772,0.007524873022286043,11.0,2.2969051524743724,0.0062450436011256575,7.0,0.19393428531289372,0.0055709805760809725,7.0,0.13574153017724927,0.005117991824159109,,,
29,2019-06-01,662.3865400000001,667.19411,876.39696,264.79277,91.65451,57.11792,27.48418,20.66191,13.49333,6.68028,7.22916,12.15113,5.59032,15.52488,13.34535,11.55477,13.625430000000001,,2766.8835500000005,30,0.12245095807219897,0.23939805489826269,30,0.10588787560428423,0.241135594593419,30,-0.023255177910663092,0.3167451553933305,30,0.23858056475577036,0.09570072799052204,30,-0.33405519215576684,0.03312553938166281,30,-0.03455740992339393,0.0206434130558187,30,-0.5200482114037224,0.00993326227986718,30,0.14742491892132023,0.007467574846075469,30,-0.08264055454936067,0.004876724934809778,30,-0.2580401530061443,0.002414369769916771,30,-0.3826644327282229,0.002612744580450449,30,-0.009456164563349346,0.004391630432007158,30,-0.43246058415650596,0.0020204392049676246,12.0,-0.2359111258106049,0.005610962557495417,12.0,-0.2085758593798647,0.004823242380403034,8.0,-0.23185278403232473,0.004176095520897509,8.0,-0.014026076649545518,0.004924468180093809,,,
30,2019-07-01,715.20314,521.71519,745.74978,235.61417,130.74502999999999,60.97663,50.64584,19.31138,12.33318,9.29304,8.80978,8.79663,7.19395,15.945549999999999,12.00907,13.1723,8.67048,0.83394,2577.01908,31,0.07973682557015707,0.2775311776116147,31,-0.2180458697394676,0.2024490986694596,31,-0.14907306387735536,0.28938465601116153,31,-0.11019409631161763,0.09142895829859359,31,0.4264985978322287,0.05073498718527143,31,0.06755690683414246,0.023661691321276518,31,0.8427269796661208,0.01965287738575843,31,-0.06536326990099169,0.007493689181377734,31,-0.08597951728743014,0.004785831853445183,31,0.39111534247067486,0.0036061199826273693,31,0.21864504313087546,0.0034185932375789783,31,-0.276064859811392,0.0034134904426085973,31,0.28685835515677094,0.0027915780895188405,13.0,0.027096505737886505,0.006187594854749775,13.0,-0.10013075715511398,0.004660062509121973,9.0,0.13998807418927425,0.005111448379342228,9.0,-0.3636545782408336,0.0033645385349649797,1.0,,0.0003236064515284846
