,Fecha,ventas_20153,ventas_20157,ventas_20176,ventas_20177,ventas_20179,ventas_20181,ventas_20182,ventas_20200,ventas_20208,ventas_20220,ventas_20225,ventas_20238,ventas_20241,ventas_20268,ventas_20273,ventas_20277,ventas_20295,ventas_20301,ventas_20310,ventas_20314,ventas_20329,ventas_20336,ventas_20356,ventas_20385,ventas_20483,ventas_20297,ventas_20344,ventas_20387,ventas_20389,ventas_20495,ventas_20523,ventas_20559,ventas_20659,ventas_20525,ventas_20575,ventas_20577,ventas_20754,totales_ventas,edad_ventas_20153,diff_ventas_20153,fraccion_ventas_20153,edad_ventas_20157,diff_ventas_20157,fraccion_ventas_20157,edad_ventas_20176,diff_ventas_20176,fraccion_ventas_20176,edad_ventas_20177,diff_ventas_20177,fraccion_ventas_20177,edad_ventas_20179,diff_ventas_20179,fraccion_ventas_20179,edad_ventas_20181,diff_ventas_20181,fraccion_ventas_20181,edad_ventas_20182,diff_ventas_20182,fraccion_ventas_20182,edad_ventas_20200,diff_ventas_20200,fraccion_ventas_20200,edad_ventas_20208,diff_ventas_20208,fraccion_ventas_20208,edad_ventas_20220,diff_ventas_20220,fraccion_ventas_20220,edad_ventas_20225,diff_ventas_20225,fraccion_ventas_20225,edad_ventas_20238,diff_ventas_20238,fraccion_ventas_20238,edad_ventas_20241,diff_ventas_20241,fraccion_ventas_20241,edad_ventas_20268,diff_ventas_20268,fraccion_ventas_20268,edad_ventas_20273,diff_ventas_20273,fraccion_ventas_20273,edad_ventas_20277,diff_ventas_20277,fraccion_ventas_20277,edad_ventas_20295,diff_ventas_20295,fraccion_ventas_20295,edad_ventas_20301,diff_ventas_20301,fraccion_ventas_20301,edad_ventas_20310,diff_ventas_20310,fraccion_ventas_20310,edad_ventas_20314,diff_ventas_20314,fraccion_ventas_20314,edad_ventas_20329,diff_ventas_20329,fraccion_ventas_20329,edad_ventas_20336,diff_ventas_20336,fraccion_ventas_20336,edad_ventas_20356,diff_ventas_20356,fraccion_ventas_20356,edad_ventas_20385,diff_ventas_20385,fraccion_ventas_20385,edad_ventas_20483,diff_ventas_20483,fraccion_ventas_20483,edad_ventas_20297,diff_ventas_20297,fraccion_ventas_20297,edad_ventas_20344,diff_ventas_20344,fraccion_ventas_20344,edad_ventas_20387,diff_ventas_20387,fraccion_ventas_20387,edad_ventas_20389,diff_ventas_20389,fraccion_ventas_20389,edad_ventas_20495,diff_ventas_20495,fraccion_ventas_20495,edad_ventas_20523,diff_ventas_20523,fraccion_ventas_20523,edad_ventas_20559,diff_ventas_20559,fraccion_ventas_20559,edad_ventas_20659,diff_ventas_20659,fraccion_ventas_20659,edad_ventas_20525,diff_ventas_20525,fraccion_ventas_20525,edad_ventas_20575,diff_ventas_20575,fraccion_ventas_20575,edad_ventas_20577,diff_ventas_20577,fraccion_ventas_20577,edad_ventas_20754,diff_ventas_20754,fraccion_ventas_20754
10,2017-11-01,59.43674,53.91596,47.20661,38.23192,48.55001,46.87952,47.68823,32.40417,31.75533,40.08114,33.708059999999996,29.91866,26.84911,25.40851,21.97708,23.87264,16.782690000000002,25.54992,20.30189,15.77429,21.10053,17.141370000000002,15.42852,16.50449,6.29626,25.35414,14.92063,17.85192,,,,,,,,,,820.89034,11,-0.31782336991702326,0.07240521310069259,11,-0.3126900537829738,0.06567985682472521,11,-0.14043850798834148,0.05750659704437501,11,-0.27097519094704586,0.04657372384233441,11,-0.290684149971693,0.0591431128303934,11,-0.09999247426274649,0.057108139437966825,11,-0.09155170784712058,0.05809330147556615,11,-0.09654464432835473,0.039474419932874344,11,-0.026590613494431384,0.03868400985203456,11,0.03301800719793059,0.048826424245655024,11,0.6041312922114015,0.041062805051403084,11,-0.1254635952071387,0.03644659772704841,11,-0.17236010341371935,0.03270730412054794,11,0.05172070521160034,0.030952380314281686,11,-0.2564750747345216,0.026772248288364556,11,-0.355627714391369,0.029081399593519398,11,-0.3685519280911727,0.020444496886149254,11,0.06484221739603378,0.031124644492710195,11,-0.23825302278462013,0.02473154940524699,11,-0.3492073380536318,0.019216074585553047,11,-0.2944035569193029,0.02570444427449347,11,-0.09578720097820184,0.020881437099137992,11,-0.2557251466502007,0.01879486119912192,11,-0.31456542603535803,0.020105596564822532,11,-0.4691918915159358,0.007670037876191843,1.0,,0.03088614735069242,1.0,,0.018176154929536628,1.0,,0.02174702165456107,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2017-12-01,48.42884,49.69721,45.07324,51.97348,40.36128,38.31571,42.08523,19.52267,20.89318,37.86583,24.86704,23.57427,14.922680000000001,25.80281,9.37519,25.33892,30.0168,23.33179,15.81596,14.56022,16.14378,18.44569,18.75069,13.996789999999999,11.45274,24.65613,22.47963,29.47377,,,,,,,,,,757.22157,12,-0.18520362994336498,0.06395596998115095,12,-0.07824677516638859,0.06563100150461905,12,-0.0451921881278914,0.059524506149501256,12,0.3594263641480731,0.06863708333084066,12,-0.16866587669085958,0.053301809667149334,12,-0.18267699839930093,0.0506003942808972,12,-0.11749230365647864,0.055578488077142336,12,-0.39752599742563993,0.025781978186384735,12,-0.34205753805739064,0.027591897573652054,12,-0.05527063351990476,0.05000627491369534,12,-0.26228207734292625,0.03283984633454116,12,-0.21205461741936307,0.031132591745900738,12,-0.4442020610739052,0.01970715123712073,12,0.015518422764656457,0.03407564050242256,12,-0.5734105713770893,0.012381039277578951,12,0.06142094045736044,0.03346301928509512,12,0.7885571383371793,0.03964070912559979,12,-0.08681553601733386,0.03081236843266364,12,-0.22096120114925258,0.020886832370609832,12,-0.07696511221741209,0.019228480245220694,12,-0.23491116099927348,0.021319757174904565,12,0.07609193430863442,0.024359699631905624,12,0.2153265510885035,0.02476248794655968,12,-0.15194047195641922,0.018484404769399262,12,0.8189750740916036,0.015124688009085636,2.0,-0.02753041515113508,0.03256131491341431,2.0,0.5066139968620629,0.02968699108769445,2.0,0.6510140085772286,0.0389235742452503,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2018-01-01,51.46337,49.498599999999996,38.4109,43.02851,42.3731,40.01256,36.13056,31.3617,34.51825,21.80981,15.419599999999999,11.46885,33.43942,9.01174,12.59123,27.14257,27.57517,18.36409,13.19013,14.01245,14.72155,10.93525,13.49185,14.106100000000001,4.03779,22.21671,27.41387,19.00289,,,,,,,,,,696.7486200000001,13,0.06265956401185732,0.07386217715077784,13,-0.0039964014076444565,0.07104226485586723,13,-0.14781142868806416,0.05512877800891804,13,-0.17210642812449742,0.06175614671472186,13,0.04984529727501209,0.060815477467325296,13,0.044286012186646094,0.057427541083612046,13,-0.14149073202166176,0.0518559477017694,13,0.6064247359608085,0.04501149926927734,13,0.6521300252043969,0.049541899343840824,13,-0.42402398151578885,0.03130226508378301,13,-0.3799181567247248,0.022130793743086276,13,-0.5135013724709185,0.016460527758203523,13,1.2408454781580787,0.0479935216807462,13,-0.6507457908654135,0.012933990454118156,13,0.34303731444376057,0.018071410030205726,13,0.07118101323971177,0.03895604414688327,13,-0.08134211508222063,0.039576928046158165,13,-0.21291551141168338,0.026356837276548892,13,-0.1660240668286971,0.01893097398599799,13,-0.03762099748492811,0.020111198785007996,13,-0.08809770698064512,0.021128925953236906,13,-0.4071650342166652,0.01569468483482608,13,-0.28046114569650504,0.019364013953841772,13,0.007809647783527685,0.0202456088108219,13,-0.6474389534731426,0.005795189088426181,3.0,-0.09893766783351653,0.031886263369994186,3.0,0.21949827466021457,0.0393454241789528,3.0,-0.3552609659368312,0.027273667223050975,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2018-02-01,25.75372,32.1424,47.46865,48.3932,28.12207,46.14372,50.67824,33.81121,30.82235,42.10199,22.26652,28.56456,29.247600000000002,34.33433,34.98399,26.71009,26.51213,19.7015,26.62343,18.50237,18.73267,19.76271,12.72251,20.76197,10.56561,27.50215,27.90516,24.16335,,,,,,,,,,815.0002,14,-0.4995718313822044,0.03159964868720278,14,-0.35064022012743784,0.03943851792919806,14,0.23581197003975432,0.05824372803834895,14,0.12467756843079167,0.059378144937878546,14,-0.3363225725755255,0.034505598894331566,14,0.1532308855019524,0.05661804745569388,14,0.4026419739965281,0.0621818743111965,14,0.07810514098406666,0.04148613705861668,14,-0.10707089727897566,0.037818825075134954,14,0.930415258087989,0.05165887075855933,14,0.44404005291966075,0.027320876731073196,14,1.490621117200068,0.03504853127643404,14,-0.1253556431301738,0.0358866169603394,14,2.8099556800351544,0.04212800193177867,14,1.7784410260157268,0.04292513057052011,14,-0.01593364224537316,0.032773108521936566,14,-0.03855062362262865,0.03253021287602138,14,0.07282745837120154,0.0241736136997267,14,1.0184357546134875,0.032666777259686565,14,0.3204236232778707,0.022702288907413767,14,0.2724658748569273,0.022984865525186374,14,0.8072481196131774,0.024248717975774728,14,-0.05702257288659448,0.015610437887009108,14,0.47184338690353816,0.025474803564465385,14,1.61668140245035,0.012963935468972891,4.0,0.23790381204057673,0.03374496104418134,4.0,0.01792122017066541,0.03423945172037995,4.0,0.27156185190778875,0.02964827493293867,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2018-03-01,53.92609,47.73241,53.35926,65.63519000000001,43.560700000000004,64.84584,37.51791,45.06685,46.145830000000004,40.26418,41.10373,41.00014,37.68935,31.20766,33.90982,36.74004,20.21399,19.07575,22.07029,23.25318,23.83436,22.4246,19.57744,21.71686,12.0394,40.89639,34.05661,29.50399,,,,,,,,,,1008.3678600000001,15,1.0939145878731305,0.05347858865711964,15,0.4850294315296928,0.04733630641500216,15,0.12409474463672346,0.0529164624505188,15,0.3562895200152089,0.06509052162769251,15,0.5489862588351427,0.04319921501663094,15,0.4053015231541799,0.06430772198550636,15,-0.2596840379618551,0.03720657062592217,15,0.33289669313816334,0.044692866351373,15,0.4971548243401299,0.045762892522179355,15,-0.043651380849218706,0.03993005092407447,15,0.8459880574063661,0.040762633985577446,15,0.4353499581299345,0.04065990361890352,15,0.28863052011105167,0.03737658794480022,15,-0.09106541470301009,0.030948685730622153,15,-0.030704616597477738,0.03362842207207992,15,0.37551165121495284,0.036435155717874625,15,-0.23755692205794104,0.020046245821440597,15,-0.03176154099941629,0.018917451415002454,15,-0.17102003761348553,0.02188714146442549,15,0.2567676465231212,0.023060215346411377,15,0.27234184982706694,0.02363657247068545,15,0.13469255987665676,0.02223851125124119,15,0.5388032707382426,0.019414978180681004,15,0.04599226373990516,0.02153664437500021,15,0.13948934325609227,0.011939492002452359,5.0,0.4870251962119324,0.04055701457997679,5.0,0.22044130906255333,0.03377399394701056,5.0,0.22102233340989558,0.029259153499795205,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2018-04-01,46.73657,53.07148,41.09427,34.06818,47.64158,41.10292,55.35415,34.82454,27.71665,31.12845,21.994139999999998,10.2031,26.97305,20.39148,18.25611,3.53399,28.84359,24.97347,16.578969999999998,24.63029,9.4903,14.82482,18.93844,21.03897,10.03523,28.42259,27.5165,20.33363,,,,,,,,,,759.71746,16,-0.13332173721476936,0.06151835710080956,16,0.11185418879960177,0.0698568649455549,16,-0.2298568233517481,0.054091517127959655,16,-0.4809464252331715,0.04484322369002813,16,0.09368260840620084,0.06270960259357472,16,-0.3661440733900586,0.054102902939732356,16,0.4754060127549748,0.07286149511424944,16,-0.22726926776555278,0.045838804336549015,16,-0.39936826361125155,0.03648283929133339,16,-0.22689472379668482,0.04097371936140576,16,-0.4649113352973076,0.02895042059451944,16,-0.7511447521886511,0.013430124404406869,16,-0.2843323113823931,0.03550405436252577,16,-0.3465873442609923,0.026840873184617874,16,-0.46162763470876583,0.024030130885763768,16,-0.9038109376037695,0.004651716178801525,16,0.4269122523559179,0.037966206542100533,16,0.3091736891078988,0.032872049564320924,16,-0.24881050498203702,0.021822547029523316,16,0.05922243753327494,0.03242032899967838,16,-0.6018227466565077,0.012491880863183005,16,-0.33890370396796377,0.019513596541535325,16,-0.03263960967317481,0.024928267411413713,16,-0.031214917810401754,0.027693150556260746,16,-0.16646759805305913,0.013209160679287272,6.0,-0.30500980648903236,0.03741205315986815,6.0,-0.19203643580497293,0.03621938608597992,6.0,-0.31081762161660176,0.02676472645501658,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2018-05-01,36.74809,41.80463,51.25593,43.25353,33.05069,42.14396,47.2406,31.879289999999997,35.02859,28.48612,30.39049,35.53009,29.56828,24.18061,26.067,37.74452,22.41352,22.65677,22.12805,18.40403,22.19489,18.76118,3.42179,16.92002,8.51844,30.47485,22.43559,20.07005,12.8741,,,,,,,,,815.6457,17,-0.2137187217632788,0.04505398606282114,17,-0.21229575659092223,0.05125341799754477,17,0.24727681012462316,0.06284092468090005,17,0.2696166921743398,0.05302980203291698,17,-0.3062637721083137,0.040520890381693916,17,0.025327640955922413,0.05166944422069533,17,-0.1465752793602647,0.057918039658641,17,-0.08457398145101132,0.03908472759679846,17,0.263810381124703,0.04294584033238942,17,-0.08488472763661542,0.034924624748220945,17,0.3817539580997485,0.03725942526270904,17,2.482283815703071,0.04356069062829609,17,0.09621566711958791,0.03625137728305317,17,0.18581927353973327,0.029645972509877758,17,0.4278507305225484,0.03195872913938,17,9.680426373589059,0.04627563168665022,17,-0.22292890725461015,0.027479480367517413,17,-0.09276644375010751,0.027777710346538944,17,0.3347059557982193,0.02712948771752245,17,-0.25278874101766563,0.022563755316799928,17,1.3386921382885686,0.02721143506304269,17,0.26552497770630595,0.023001629261332462,17,-0.819320387529279,0.004195191613221279,17,-0.1957771696998474,0.02074432563060162,17,-0.1511465108423026,0.010443799311392188,7.0,0.07220524237938909,0.03736285252285398,7.0,-0.18464957389202838,0.027506538684627407,7.0,-0.01296276169085407,0.02460633336263527,1.0,,0.015783936579326047,,,,,,,,,,,,,,,,,,,,,,,,
17,2018-06-01,43.97787,40.81225,35.87911,42.55955,54.09095,40.57305,32.85271,41.69167,32.54984,28.08955,17.93979,26.19423,25.01933,18.10066,16.93461,27.28194,21.79039,13.15883,22.324640000000002,20.47401,15.503219999999999,10.84138,19.59256,12.18888,10.86966,18.10107,17.1859,12.194329999999999,26.90315,,,,,,,,,745.6751300000001,18,0.19673893255404581,0.05897725193007308,18,-0.02373851891524944,0.05473194472772613,18,-0.3000007999074449,0.04811627551531723,18,-0.016044470821225374,0.05707519037144231,18,0.6366057713167258,0.07253956558803294,18,-0.037274855044471325,0.05441116160062895,18,-0.30456619941321655,0.044057671602913726,18,0.30779794656656423,0.05591130550377883,18,-0.07076362479905694,0.04365150276635885,18,-0.013921516865055703,0.03766995688859839,18,-0.4096906630988839,0.024058452908306056,18,-0.26275925560560076,0.03512820656899204,18,-0.15384560752265608,0.03355258743844655,18,-0.25143906626011503,0.024274190289811596,18,-0.3503429623662102,0.02271043959854206,18,-0.27719467620730115,0.03658689810400408,18,-0.02780152336625393,0.02922236389994661,18,-0.4192097991019903,0.017646867208780316,18,0.00888419901437318,0.029938828722905108,18,0.11247427873134315,0.02745701066897591,18,-0.3014959749744199,0.020790850299647244,18,-0.42213762673776384,0.014539012451709363,18,4.725821865164138,0.02627492752775595,18,-0.27961787279211264,0.01634609967480074,18,0.27601532674996826,0.014576937814729048,8.0,-0.40603251533641677,0.024274740127111383,8.0,-0.23398938918031578,0.023047436220650135,8.0,-0.39241157844649116,0.016353408487688195,2.0,1.0897111254378946,0.036078915492327064,,,,,,,,,,,,,,,,,,,,,,,,
18,2018-07-01,40.04507,70.67332,30.93463,32.07029,20.93606,27.4414,31.38647,24.6913,25.08496,26.81991,17.29161,22.08622,22.147080000000003,15.06396,18.134520000000002,14.71505,18.71096,13.79091,16.0245,17.53998,18.702189999999998,11.70895,14.31504,7.29728,7.58168,17.59074,20.038050000000002,13.64525,17.46348,,,,,,,,,633.93086,19,-0.08942679579524884,0.06316945983667682,19,0.7316692904703859,0.11148427132889539,19,-0.13780943841695067,0.0487981134094024,19,-0.24646078259756038,0.050589570603961444,19,-0.6129470826450635,0.03302577823707778,19,-0.3236544947939581,0.04328768597887789,19,-0.04463071691802602,0.04951087252638245,19,-0.4077641888655456,0.03894951572479055,19,-0.229336918399599,0.03957049827168849,19,-0.04519972730072212,0.04230731092662061,19,-0.03613085771907029,0.02727680744237628,19,-0.15682881306302954,0.03484010858849812,19,-0.1148012356845686,0.034936112748951836,19,-0.16776736317902227,0.02376278069188807,19,0.07085548471444,0.02860646348720111,19,-0.46063036572912336,0.02321238943944139,19,-0.1413205546114594,0.02951577400727896,19,0.04803466569596235,0.02175459639242046,19,-0.28220567050577305,0.02527799324992634,19,-0.14330509753585155,0.02766860095752398,19,0.2063422953425159,0.029501939691025606,19,0.08002394529109769,0.018470389657320042,19,-0.2693634726651341,0.022581390027297296,19,-0.4013166098936079,0.01151116069660972,19,-0.30249152227392573,0.011959790062910015,9.0,-0.028193360944960697,0.027748672781129472,9.0,0.1659587219755731,0.031609204196180005,9.0,0.11898316676684999,0.021524823700805478,3.0,-0.3508760126602275,0.027547925336841937,,,,,,,,,,,,,,,,,,,,,,,,
19,2018-08-01,61.62688,34.02646,41.1474,29.96558,37.36715,34.75078,41.70801,34.73692,29.40056,26.15645,21.34199,21.77159,29.072580000000002,18.35566,20.60034,25.44896,20.558619999999998,14.41675,11.91685,12.71765,12.529160000000001,12.51659,15.956430000000001,11.328650000000001,5.8629999999999995,18.64175,20.17735,15.07891,27.11989,,,,,,,,,706.29891,20,0.5389380016066896,0.08725325655677424,20,-0.5185388205902879,0.04817572208910814,20,0.33014036372828764,0.05825777077866367,20,-0.06562803142721818,0.042426201677134116,20,0.7848224546547918,0.05290557506311316,20,0.26636323219660796,0.0492012369097384,20,0.32885316507399537,0.05905149988126132,20,0.40684856609413034,0.04918161348995993,20,0.17203934150184014,0.04162622875915241,20,-0.024737592333456772,0.037033116757889374,20,0.23423961100209875,0.030216654305752787,20,-0.014245534093203865,0.03082489536901593,20,0.3127048802821861,0.0411618644576416,20,0.2185149190518297,0.025988515259070696,20,0.13597382230133453,0.029166603131243682,20,0.7294511401592247,0.03603143037556153,20,0.09874747206984556,0.029107534655546895,20,0.04538061665256318,0.02041168377280945,20,-0.25633561109550995,0.016872247473806806,20,-0.274933608818254,0.01800604506100682,20,-0.33006990090465327,0.01773917504700666,20,0.06897629591039342,0.01772137804941537,20,0.11466192200650513,0.02259161068222518,20,0.5524483095071042,0.0160394555897021,20,-0.22668854396387092,0.00830101804914296,10.0,0.059747912822314356,0.02639357039358874,10.0,0.0069517742494902765,0.02856772071190086,10.0,0.10506659826679611,0.02134919052897873,4.0,0.552948782258748,0.03839718512378846,,,,,,,,,,,,,,,,,,,,,,,,
20,2018-09-01,32.54273,30.90433,33.89922,29.6567,28.391170000000002,29.8092,12.40583,32.652,32.32392,20.00622,16.98075,18.44221,20.63806,16.01115,13.80179,13.27808,12.15631,14.35885,15.58024,19.74317,12.79984,13.58439,8.70723,7.5962,12.70949,15.68048,19.05564,15.95331,20.53547,23.93867,22.91177,20.04644,,,,,,637.10086,21,-0.4719393550346862,0.05107940052066481,21,-0.09175594522615631,0.04850775119029034,21,-0.17615159159509466,0.053208561043223204,21,-0.010307826512952478,0.04654945843268835,21,-0.24021045222876242,0.04456306965273913,21,-0.14220054916752944,0.046788823986205264,21,-0.702555216611869,0.019472317146142292,21,-0.0600202896514716,0.051250911825797885,21,0.09943211966030588,0.05073595411564819,21,-0.23513244343173484,0.03140196671528586,21,-0.20435020351897826,0.02665315818283466,21,-0.15292314433626578,0.028947080686722033,21,-0.29011941836603433,0.0323937092158375,21,-0.1277268155980226,0.02513126414552321,21,-0.33002125207642197,0.02166343018278142,21,-0.47824665526606985,0.02084140963174967,21,-0.4087000975746426,0.019080668012283013,21,-0.00401616175629043,0.022537797233549487,21,0.30741261323252367,0.0244549034198447,21,0.5524228139632713,0.03098908075559653,21,0.021604002183705746,0.02009075925592064,21,0.08531077553870503,0.02132219692812846,21,-0.4543121487701197,0.013666956908518376,21,-0.3294699721502563,0.011923072902460058,21,1.167745181647621,0.01994894497552554,11.0,-0.1588515026754462,0.02461224114498919,11.0,-0.055592533211744864,0.029909926663731077,11.0,0.057988276340929124,0.025040477892307348,5.0,-0.24278933284758902,0.032232682906753574,1.0,,0.03757438029513882,1.0,,0.03596254759411249,1.0,,0.03146509643700685,,,,,,,,,,,,,,,
21,2018-10-01,35.83648,31.61774,28.11723,22.63334,27.08935,22.41985,35.30791,36.67604,26.404410000000002,12.73122,12.46241,14.8444,19.73403,18.27854,18.77606,23.00738,16.804660000000002,17.71712,14.35151,16.8428,5.55534,14.84814,8.72635,12.37115,10.88996,16.6242,22.67017,17.26056,27.78029,15.8263,12.46226,9.6357,,,,,,626.3028999999999,22,0.10121308200018876,0.05721908680288724,22,0.023084467451648348,0.05048314481698872,22,-0.1705641014749012,0.044893980213088595,22,-0.23682203346967126,0.036138009260375456,22,-0.045852988798982315,0.04325279349656533,22,-0.24788823584665137,0.03579713585870352,22,1.8460739829580124,0.056375134140365636,22,0.12324023030748497,0.05855958833976341,22,-0.18313094451415543,0.04215916930929109,22,-0.36363690892132544,0.020327576321297575,22,-0.26608600915742825,0.019898375051432785,22,-0.19508562151716086,0.023701630632717813,22,-0.043804020339120966,0.03150876357110913,22,0.14161318830939681,0.029184824148187724,22,0.3604075993041483,0.029979200160178094,22,0.7327339494866729,0.036735228273731456,22,0.38238166022419656,0.026831521936111113,22,0.23388154343836734,0.028288420826408443,22,-0.07886463879888889,0.02291464720984048,22,-0.1469049803045812,0.026892418987681525,22,-0.5659836372954662,0.008870053132437996,22,0.09302957291420519,0.02370760218418277,22,0.002195876300499805,0.013933114472246579,22,0.6285971933335089,0.019752662809001845,22,-0.1431631009584177,0.017387688928152817,12.0,0.06018438211075165,0.026543386594569496,12.0,0.18968294950996129,0.03619681467226162,12.0,0.08194224270699946,0.02755944447965993,6.0,0.35279543151435055,0.04435599771292773,2.0,-0.33888139984385096,0.02526940239299547,2.0,-0.45607606919936783,0.019898135550705583,2.0,-0.5193311131552535,0.015385047714133212,,,,,,,,,,,,,,,
22,2018-11-01,39.78943,37.79772,39.760040000000004,37.14522,31.02541,35.54382,43.44491,33.01652,31.551280000000002,25.24521,22.60005,10.452490000000001,22.15439,19.6479,18.2752,19.2241,20.25064,13.37736,24.94249,19.60198,13.70733,11.54472,14.94008,9.59369,8.8091,20.42536,20.22868,15.49268,17.02993,18.28118,16.80206,15.17754,,,,,,726.87851,23,0.11030519738545753,0.05474013807341753,23,0.1954592579988322,0.05200005156294963,23,0.4140809745483465,0.05469970490667003,23,0.6411727124675369,0.051102377479834975,23,0.14529916738496867,0.04268307505748106,23,0.585372783493199,0.04889925828182759,23,0.2304582740807938,0.059769149042527066,23,-0.09977958361916937,0.0454223361205162,23,0.19492463569532512,0.043406538459914025,23,0.9829372204706226,0.034730989639520364,23,0.8134574291810331,0.031091922087502628,23,-0.29586308641642634,0.014379968393892951,23,0.12264904836974498,0.03047880724937101,23,0.07491626792949549,0.027030514356518806,23,-0.026675458003436257,0.025142028204960965,23,-0.1644376717383727,0.026447473319853684,23,0.2050609771337235,0.027859731332544144,23,-0.2449472600512951,0.01840384578160111,23,0.7379697328016356,0.03431452389478401,23,0.16381955494335862,0.026967340112999078,23,1.4674151357072656,0.018857800597241486,23,-0.22248039148337775,0.01588259914301222,23,0.712065181891627,0.0205537511351106,23,-0.22451106000654747,0.01319847796848472,23,-0.19108059166424848,0.012119081633050343,13.0,0.22865220582043067,0.028100101624960683,13.0,-0.107696148727601,0.027829519956505525,13.0,-0.10242309635376845,0.02131398822067253,7.0,-0.3869779617131427,0.02342885333066182,3.0,0.15511395588356086,0.025150255164374028,3.0,0.34823539229642136,0.02311536215316092,3.0,0.575136212210841,0.02088043571407827,,,,,,,,,,,,,,,
23,2018-12-01,18.31186,18.41949,17.62734,22.8659,20.17899,25.86668,19.84383,35.33463,28.54763,26.51487,12.56592,23.45562,21.921,15.18396,14.93993,15.76358,17.24445,9.00104,15.663920000000001,15.33275,10.21473,10.96301,2.7081,10.49029,8.41221,13.5902,12.42018,12.53721,12.25762,14.76389,20.6018,12.889059999999999,,,,,,536.4316899999999,24,-0.5397807910291754,0.034136424714207324,24,-0.5126825110086005,0.03433706535868528,24,-0.5566568846510215,0.032860362891685244,24,-0.3844187758209536,0.04262593061942333,24,-0.3495979585765346,0.037617072921251174,24,-0.2722594251265058,0.048219895435334933,24,-0.5432415442913796,0.03699227761879617,24,0.0702106097190133,0.06586976619520746,24,-0.0951989903420717,0.05321764267879105,24,0.050293105107859996,0.049428231952515715,24,-0.4439870708250645,0.023425014282806453,24,1.2440222377634418,0.043725269101831034,24,-0.01053470666536068,0.04086447614606811,24,-0.22719679965797868,0.028305486575560077,24,-0.18250251707231663,0.027850573108385904,24,-0.18000946728325387,0.02938599693839863,24,-0.14844913543473195,0.03214659074298911,24,-0.32714377126727545,0.01677947102640413,24,-0.3719985454539622,0.029200213730848013,24,-0.2177958553166568,0.028582856467707946,24,-0.2547979803506592,0.019041995822431747,24,-0.05038753646688696,0.02043691714037253,24,-0.8187359103833447,0.005048359465862281,24,0.0934572620128438,0.019555686577726238,24,-0.04505454586734182,0.015681791655522817,14.0,-0.3346408582272235,0.025334446590953644,14.0,-0.38601134626678557,0.023153330109934412,14.0,-0.19076557445193473,0.02337149395480346,8.0,-0.2802307466912665,0.02285029059338385,4.0,-0.19239950593998853,0.02752240457680642,4.0,0.22614727003712637,0.03840526274650181,4.0,-0.15078069305038902,0.024027402258803916,,,,,,,,,,,,,,,
24,2019-01-01,46.41029,31.94735,35.11405,48.05398,24.97326,37.80101,21.50616,44.19205,32.3312,23.96789,19.32846,23.05679,39.1765,12.06789,11.97745,26.18938,21.61444,14.33756,13.32197,13.35293,14.03141,4.54584,19.41269,13.32607,8.56284,19.27086,29.54018,16.50844,23.3264,12.78477,5.02565,9.23364,,,,,,716.2893999999999,25,1.534438882778702,0.06479265224363227,25,0.7344318436612524,0.044601176563551,25,0.9920220521076917,0.049022155011647535,25,1.1015564661788952,0.06708738116186001,25,0.23758721323515206,0.0348647627620903,25,0.46137849928943336,0.05277337623591806,25,0.08377062290898485,0.030024400751986563,25,0.25067249890546484,0.06169580340013409,25,0.1325353453158809,0.04513706331546999,25,-0.09605855129593312,0.03346118203061501,25,0.5381651323579968,0.026984149144186696,25,-0.017003600842783104,0.03218921011535282,25,0.7871675562246248,0.05469367548926454,25,-0.20522116760054693,0.01684778526668132,25,-0.1982927630852354,0.016721523451275422,25,0.6613852944572236,0.036562568146338625,25,0.2534142869155002,0.03017556870170074,25,0.5928781563019385,0.020016434698042443,25,-0.1495123825964382,0.018598585990522828,25,-0.12912360796334643,0.01864180874378429,25,0.3736447267818141,0.01958902365440561,25,-0.5853474547592313,0.006346373407173135,25,6.168380045050037,0.027101741279432594,25,0.2703242713023186,0.018604309933945695,25,0.01790611503992406,0.011954441877822011,15.0,0.4179967918058601,0.02690373471951421,15.0,1.3784019233215619,0.04124056561495955,15.0,0.3167554822803479,0.023047165014587683,9.0,0.903012167125429,0.03256560825833805,5.0,-0.13405139160478707,0.017848609793750966,5.0,-0.7560577231115728,0.007016228356862464,5.0,-0.28360640729424796,0.012890934865153667,,,,,,,,,,,,,,,
