,Fecha,ventas_20600,ventas_20672,ventas_20701,ventas_20735,ventas_20739,ventas_20749,ventas_20756,ventas_20761,ventas_20810,ventas_20820,ventas_20823,ventas_20949,ventas_20961,ventas_20986,ventas_21014,ventas_20878,ventas_21058,ventas_21097,ventas_21110,ventas_21129,totales_ventas,edad_ventas_20600,diff_ventas_20600,fraccion_ventas_20600,edad_ventas_20672,diff_ventas_20672,fraccion_ventas_20672,edad_ventas_20701,diff_ventas_20701,fraccion_ventas_20701,edad_ventas_20735,diff_ventas_20735,fraccion_ventas_20735,edad_ventas_20739,diff_ventas_20739,fraccion_ventas_20739,edad_ventas_20749,diff_ventas_20749,fraccion_ventas_20749,edad_ventas_20756,diff_ventas_20756,fraccion_ventas_20756,edad_ventas_20761,diff_ventas_20761,fraccion_ventas_20761,edad_ventas_20810,diff_ventas_20810,fraccion_ventas_20810,edad_ventas_20820,diff_ventas_20820,fraccion_ventas_20820,edad_ventas_20823,diff_ventas_20823,fraccion_ventas_20823,edad_ventas_20949,diff_ventas_20949,fraccion_ventas_20949,edad_ventas_20961,diff_ventas_20961,fraccion_ventas_20961,edad_ventas_20986,diff_ventas_20986,fraccion_ventas_20986,edad_ventas_21014,diff_ventas_21014,fraccion_ventas_21014,edad_ventas_20878,diff_ventas_20878,fraccion_ventas_20878,edad_ventas_21058,diff_ventas_21058,fraccion_ventas_21058,edad_ventas_21097,diff_ventas_21097,fraccion_ventas_21097,edad_ventas_21110,diff_ventas_21110,fraccion_ventas_21110,edad_ventas_21129,diff_ventas_21129,fraccion_ventas_21129
10,2017-11-01,5.84707,5.86334,3.93571,3.24675,3.2667,2.76353,3.9132000000000002,4.21022,2.92011,2.21445,1.83829,1.26861,1.37444,1.12396,0.872,2.3205999999999998,,,,,46.97898,11,-0.09897586202645549,0.1244614080595194,11,0.08559864618164718,0.12480773316066036,11,-0.20381815128974376,0.0837759781076558,11,0.177160529636129,0.06911069588994909,11,-0.10108061848691395,0.06953535389657248,11,-0.3139524203178102,0.0588248190999464,11,0.10143181632670295,0.08329682764504466,11,1.0233173943340461,0.08961922970656237,11,-0.31359039814958456,0.06215779908376044,11,-0.2419200788735866,0.047137038735196035,11,0.2177493077544748,0.039130053483494104,11,-0.18242807795421734,0.027003779136967214,11,-0.049310728835951285,0.02925648875305509,11,-0.11724419590964773,0.0239247425125024,11,0.4107064856907124,0.018561492820831783,10.0,-0.032732698936697974,0.04939655990828238,,,,,,,,,,,,
11,2017-12-01,5.48563,4.36257,3.77029,3.34986,3.24881,2.8020899999999997,3.6828000000000003,2.06555,2.07945,1.89975,1.97793,1.24119,1.06832,0.74805,0.78572,1.9169,,,,,40.48491,12,-0.0618155760064444,0.13549813992423348,12,-0.2559582081202864,0.10775792758338848,12,-0.04203053578642727,0.09312827915388722,12,0.03175791175791177,0.08274342217878217,12,-0.0054764747298496836,0.0802474304623624,12,0.013953168592343825,0.0692131957314466,12,-0.05887764489420421,0.09096722704830022,12,-0.5093961835723548,0.05102024433301198,12,-0.2878864152377822,0.05136358213467685,12,-0.14211203684887885,0.04692489127430443,12,0.07596189937387463,0.04885598115445977,12,-0.021614207676117957,0.030658089643770977,12,-0.2227234364541196,0.026388103616878485,12,-0.334451403964554,0.018477254858662154,12,-0.0989449541284404,0.019407725001735213,11.0,-0.17396363009566482,0.04734850590009957,,,,,,,,,,,,
12,2018-01-01,5.4846900000000005,3.81131,3.87513,2.98231,3.41432,2.86069,3.1046,4.08746,2.43279,2.2701000000000002,1.75086,1.40128,0.98552,0.84553,1.06639,1.60304,,,,,41.97602,13,-0.00017135679949231952,0.13066245918502994,13,-0.1263612962084275,0.09079731713487844,13,0.027806879576902525,0.09231770901576662,13,-0.10972100326580814,0.07104794594628076,13,0.050944807483355385,0.08133977447123382,13,0.020912961396671845,0.0681505774010971,13,-0.1570001086130119,0.07396127598566991,13,0.9788724552782553,0.0973760732913697,13,0.1699199307509196,0.05795666192268824,13,0.1949467035136203,0.05408087760583305,13,-0.11480183828548021,0.04171095782782646,13,0.12898105850031025,0.033382869552663647,13,-0.07750486745544405,0.023478166820008185,13,0.1303121449100996,0.02014316745608564,13,0.3572137657180675,0.025404742993737853,12.0,-0.16373311075173458,0.038189423389830675,,,,,,,,,,,,
13,2018-02-01,6.25894,5.17601,3.98879,4.04057,3.8030399999999998,3.41938,2.6574,3.28584,2.8232399999999997,0.79565,2.19041,1.37493,1.17258,0.91784,1.01011,2.32265,,,,,45.237379999999995,14,0.1411656811962024,0.13835770329758268,14,0.358065861869016,0.11441887218048438,14,0.02933062890793338,0.08817464671915129,14,0.35484574038245514,0.08931927534264805,14,0.11384990276248264,0.08406852916769274,14,0.19529903624649994,0.07558748981483897,14,-0.1440443213296399,0.058743455080731914,14,-0.1961169038963073,0.07263550630032067,14,0.16049474060646418,0.062409449884144486,14,-0.6495088322100349,0.017588330712344526,14,0.2510480563837199,0.04842035502498156,14,-0.018804236126969694,0.030393670013603796,14,0.18980842600860462,0.02592059929200144,14,0.08552032453017633,0.020289415523180167,14,-0.05277618882397611,0.02232910040325059,13.0,0.44890333366603447,0.05134360124304282,,,,,,,,,,,,
14,2018-03-01,7.92827,6.0022,5.5821,4.42837,4.56003,4.12484,4.14142,3.70355,3.2484,4.60052,2.73294,0.89427,1.79267,1.3943400000000001,0.97956,2.53235,,,,,58.645830000000004,15,0.26671129616197,0.13518898104093674,15,0.1596190888348362,0.10234657775326907,15,0.3994469500775924,0.09518323809212009,15,0.09597655776288999,0.07551039860805107,15,0.1990486558121925,0.07775540051185224,15,0.20631225543812037,0.07033475355366271,15,0.5584481071724242,0.0706174676017033,15,0.12712426654980158,0.06315112259473521,15,0.1505929357759172,0.055390127482209735,15,4.782090115000314,0.07844581618164496,15,0.24768422350153632,0.046600755757058944,15,-0.34958870633414063,0.01524865450791642,15,0.5288253253509356,0.03056773175518191,15,0.5191536651268197,0.023775603482805174,15,-0.03024423082634572,0.01670297785878382,14.0,0.09028480399543634,0.04318039321806853,,,,,,,,,,,,
15,2018-04-01,5.31711,5.01883,3.65501,2.93573,3.40166,2.47802,2.98719,2.81359,2.81752,2.40048,1.70616,1.63853,0.89796,1.00908,0.73221,2.04954,,,,,41.85862,16,-0.32934801665432695,0.1270254489995131,16,-0.1638349271933624,0.11989955712825698,16,-0.3452267067949338,0.08731797656014459,16,-0.3370630728687983,0.07013441914711951,16,-0.2540268375427355,0.0812654597786549,16,-0.399244576759341,0.05919975383803861,16,-0.27870392280908485,0.07136379555752197,16,-0.2402991724156552,0.0672165016429113,16,-0.13264376308336415,0.06731038911459575,16,-0.47821550607322655,0.05734732774276839,16,-0.37570528441897744,0.04076006327967811,16,0.832254240889217,0.039144386508680885,16,-0.499093530878522,0.02145221223251029,16,-0.2763027669004691,0.024106862576931582,16,-0.25251133161827755,0.017492454361849482,15.0,-0.19065689971765362,0.04896339153082447,,,,,,,,,,,,
16,2018-05-01,6.20075,4.79712,3.08483,4.82209,3.33993,3.60058,2.44884,3.33724,2.9569,2.26122,2.34849,1.19266,1.26392,1.19676,0.8256,2.17323,,,,,45.85016,17,0.16618802319305048,0.13523944082201675,17,-0.04417563456024626,0.10462602529631301,17,-0.15599957318858218,0.06728068124516905,17,0.6425522783089727,0.10517062535877737,17,-0.018147022336153607,0.07284445681323685,17,0.45300683610301773,0.0785292788509353,17,-0.18021953742480387,0.053409628232485996,17,0.1861145369439044,0.07278578744327173,17,0.049469036599562755,0.06449050559474602,17,-0.05801339732053596,0.049317603253729095,17,0.3764770009846674,0.051220977200515765,17,-0.272115859947636,0.026012122967509817,17,0.40754599314000617,0.02756631601721782,17,0.1859911999048639,0.026101544683813534,17,0.12754537632646368,0.018006480239109307,16.0,0.060350127345648444,0.047398525981152524,,,,,,,,,,,,
17,2018-06-01,4.19667,3.78078,3.74941,1.58575,2.50998,1.8867,3.47641,1.99349,1.9468,1.31558,1.4231500000000001,0.9966,0.69619,0.63903,0.6798299999999999,1.27799,,,,,32.15436,18,-0.32319961295004634,0.13051635921224994,18,-0.2118646187712627,0.117582187921016,18,0.21543488620118448,0.11660658150247744,18,-0.6711488172141126,0.04931679560718982,18,-0.24849323189408154,0.07806033147604245,18,-0.476001088713485,0.058676335028904326,18,0.4196150013884124,0.10811628656269322,18,-0.40265309057784276,0.061997502049488784,18,-0.34160776488890393,0.06054544391491543,18,-0.41819902530492387,0.04091451361494989,18,-0.39401487764478443,0.04425993862107659,18,-0.1643888451025439,0.030994241527432055,18,-0.449181910247484,0.02165149609570833,18,-0.4660332898826833,0.019873821155202594,18,-0.17656250000000007,0.02114270039895056,17.0,-0.4119398314950558,0.03974546531170268,,,,,,,,,,,,
18,2018-07-01,3.4323200000000003,3.72467,2.1624,1.37788,1.8892,1.60643,1.9421599999999999,1.68719,1.6453900000000001,0.9898,0.98287,0.93832,0.87701,0.72398,0.6983699999999999,2.0050499999999998,,,,,26.683040000000002,19,-0.18213250029189806,0.12863301932613375,19,-0.014840852945688425,0.13958941709790187,19,-0.4232692610304022,0.0810402412918468,19,-0.13108623679646855,0.0516387937806187,19,-0.24732467987792736,0.0708015278618928,19,-0.14855037896856946,0.06020415964597737,19,-0.44133171864078174,0.07278630920614741,19,-0.1536501311769811,0.06323080128800916,19,-0.15482329977398807,0.06166426314243055,19,-0.2476322230499095,0.037094723839562506,19,-0.3093700593753294,0.03683500830490079,19,-0.05847882801525185,0.03516540843921832,19,0.25972794783033365,0.03286769423573925,19,0.13293585590660842,0.027132590589378117,19,0.027271523763293767,0.02617280489779275,18.0,0.5689089898981994,0.07514323705244978,,,,,,,,,,,,
19,2018-08-01,3.10167,2.03746,2.27704,1.4675,1.94101,1.85056,2.059,2.36639,1.3996,1.42698,1.03812,0.78423,0.93319,0.61237,0.68691,0.69667,,,,,24.6787,20,-0.09633425787805341,0.12568206591108932,20,-0.4529824118646753,0.08255945410414649,20,0.05301516833148357,0.09226742089332096,20,0.06504194850059514,0.059464234339734266,20,0.02742430658479775,0.07865122555077861,20,0.15197051847886303,0.07498612163525632,20,0.06015982205379592,0.08343227155401217,20,0.40256284117378605,0.09588795195857157,20,-0.14938099781814657,0.05671287385478165,20,0.4416851889270559,0.057822332618817036,20,0.05621292744716993,0.04206542484004425,20,-0.16421902975530742,0.031777605789608046,20,0.06405856261616175,0.037813580131854596,20,-0.15416171717450758,0.024813705746250816,20,-0.016409639589329318,0.027834124163752548,19.0,-0.6525423306151965,0.02822960690798138,,,,,,,,,,,,
20,2018-09-01,3.72262,3.3980900000000003,2.40754,1.7256,2.22879,2.62546,2.71851,2.22004,2.67278,1.44728,1.22299,1.34357,1.08562,0.91892,0.9304199999999999,1.08612,,,,,31.754350000000002,21,0.20019860268822928,0.11723181233437308,21,0.6678069753516637,0.10701179523435372,21,0.057311246179250284,0.07581764388186185,21,0.17587734241908007,0.05434216099526521,21,0.14826301770727618,0.07018849385989635,21,0.4187381117067266,0.08268032568766168,21,0.32030597377367653,0.0856106328739212,21,-0.06184525796677639,0.06991294106161833,21,0.9096741926264648,0.08417051522074928,21,0.01422584759421995,0.045577377587637594,21,0.17808153200015422,0.03851409334469136,21,0.7132346377975849,0.04231136836370449,21,0.16334294195179982,0.03418807187046814,21,0.5005960448748306,0.02893839741641696,21,0.35450058959689024,0.029300552522725228,20.0,0.5590164640360572,0.03420381774465545,,,,,,,,,,,,
21,2018-10-01,4.40055,4.75885,2.60262,2.21767,2.54554,1.93475,2.22113,2.2822999999999998,1.0095100000000001,1.5787,1.39087,1.05363,1.1490200000000002,0.86601,0.5793,0.056620000000000004,,,,,30.64707,22,0.18211098634832454,0.14358795147464343,22,0.4004484872384191,0.1552791180364061,22,0.08102876795401111,0.08492231068092317,22,0.2851587853500232,0.0723615667011561,22,0.1421174718120594,0.08305981615860832,22,-0.2630815171436624,0.06313001536525352,22,-0.18296051881361486,0.07247446493253679,22,0.02804453973802263,0.07447041430061666,22,-0.6222996281025748,0.03293985363037968,22,0.09080482007628109,0.05151226528343492,22,0.1372701330346119,0.04538345753770263,22,-0.2157982092484946,0.0343794692282166,22,0.05839980840441418,0.03749200168237943,22,-0.05757846167239805,0.028257513687279075,22,-0.3773779583413941,0.018902296369604013,21.0,-0.9478694803520791,0.0018474849308596224,,,,,,,,,,,,
22,2018-11-01,4.44296,6.04215,3.4348199999999998,2.38475,3.48032,2.23644,2.82063,2.78078,3.37873,2.01063,1.49722,1.56259,0.90789,1.05104,0.7742600000000001,3.54503,,,,,42.35024,23,0.009637431684675844,0.10490991314334937,23,0.26966599073305536,0.1426709742376903,23,0.3197547087166009,0.08110508936903309,23,0.07534033467558289,0.05631018856091488,23,0.3672226718103035,0.08217946344577977,23,0.15593229099366845,0.05280820132306216,23,0.2699076596147006,0.0666024560899773,23,0.2184112518073874,0.06566149329968378,23,2.3469009717585756,0.07978065767750077,23,0.273598530436435,0.04747623626217939,23,0.07646293327198081,0.03535328253157479,23,0.483053823448459,0.0368968393095293,23,-0.20985709561191287,0.02143765891291289,23,0.21365804090022059,0.02481780504667742,23,0.33654410495425513,0.018282304893667663,22.0,61.61091487107029,0.08370743589646717,,,,,,,,,,,,
23,2018-12-01,4.80556,4.65044,3.44235,2.24909,3.11626,3.04311,2.76662,2.58105,2.14021,1.85467,1.84066,1.20352,0.92051,0.90217,0.86652,1.85411,,,,,38.236850000000004,24,0.08161225849433701,0.12567876276419213,24,-0.23033357331413495,0.12162194323015622,24,0.0021922546159624193,0.09002702890013166,24,-0.05688646608659194,0.05881996032622979,24,-0.1046053236484001,0.08149886823836168,24,0.3606937811879594,0.07958579223968501,24,-0.019148204479141145,0.07235480956198012,24,-0.0718251713547998,0.06750163781796878,24,-0.36656376804302204,0.05597244542895139,24,-0.07756772752818762,0.04850478007471849,24,0.22938512710222944,0.048138379599783974,24,-0.22979156400591327,0.031475396116573406,24,0.01390036237870235,0.02407389730064061,24,-0.1416406606789465,0.023594255279919762,24,0.1191589388577479,0.022661908603872963,23.0,-0.4769832695350957,0.048490134516833885,,,,,,,,,,,,
24,2019-01-01,5.74224,3.98467,4.16975,2.92403,3.40395,3.1284899999999998,3.09802,2.825,1.92585,2.24624,2.06075,0.94563,0.97027,0.6259399999999999,0.81686,1.36188,,,,,40.229569999999995,25,0.19491588909513147,0.14273679783303675,25,-0.14316279749873126,0.09904828711815712,25,0.2113091347480645,0.10364888314739631,25,0.30009470496956564,0.07268360064499821,25,0.09231899777297145,0.08461313407028712,25,0.028056823447065598,0.07776593187548364,25,0.11978515300258073,0.07700852880107842,25,0.09451579783421489,0.07022197850983743,25,-0.10015839567145285,0.04787150347368864,25,0.2111265076806115,0.055835545843517596,25,0.1195712407506004,0.05122475830589291,25,-0.2142797793140122,0.02350584408433896,25,0.05405699014676637,0.024118328880969896,25,-0.30618397862930496,0.015559201850777924,25,-0.057309698564372354,0.020304964731166653,24.0,-0.2654804731110883,0.03385271082937253,,,,,,,,,,,,
25,2019-02-01,5.9046899999999996,4.41868,3.8315099999999997,2.63233,3.49892,3.12835,2.54384,3.19689,2.21937,2.67707,2.53276,1.3430199999999999,0.79778,0.78891,0.95061,1.25917,,,,,41.7239,26,0.028290353590236524,0.14151817064080777,26,0.10891993565339168,0.10590285184270885,26,-0.08111757299598295,0.091830102171657,26,-0.09975957839009862,0.0630892605916513,26,0.027899939775848644,0.08385889142673623,26,-4.475002317398646e-05,0.07497741102821165,26,-0.17888199559718793,0.06096841378682242,26,0.13164247787610606,0.07662011461057092,26,0.1524106238803645,0.053191815721924364,26,0.1918005199800557,0.06416154769808191,26,0.22904767681669297,0.060702858553490925,26,0.42023835961211037,0.03218826619755104,26,-0.17777525843321954,0.019120456141444114,26,0.2603604179314312,0.018907868152305992,26,0.16373674803515892,0.022783344797586036,25.0,-0.07541780479924816,0.030178626638449422,,,,,,,,,,,,
26,2019-03-01,6.08354,4.34958,4.26874,0.98536,3.21701,3.86534,3.35302,3.30938,2.55491,2.67333,2.08379,1.52643,1.03948,1.20261,1.21,1.70253,,,,,43.42505,27,0.030289481750947235,0.14009287266220766,27,-0.015638154380946484,0.10016292439502084,27,0.11411427870474056,0.09830132607792047,27,-0.6256700337723614,0.022691050442083544,27,-0.08057057606347098,0.07408189512735161,27,0.23558425368005498,0.089011757038852,27,0.3180939052770615,0.07721395830286897,27,0.035187322679228944,0.07620900839492413,27,0.15118704857684837,0.05883493513536542,27,-0.0013970497596252904,0.06156193257117724,27,-0.1772651178951026,0.047985897540705195,27,0.13656535271254344,0.03515090944051878,27,0.3029657299004737,0.023937335708306612,27,0.5243944176141765,0.02769392320791801,27,0.2728668959930992,0.02786410148059703,26.0,0.3521049580279075,0.03920617247418253,,,,,,,,,,,,
27,2019-04-01,4.49938,3.5806,3.12904,4.14184,2.03709,2.11967,2.20967,0.92709,1.74392,1.61544,1.3432899999999999,0.18923,0.8172,0.66668,0.65686,1.34351,,,,,31.02051,28,-0.2604010165134116,0.1450453264630401,28,-0.17679408126761656,0.11542685790788094,28,-0.2669874482868482,0.10087003727533815,28,3.203377445806609,0.13351940377511523,28,-0.3667753597284435,0.0656691330993591,28,-0.4516213321467193,0.06833124278098587,28,-0.34099110652486414,0.07123254904577649,28,-0.7198599133372415,0.029886355833608148,28,-0.31742409713062303,0.05621828912548504,28,-0.3957199447879611,0.05207651324881506,28,-0.3553621046266659,0.04330328547145098,28,-0.8760310004389327,0.006100157605403651,28,-0.21383768807480658,0.026343860884298808,28,-0.445639068359651,0.021491587340117878,28,-0.45714049586776856,0.021175022589892945,27.0,-0.21087440456262158,0.04331037755343158,,,,,,,,,,,,
