,Fecha,ventas_20044,ventas_20047,ventas_20054,ventas_20075,ventas_20464,ventas_20502,ventas_20130,ventas_20143,ventas_20213,totales_ventas,edad_ventas_20044,diff_ventas_20044,fraccion_ventas_20044,edad_ventas_20047,diff_ventas_20047,fraccion_ventas_20047,edad_ventas_20054,diff_ventas_20054,fraccion_ventas_20054,edad_ventas_20075,diff_ventas_20075,fraccion_ventas_20075,edad_ventas_20464,diff_ventas_20464,fraccion_ventas_20464,edad_ventas_20502,diff_ventas_20502,fraccion_ventas_20502,edad_ventas_20130,diff_ventas_20130,fraccion_ventas_20130,edad_ventas_20143,diff_ventas_20143,fraccion_ventas_20143,edad_ventas_20213,diff_ventas_20213,fraccion_ventas_20213
14,2018-03-01,286.55018,280.05349,258.95362,226.63173,18.80076,16.67104,,,,1087.66082,15,0.7446067757428272,0.26345545847647617,15,0.6608800401713866,0.2574823739628683,15,0.6770175965549053,0.23808306343148408,15,0.7838308378021905,0.2083661798169764,15,0.7135185681396862,0.01728549898487655,15,0.19407055965253076,0.015327425327318492,,,,,,,,,
15,2018-04-01,158.4736,169.07951,135.16146,129.77801,12.10396,4.92206,,,,609.5186000000001,16,-0.44696038927632153,0.25999797217016835,16,-0.39625994305587836,0.2773984419835588,16,-0.4780476133139208,0.2217511655919934,16,-0.427361693792833,0.21291886744719515,16,-0.35619836644901587,0.019858229100801844,16,-0.704753872583834,0.0080753237062823,,,,,,,,,
16,2018-05-01,94.8446,207.47799,179.34243,72.35858,15.322140000000001,14.28889,66.25234,24.73702,,674.62399,17,-0.4015116713446278,0.14058883378873022,17,0.22710309486939018,0.3075461191351941,17,0.326875501344836,0.26584057587397686,17,-0.4424434463126688,0.10725764436571548,17,0.26587827454816443,0.022712118494333414,17,1.9030304384749475,0.021180524576364382,1.0,,0.09820632082769544,1.0,,0.03666786293799009,,,
17,2018-06-01,211.02734,135.79851,131.80817,117.84183,8.16393,5.71869,90.51344,98.47207,,799.3439800000001,18,1.224980019948421,0.2640006621429738,18,-0.34547992295471924,0.16988744945573991,18,-0.26504748485899304,0.16489543087570382,18,0.6285812960950864,0.14742317819169662,18,-0.4671808246106614,0.010213287651206179,18,-0.5997806687573353,0.007154229146756067,2.0,0.3661923488287357,0.11323465524816986,2.0,2.98075718093772,0.12319110728775362,,,
18,2018-07-01,159.03358,141.79808,108.40508,122.58125,7.63139,5.98293,61.45055,84.01073,,690.89359,19,-0.24638399934340263,0.230185345908333,19,0.04417993982408206,0.20523866779542707,19,-0.1775541683038312,0.15690560973362047,19,0.04021848608427071,0.17742421086870988,19,-0.06523083857896882,0.011045680710397096,19,0.04620638642766089,0.008659698232255996,3.0,-0.3210892216669701,0.08894358102236843,3.0,-0.14685727638303944,0.12159720572888799,,,
19,2018-08-01,102.11851,103.72867,74.88598,70.09053,10.04912,8.72397,67.75033,162.65957,,600.00668,20,-0.3578808324631817,0.17019562182207706,20,-0.2684762022165604,0.17287919194499635,20,-0.3092022993756381,0.12480857713117462,20,-0.4282116555345944,0.11681624944575618,20,0.3168138438737898,0.016748346868404866,20,0.4581434180242791,0.014539788123692223,4.0,0.102517878196371,0.11291595953565052,4.0,0.9361761289301975,0.27109626512824825,,,
20,2018-09-01,119.75997,143.86316,118.96198,74.74586,8.50311,5.32433,89.95346,78.93584,,640.0477099999999,21,0.1727547728614528,0.18711100458433014,21,0.3869180044437088,0.22476943164127564,21,0.5885747906350427,0.18586423815187153,21,0.06641881578010599,0.11678170053916762,21,-0.15384531182829947,0.013285119010893735,21,-0.3896895564748618,0.008318645495974043,5.0,0.3277198797408072,0.14054180429768276,5.0,-0.5147175170818415,0.1233280562788046,,,
21,2018-10-01,211.6085,173.20292,135.89658,142.20408,8.57413,6.65732,98.40215,97.57615,,874.12183,22,0.766938485372032,0.24208124398403363,22,0.20394213501218808,0.19814505719414421,22,0.14235304422471787,0.15546640678222165,22,0.9025010883545928,0.16268222016603795,22,0.008352238181089126,0.009808850100448813,22,0.2503582610394173,0.007616009315314777,6.0,0.09392290190949852,0.11257258041479185,6.0,0.2361450768117499,0.11162763204300709,,,
22,2018-11-01,151.56393,137.50661,128.58781,47.54847,7.88383,6.19984,78.62786,113.90651,,671.82486,23,-0.28375311010663556,0.22560035959371913,23,-0.20609531294276107,0.2046762753018696,23,-0.05378185381854356,0.19140079156939802,23,-0.6656321675158687,0.07077509754551209,23,-0.08050962604952346,0.011734948301853553,23,-0.06871834311705015,0.009228357521631456,7.0,-0.20095384094758098,0.11703624661939424,7.0,0.16736015921923542,0.16954792354662196,,,
23,2018-12-01,86.97595,137.17066,59.778560000000006,125.29752,7.02809,6.60607,64.55845000000001,50.41195,,537.82725,24,-0.4261434762215522,0.1617172614440789,24,-0.002443155278135334,0.25504594644469947,24,-0.5351148759746355,0.11114825438837471,24,1.6351535601460996,0.23296982441852843,24,-0.10854369005927322,0.01306756026214737,24,0.06552265864925544,0.01228288451356825,8.0,-0.17893670258862432,0.12003566200857246,8.0,-0.5574269635686319,0.09373260652003035,,,
24,2019-01-01,149.79987,183.1788,80.46542000000001,23.75323,11.67012,6.75183,139.40653,117.78437,,712.81017,25,0.7223136970622339,0.21015394603587095,25,0.33540802384416607,0.2569811819604089,25,0.34605818540961847,0.11288478109115645,25,-0.8104253779324603,0.03332336013107108,25,0.6604966641007729,0.016371988631980378,25,0.02206455577976015,0.00947212916448709,9.0,1.1593847126131434,0.195573149580624,9.0,1.3364374915074702,0.1652394634044012,,,
25,2019-02-01,173.56001,161.48385,127.84587,171.57883,2.5754,6.97668,89.23248,84.43065,,817.68377,26,0.15861255420315123,0.21225810804585252,26,-0.1184359216241181,0.19748936682453658,26,0.5888299595031007,0.1563512383277462,26,6.2233894085141275,0.20983519093206413,26,-0.7793167508131879,0.003149628370390671,26,0.03330208254650961,0.008532247130207806,10.0,-0.3599117631003369,0.10912834921500277,10.0,-0.2831761124162739,0.10325587115419939,,,
26,2019-03-01,171.62776,186.5951,123.20452,129.68002,17.57414,8.5189,111.02263,118.49829,,866.72136,27,-0.011133036924807797,0.19801953421339472,27,0.15550316641571288,0.21528845210414568,27,-0.03630426231211069,0.14215009077427146,27,-0.24419568544674186,0.14962135004957072,27,5.823848722528539,0.02027657423834576,27,0.22105356702615003,0.009828879722082769,11.0,0.24419527508369163,0.12809495083864092,11.0,0.4034984925498027,0.13672016805954798,,,
27,2019-04-01,218.14694,156.05825000000002,158.95654,123.64532,7.57627,7.4383300000000006,104.36581,105.4228,,881.61026,28,0.2710469448532103,0.24744147147289325,28,-0.16365301125270698,0.177015011145628,28,0.29018432115964565,0.18030250691501706,28,-0.04653531052817554,0.14024941134419192,28,-0.5688966856984182,0.008593672673455502,28,-0.12684384134101817,0.00843720897712783,12.0,-0.05995912725180452,0.11838089316247294,12.0,-0.11034328005914687,0.11957982430921345,,,
28,2019-05-01,213.86238,248.19355000000002,206.95987,169.89157,7.84845,6.98863,151.49497,117.82643,,1123.06585,29,-0.01964070639725682,0.19042728438408132,29,0.5903904471567507,0.22099643578335146,29,0.30199027985888477,0.1842811532378088,29,0.3740234567713522,0.15127480726085651,29,0.03592533001067803,0.00698841479330887,29,-0.06045711873498498,0.006222814094115675,13.0,0.4515766226506554,0.13489411150735284,13.0,0.11765604783784919,0.10491497893912455,,,
29,2019-06-01,187.3372,186.79806,156.66046,113.95651000000001,9.87162,7.49738,117.06341,131.09084000000001,,910.27548,30,-0.12402920046059529,0.2058027532500381,30,-0.24736940182369777,0.20521047101038029,30,-0.24303943561618974,0.1721022519468502,30,-0.32923976157263124,0.1251890361805637,30,0.25777956156948195,0.01084465111594569,30,0.07279681425400973,0.008236385758737563,14.0,-0.22727856905084037,0.12860217876021443,14.0,0.11257584567401399,0.14401227197727,,,
30,2019-07-01,157.58441,129.98798,114.80359,88.57207,8.30587,8.07718,118.72934,119.66027,,745.7207099999999,31,-0.15881944429616757,0.21131826954356678,31,-0.30412564241834206,0.17431188145492166,31,-0.26718209559706385,0.15394984806040857,31,-0.2227555055871754,0.11877378328409305,31,-0.15861125124346354,0.011138043893135274,31,0.07733368189954365,0.010831374121284631,15.0,0.014231005230413062,0.15921421841697275,15.0,-0.08719579491595306,0.1604625812256173,,,
31,2019-08-01,67.96227,113.47343000000001,70.37038,84.82687,5.53329,4.31072,51.06788,31.295740000000002,42.71804,471.55862,32,-0.5687246600091975,0.1441226331521625,32,-0.12704674693767828,0.24063483348051193,32,-0.3870367642684345,0.14922933653508444,32,-0.04228420990951207,0.17988616134299484,32,-0.3338097032580573,0.011734044857455897,32,-0.4663087859871886,0.009141429754799096,16.0,-0.5698798628881454,0.10829593147931428,16.0,-0.7384617300295244,0.06636659510115625,1.0,,0.09058903429652077
32,2019-09-01,199.27309,177.91431,141.86806,99.75912,7.02405,5.98287,88.99217,127.90514,86.10789,934.8267,33,1.9321135094516408,0.21316580923501652,33,0.567893999502791,0.19031795946778157,33,1.0160195241236443,0.15175867355949507,33,0.17603207568545198,0.10671402517707293,33,0.26941656772010864,0.007513745595841454,33,0.38790503674560173,0.006399977664309332,17.0,0.7426251099516956,0.09519643587415721,17.0,3.08698244553412,0.1368223008606836,2.0,1.0157266110523795,0.09211107256564238
33,2019-10-01,205.70684,117.63171,181.84173,132.81621,9.70992,8.47556,126.46666,126.41762,98.74412,1007.8103699999999,34,0.03228609542813836,0.20411264472303456,34,-0.33882940613377305,0.11672008296560792,34,0.2817665230637537,0.18043248552800664,34,0.3313691018926392,0.13178690550683658,34,0.38238195912614525,0.009634669665087888,34,0.4166378343504037,0.008409875758670752,18.0,0.42109873261883607,0.12548656350896648,18.0,-0.011629868823098145,0.12543790356116302,3.0,0.1467488054811237,0.09797886878262624
34,2019-11-01,228.48682,251.43491,170.27657,167.86133,4.91017,6.78351,145.63433,143.07209,104.19056,1222.65029,35,0.11074002206246518,0.18687831006853153,35,1.1374756007542524,0.20564744641740526,35,-0.0636001428275018,0.1392684166459405,35,0.26386176807785733,0.13729300305486372,35,-0.494314062319772,0.004016005263451089,35,-0.19963872593669327,0.005548201358542187,19.0,0.1515630285483937,0.11911364287166692,19.0,0.13174168284452756,0.11701799866256114,4.0,0.05515710707635057,0.08521697565703763
35,2019-12-01,59.617470000000004,71.49763,121.2091,105.42961,3.55347,5.83704,83.3077,29.92779,58.84043,539.22024,36,-0.7390769848343988,0.110562374290698,36,-0.7156415948763837,0.13259448495479326,36,-0.2881633685714951,0.2247858871172937,36,-0.3719243735290314,0.19552235279595587,36,-0.27630407908483823,0.006590015983079567,36,-0.13952511310516233,0.010824964582190016,20.0,-0.4279666064999922,0.15449661162570605,20.0,-0.7908202081901509,0.055501978189839464,5.0,-0.43526140947893943,0.10912133046044414
