,Fecha,ventas_20145,ventas_20155,ventas_20167,ventas_20184,ventas_20187,ventas_20188,ventas_20193,ventas_20198,ventas_20215,ventas_20226,ventas_20230,ventas_20251,ventas_20252,ventas_20269,ventas_20282,ventas_20284,ventas_20291,ventas_20292,ventas_20303,ventas_20324,ventas_20327,ventas_20338,ventas_20383,ventas_20450,ventas_20306,ventas_20348,ventas_20403,ventas_20364,ventas_20527,ventas_20540,ventas_20553,ventas_21093,ventas_21105,ventas_20623,ventas_20537,ventas_20603,ventas_20633,ventas_20746,ventas_20795,ventas_20822,ventas_21086,totales_ventas,edad_ventas_20145,diff_ventas_20145,fraccion_ventas_20145,edad_ventas_20155,diff_ventas_20155,fraccion_ventas_20155,edad_ventas_20167,diff_ventas_20167,fraccion_ventas_20167,edad_ventas_20184,diff_ventas_20184,fraccion_ventas_20184,edad_ventas_20187,diff_ventas_20187,fraccion_ventas_20187,edad_ventas_20188,diff_ventas_20188,fraccion_ventas_20188,edad_ventas_20193,diff_ventas_20193,fraccion_ventas_20193,edad_ventas_20198,diff_ventas_20198,fraccion_ventas_20198,edad_ventas_20215,diff_ventas_20215,fraccion_ventas_20215,edad_ventas_20226,diff_ventas_20226,fraccion_ventas_20226,edad_ventas_20230,diff_ventas_20230,fraccion_ventas_20230,edad_ventas_20251,diff_ventas_20251,fraccion_ventas_20251,edad_ventas_20252,diff_ventas_20252,fraccion_ventas_20252,edad_ventas_20269,diff_ventas_20269,fraccion_ventas_20269,edad_ventas_20282,diff_ventas_20282,fraccion_ventas_20282,edad_ventas_20284,diff_ventas_20284,fraccion_ventas_20284,edad_ventas_20291,diff_ventas_20291,fraccion_ventas_20291,edad_ventas_20292,diff_ventas_20292,fraccion_ventas_20292,edad_ventas_20303,diff_ventas_20303,fraccion_ventas_20303,edad_ventas_20324,diff_ventas_20324,fraccion_ventas_20324,edad_ventas_20327,diff_ventas_20327,fraccion_ventas_20327,edad_ventas_20338,diff_ventas_20338,fraccion_ventas_20338,edad_ventas_20383,diff_ventas_20383,fraccion_ventas_20383,edad_ventas_20450,diff_ventas_20450,fraccion_ventas_20450,edad_ventas_20306,diff_ventas_20306,fraccion_ventas_20306,edad_ventas_20348,diff_ventas_20348,fraccion_ventas_20348,edad_ventas_20403,diff_ventas_20403,fraccion_ventas_20403,edad_ventas_20364,diff_ventas_20364,fraccion_ventas_20364,edad_ventas_20527,diff_ventas_20527,fraccion_ventas_20527,edad_ventas_20540,diff_ventas_20540,fraccion_ventas_20540,edad_ventas_20553,diff_ventas_20553,fraccion_ventas_20553,edad_ventas_21093,diff_ventas_21093,fraccion_ventas_21093,edad_ventas_21105,diff_ventas_21105,fraccion_ventas_21105,edad_ventas_20623,diff_ventas_20623,fraccion_ventas_20623,edad_ventas_20537,diff_ventas_20537,fraccion_ventas_20537,edad_ventas_20603,diff_ventas_20603,fraccion_ventas_20603,edad_ventas_20633,diff_ventas_20633,fraccion_ventas_20633,edad_ventas_20746,diff_ventas_20746,fraccion_ventas_20746,edad_ventas_20795,diff_ventas_20795,fraccion_ventas_20795,edad_ventas_20822,diff_ventas_20822,fraccion_ventas_20822,edad_ventas_21086,diff_ventas_21086,fraccion_ventas_21086
10,2017-11-01,67.48847,64.1512,52.72851,48.26751,48.95617,44.39038,44.52136,32.49967,27.36335,31.38151,29.379459999999998,23.50252,19.359469999999998,24.17951,14.26124,25.48863,20.926479999999998,19.8385,16.151980000000002,21.489810000000002,19.90438,18.70054,12.37912,11.79958,24.20691,14.10334,22.1983,,,,,,,,,,,,,,,799.6179,11,-0.297540169091712,0.08440089947961396,11,-0.2949317366006563,0.08022731857303345,11,-0.3686710719257585,0.0659421331113273,11,-0.004877526822995679,0.06036321848222758,11,-0.06374795561328547,0.06122445483023829,11,-0.1771170424664403,0.055514490108338,11,0.04602191363064477,0.05567829334485884,11,-0.2032857808601806,0.04064400009054325,11,-0.16509123373790122,0.034220532081635495,11,-0.21841721909889186,0.03924563219507717,11,0.2091009358563867,0.03674187383749163,11,-0.22122029978146804,0.02939218844400557,11,-0.33131143917047196,0.02421090123170079,11,-0.19912219629124453,0.03023883032133223,11,-0.5122491430901016,0.017835068474580173,11,-0.08789950824799303,0.031876012280365414,11,-0.1625418349301608,0.02617059973269733,11,-0.27397243228841867,0.024809974864244536,11,-0.15641889139349824,0.02019962284486128,11,-0.11562857388599691,0.02687509871902568,11,-0.17556071280494953,0.024892364215458408,11,-0.38321496020037354,0.023386845141910906,11,-0.4606510900807207,0.01548129425316767,11,-0.030800291755923744,0.014756523084338159,1.0,,0.030273096687805517,1.0,,0.017637599158297983,1.0,,0.027761134411823447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2017-12-01,62.37058,48.47337,50.51335,36.68726,49.5969,42.72462,18.94357,22.087220000000002,18.73404,36.27379,15.72387,28.3231,25.20599,21.801299999999998,31.862679999999997,14.633890000000001,26.58317,25.27704,27.35331,21.28639,18.15814,13.16945,19.192899999999998,10.19051,27.500420000000002,26.49896,24.607499999999998,,,,,,,,,,,,,,,763.77332,12,-0.07583354608572411,0.08166111379748116,12,-0.24438872538627493,0.06346564972968681,12,-0.04201066937032731,0.06613657308689443,12,-0.2399181146903994,0.048034225652186964,12,0.013087829378809613,0.06493667519048714,12,-0.0375252475874277,0.05593887463887846,12,-0.5745060348560781,0.024802607663750288,12,-0.3203863300765823,0.028918554002383853,12,-0.3153601441343988,0.02452827234132766,12,0.1558968959747316,0.04749287393280509,12,-0.46480057836325106,0.02058708989730094,12,0.20510906915513738,0.03708312303969979,12,0.30199793692699245,0.033001925230904894,12,-0.09835641830624371,0.028544202093888273,12,1.2342152575792846,0.041717456168801494,12,-0.4258659645496835,0.01915999108217082,12,0.27031254181305225,0.03480505184443992,12,0.27414068603977115,0.033094950213762374,12,0.693495781941285,0.035813387668477345,12,-0.009465881736506802,0.027870036099192363,12,-0.08773144403392621,0.02377425281103037,12,-0.29577167290356327,0.017242615911223502,12,0.5504252321651295,0.025129052688040998,12,-0.1363667181374253,0.013342322562406342,2.0,0.136056605324678,0.036005997172040526,2.0,0.878913789215888,0.034694796618452185,2.0,0.10853083344220046,0.032218328862286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2018-01-01,60.9761,56.581489999999995,45.94048,39.68152,30.9025,34.12711,35.15625,45.36023,34.85411,28.77183,17.418210000000002,15.83337,30.56752,29.87755,12.15254,14.52909,27.798939999999998,12.18764,14.54937,7.44123,11.904119999999999,16.17424,17.62371,6.39747,23.07135,22.44432,20.55525,,,,,,,,,,,,,,,712.8775400000001,13,-0.02235797711036188,0.08553516779333516,13,0.1672695750264525,0.07937056061550206,13,-0.09052794954205179,0.06444371918352204,13,0.08161579796365269,0.05566386619502698,13,-0.37692678373043476,0.04334896004719127,13,-0.20123081258534306,0.04787233162094011,13,0.8558407945281696,0.04931597368041641,13,1.0536867020838294,0.0636297645174794,13,0.8604694983036226,0.04889214212023007,13,-0.20681489306741857,0.04036012973560648,13,0.1077559150514474,0.024433663599501255,13,-0.4409732691689822,0.022210504766358607,13,0.21270856649550357,0.042879061668852685,13,0.3704480925449401,0.04191119557504925,13,-0.6185964269170076,0.017047163528254795,13,-0.007161458778219659,0.020380905814482524,13,0.04573457567325489,0.03899539323401884,13,-0.5178375316097138,0.017096400596377324,13,-0.4680947205292522,0.02040935389828665,13,-0.6504231107294379,0.010438300524940089,13,-0.34441963769416917,0.01669868852930897,13,0.22816366666793236,0.022688665433336558,13,-0.08175887958568008,0.02472193190432118,13,-0.3722129706952841,0.008974150034240102,3.0,-0.1610546311656332,0.032363693208794314,3.0,-0.15301128799017014,0.03148411717389778,3.0,-0.1646754038402925,0.028834195000729018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2018-02-01,30.21068,21.86906,30.214010000000002,43.18148,42.92178,31.63366,22.20001,33.73416,31.06655,30.05839,15.51816,14.18153,24.87576,22.38709,19.23259,26.58329,26.260080000000002,19.64329,17.404230000000002,28.49756,19.45326,22.3996,17.06577,9.56503,27.44873,25.34656,18.9716,,,,,,,,,,,,,,,671.92391,14,-0.5045488314273954,0.044961459996266544,14,-0.6134944484494841,0.0325469293093023,14,-0.342322718439163,0.0449664159145639,14,0.08820125841953638,0.06426543148315708,14,0.38894199498422455,0.06387892938651342,14,-0.07306361423513455,0.04707922955145323,14,-0.36853304888888894,0.033039470198344335,14,-0.25630535824002654,0.050205327564545224,14,-0.10866896328725649,0.046235220294512214,14,0.04471596002061731,0.0447348123093283,14,-0.10908411369480571,0.023095115040630124,14,-0.10432649524390575,0.02110585706051151,14,-0.1862028715446984,0.03702169193532643,14,-0.2507052954475852,0.03331789458124805,14,0.5825983703818295,0.028623166572536465,14,0.8296596689813334,0.03956294694141782,14,-0.0553567869854029,0.03908192521382369,14,0.6117386138743842,0.029234396495877044,14,0.19621880535033492,0.025902084657174952,14,2.829684071047394,0.04241188559579611,14,0.6341619540125605,0.028951581734902098,14,0.38489350967958913,0.033336512760797576,14,-0.031658487344605565,0.025398366907348185,14,0.4951269798842355,0.01423528744497275,4.0,0.18973228701398065,0.04085094992377932,4.0,0.1293084397299628,0.03772236651021989,4.0,-0.07704357767480338,0.028234744615651494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2018-03-01,54.82035,48.538199999999996,44.47123,71.73018,43.813159999999996,64.15067,79.07113,51.120760000000004,42.68926,50.09732,30.49951,42.88312,38.5643,39.87136,23.970299999999998,7.5973,33.53296,24.28503,16.85656,19.60423,32.84898,17.93647,27.17131,11.25848,37.96437,34.86812,32.79002,,,,,,,,,,,,,,,1023.00468,15,0.8146016574271084,0.053587584760609305,15,1.2194918300100688,0.04744670376288014,15,0.4718744714786285,0.04347118920316181,15,0.6611329671887115,0.07011715723529242,15,0.02076754505521435,0.042827917463681586,15,1.0279243691687907,0.06270809044588145,15,2.561761008215762,0.0772930286105827,15,0.5154004131124059,0.04997118879260651,15,0.37412297149184565,0.04172929101360513,15,0.6666667775619388,0.04897076326180639,15,0.9654076256463395,0.02981365637545275,15,2.0238711902030313,0.04191879161295723,15,0.5502762528662443,0.037697090496203796,15,0.7809978876218393,0.03897475816044165,15,0.24633759675633912,0.023431271106208428,15,-0.7142076846018683,0.0074264567391812905,15,0.27695574423231,0.03277889207701377,15,0.2363015564093387,0.02373892365770995,15,-0.03146763746514497,0.01647750037663562,15,-0.3120733845283596,0.019163382517468054,15,0.6886105465099421,0.032110292985169916,15,-0.1992504330434472,0.01753312604591408,15,0.5921525955172252,0.026560298824830398,15,0.17704596849147367,0.011005306446887419,5.0,0.3831011489420458,0.03711065134130179,5.0,0.37565492122007865,0.03408402784628512,5.0,0.7283739905964706,0.032052658840231306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2018-04-01,53.542519999999996,56.364180000000005,50.42582,40.409240000000004,44.232150000000004,33.79853,33.55726,36.06358,27.3282,20.84008,30.47014,11.47838,21.89631,22.12916,16.86823,18.79093,25.59938,19.90203,22.17171,21.45273,9.16457,17.47857,14.97355,14.08862,31.21249,27.841070000000002,16.94456,,,,,,,,,,,,,,,739.02399,16,-0.02330940973561828,0.07245031382540097,16,0.1612334202751649,0.07626840368199685,16,0.13389757827701199,0.0682329947096846,16,-0.43664939917897877,0.054679199250351807,16,0.009563108435913046,0.059852116573374026,16,-0.4731383164041779,0.04573400925726376,16,-0.5756066721191413,0.045407538123356454,16,-0.2945413957069496,0.04879893005909051,16,-0.35983430024319935,0.03697877250236491,16,-0.5840080866601247,0.028199463457201167,16,-0.0009629662902781099,0.04123024477189164,16,-0.7323333749969685,0.015531809731914115,16,-0.43221295343102306,0.02962868634345686,16,-0.44498607521790084,0.02994376407185374,16,-0.2962862375523042,0.022825010051432837,16,1.4733694865281086,0.025426684727785358,16,-0.2365905067730377,0.03463944384268229,16,-0.1804815559214874,0.02693015418890529,16,0.3153164109403104,0.03000134001062672,16,0.09429087497953235,0.029028462256008764,16,-0.7210089932777213,0.012400910016466447,16,-0.02552899204804505,0.023650883105973325,16,-0.44892057099933713,0.020261250247099554,16,0.2513785164604813,0.019063819565586768,6.0,-0.17784780835293731,0.042234745315913216,6.0,-0.20153223058771152,0.037672755386465875,6.0,-0.483240327392298,0.022928294925852133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2018-05-01,63.28203,48.31124,37.864760000000004,32.01229,36.33302,42.27078,33.55728,28.2664,30.47621,31.82995,13.79429,35.67953,18.58651,18.30726,39.37484,25.56049,17.63786,23.25606,23.363,18.78886,13.01379,17.3882,13.43228,15.62117,23.97529,17.50435,20.29014,12.1388,,,,,,,,,,,,,,751.91668,17,0.18190234602331012,0.0841609604936547,17,-0.14287336389884508,0.06425078906349038,17,-0.2490997667464802,0.050357653989003145,17,-0.20779777100484947,0.04257425171097414,17,-0.17858345117748076,0.04832053998323324,17,0.2506691859083813,0.0562173723822698,17,5.959962165934539e-07,0.04462898735003458,17,-0.21620648865143174,0.03759246303726099,17,0.11519273131783284,0.04053136578909248,17,0.5273429852476573,0.042331751438204564,17,-0.547284981296443,0.01834550338742319,17,2.1084116399701003,0.04745144102934383,17,-0.15115788916031966,0.024718842518562028,17,-0.17270876978611024,0.024347458284872732,17,1.334260322511609,0.052365961611597706,17,0.3602567834588284,0.033993779736339935,17,-0.3110044071379854,0.02345720007168879,17,0.16852702965476393,0.03092903857379517,17,0.05373018138880576,0.031071261778632172,17,-0.12417393963379017,0.024987954782436796,17,0.42001097705620677,0.017307489441516312,17,-0.005170331440157865,0.02312516860245739,17,-0.10293283823809311,0.01786405376723389,17,0.10877928427340638,0.020775134287485147,7.0,-0.23186871665797884,0.031885567427497416,7.0,-0.3712759602989397,0.023279640504849552,7.0,0.1974427190791618,0.026984558980657273,1.0,,0.016143809976392597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2018-06-01,71.93174,56.04634,32.42908,46.22663,45.17072,46.61048,51.7402,41.83806,41.29078,32.83711,30.76058,23.50612,31.677899999999998,34.47345,28.16177,23.41212,21.74162,19.09075,24.438769999999998,12.70737,26.82427,14.28264,16.89839,13.881,23.34697,20.37136,11.63316,33.44026,,,,,,,,,,,,,,876.76964,18,0.1366850905383409,0.08204177781520812,18,0.1601097384376804,0.06392367783172784,18,-0.14355511562730106,0.036987001511594314,18,0.44402759065346464,0.052723803255778794,18,0.2432415472206826,0.051519484639089466,18,0.10266429907373369,0.05316160354275041,18,0.5418472534126724,0.05901230795354639,18,0.48013401069821404,0.047718417804704094,18,0.3548528507973925,0.04709421735907735,18,0.03164189701837428,0.037452380308241516,18,1.2299502185324507,0.03508399309994356,18,-0.3411875100372679,0.026809915544064686,18,0.7043490144195977,0.03613024283094474,18,0.8830480366805301,0.03931870861769347,18,-0.28477753814364704,0.03211991920705649,18,-0.08405042313351582,0.02670270380256324,18,0.23266768190698878,0.02479741429002948,18,-0.17910643505391718,0.02177396334115766,18,0.0460458845182553,0.02787364991333413,18,-0.32367530547356255,0.014493396463864784,18,1.0612189070209368,0.03059443299154382,18,-0.17860158038209822,0.016290071357854045,18,0.25804331059209595,0.01927346617522021,18,-0.11139818592333348,0.015831980678528056,8.0,-0.026206982272164475,0.026628396941299197,8.0,0.16378842973318064,0.023234563642053115,8.0,-0.42665945133941907,0.01326820577409592,2.0,1.754824200085676,0.038140303307035134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2018-07-01,48.6194,36.2302,20.73399,34.74816,34.62009,30.55544,31.69037,32.4509,20.81405,23.92034,17.2787,17.24118,16.527620000000002,12.25354,16.78383,18.67391,16.914009999999998,18.53212,18.59536,17.93851,19.79169,14.20252,10.314729999999999,6.8244,14.75367,18.7903,14.89468,21.54544,,,,,,,,,,,,,,606.23915,19,-0.32408975509281446,0.08019838375664125,19,-0.3535670661099368,0.05976222419815679,19,-0.36063588606275604,0.034201007968554985,19,-0.24830860480203729,0.05731757838470181,19,-0.23357232295610972,0.05710632511938564,19,-0.3444512907826738,0.05040162780645229,19,-0.38750971198410517,0.05227371079548393,19,-0.22436891194285782,0.05352821572146899,19,-0.4959153108756966,0.03433306806398102,19,-0.2715455166426035,0.039456937084977106,19,-0.4382843236375907,0.028501458541567302,19,-0.26652378189169457,0.02843956877413806,19,-0.4782602382102348,0.027262541523423556,19,-0.6445513866468253,0.020212386481473523,19,-0.4040207700013175,0.027685163520039902,19,-0.20238278293465103,0.03080287704942843,19,-0.22204463144880662,0.02789989726001694,19,-0.029261815277032116,0.030568992451246342,19,-0.23910409566438898,0.03067330772022889,19,0.41166189384585494,0.029589824411702874,19,-0.2621722790592251,0.03264667087237767,19,-0.0056096071874668025,0.023427256388835988,19,-0.38960279647942797,0.01701429213207362,19,-0.5083639507240113,0.01125694373251876,9.0,-0.3680691755718194,0.024336386061507245,9.0,-0.07761190219995134,0.03099486399055554,9.0,0.28036406273102055,0.02456898403872465,3.0,-0.355703574075082,0.03553950615033687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2018-08-01,50.88637,25.96858,64.15456999999999,35.79245,40.91521,38.15274,34.10513,40.47816,33.188629999999996,22.19291,24.32112,24.77235,31.783260000000002,27.785149999999998,12.89346,13.196110000000001,22.95024,13.321390000000001,13.06738,14.418140000000001,12.6499,11.353810000000001,11.59102,7.18899,18.6129,21.516759999999998,13.45494,41.97372,,,,,,,,,,,,,,722.68539,20,0.04662686088269293,0.07041289433013168,20,-0.2832338767105896,0.03593345093084004,20,2.0941738661974854,0.08877247400836483,20,0.030053102092312333,0.04952701479131881,20,0.1818343048790458,0.05661552117443526,20,0.2486398494016123,0.05279301412195423,20,0.07619854233320725,0.04719222288415157,20,0.2473663288229296,0.05601076285768002,20,0.5945301370948948,0.045924036183988715,20,-0.07221594676329844,0.030708950681845114,20,0.4075781164092206,0.03365381442123799,20,0.43681290955723445,0.03427819400085008,20,0.9230391308609466,0.04397938638277993,20,1.2675202431297405,0.038447089680337936,20,-0.231792743372639,0.017841041452353146,20,-0.29333974513104105,0.01825982672764424,20,0.3568775234258466,0.031756889398303734,20,-0.2811729041253779,0.018433180169866174,20,-0.2972773853262319,0.018081699423866865,20,-0.19624651099784762,0.019950783839700982,20,-0.36084791142140965,0.017504020663818873,20,-0.20057778478748833,0.015710584657038663,20,0.12373469785442773,0.01603881877285495,20,0.05342447687708819,0.009947606661869836,10.0,0.2615776278037939,0.02575519065080311,10.0,0.1450993331665806,0.029773343003377997,10.0,-0.0966613582836287,0.018617977042541294,4.0,0.9481486569779963,0.058080211086043956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2018-09-01,38.82806,38.97069,27.80097,11.04917,14.44692,29.02936,29.40778,32.63919,25.96488,17.598309999999998,18.18655,15.08752,20.18157,16.27771,12.55869,15.74713,13.96976,15.95852,24.2026,13.29484,11.31464,10.84663,9.03144,14.044509999999999,15.90772,16.61192,13.63978,19.68979,21.95751,18.29384,20.680699999999998,,,,,,,,,,,603.2187,21,-0.23696541922719186,0.06436813049728067,21,0.5006862138784638,0.0646045787373634,21,-0.5666564361665895,0.0460877124664736,21,-0.6912988633077647,0.0183170216705815,21,-0.6469058817002284,0.023949721717844624,21,-0.23912777955135073,0.048124104905898975,21,-0.1377314791059293,0.048751439569098234,21,-0.1936592473570934,0.05410838556563316,21,-0.2176573724194098,0.04304389104648115,21,-0.20703008303102222,0.02917401267566804,21,-0.2522322162795134,0.03014918138313683,21,-0.39095322002151595,0.025011691447894436,21,-0.3650251736291369,0.03345647275192231,21,-0.4141579224873718,0.026984756938072375,21,-0.025964326100208858,0.020819463985450055,21,0.1933160605663335,0.02610517545294932,21,-0.39130222603336606,0.023158698495255536,21,0.1979620745282586,0.026455612201677435,21,0.8521386842657059,0.04012242989151364,21,-0.07790880099652246,0.022039833977295465,21,-0.10555498462438437,0.01875711081238032,21,-0.04467046744661058,0.017981256217686883,21,-0.22082439681753635,0.014972082264691064,21,0.9536137899760604,0.023282617067408553,11.0,-0.1453389853273805,0.026371397305819597,11.0,-0.22795439462075132,0.02753880143304576,11.0,0.013737705259183575,0.022611666382358505,5.0,-0.5309019548422204,0.03264121288017099,1.0,,0.03640057909345317,1.0,,0.030327043906297996,1.0,,0.03428391725919637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2018-10-01,38.99662,39.37936,33.46035,23.32079,18.07814,27.31457,18.0505,25.29539,22.17034,12.57768,16.27524,19.55155,21.24274,20.84585,24.04167,16.15583,19.464859999999998,20.38684,17.14593,17.67366,8.18595,13.0051,13.29972,10.22287,17.56537,24.53844,18.28362,27.99534,14.42646,21.65197,12.76112,,,,,,,,,,,633.3638699999999,22,0.0043411903659363715,0.061570641849210635,22,0.010486599031220662,0.06217493902833454,22,0.20356771724152067,0.052829584358829944,22,1.1106372695867652,0.036820524669334234,22,0.25134907648135385,0.028543055352999537,22,-0.05907088547594576,0.043126189057800225,22,-0.3861998423546422,0.028499415351873485,22,-0.2249994561752298,0.03993816382358534,22,-0.1461412492566883,0.03500411224909309,22,-0.285290462550097,0.019858537241791204,22,-0.10509469910455806,0.025696508390982267,22,0.2958756641250517,0.030869380029523948,22,0.05258114210143218,0.03353955128510883,22,0.2806377555565248,0.032912913077912075,22,0.9143453656392505,0.037958701370193415,22,0.025953935733051128,0.02550797537598727,22,0.39335679353117,0.03073250768156384,22,0.2774893912468073,0.03218819538916864,22,-0.29156660854618927,0.02707121579259013,22,0.3293623691597643,0.02790443351307678,22,-0.27651697270085485,0.012924561042612047,22,0.1989991361372151,0.020533378388003096,22,0.472602375700885,0.02099854543329098,22,-0.2721091729081327,0.016140595452658203,12.0,0.10420412227522248,0.02773345754629168,12.0,0.4771585704722873,0.03874303723703091,12.0,0.34046296934408027,0.028867481815784662,6.0,0.42182014130165946,0.04420103723314688,2.0,-0.34298287920624876,0.022777522816386737,2.0,0.18356616216168936,0.034185672763430604,2.0,-0.3829454515562819,0.020148165382404905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2018-11-01,43.46586,38.10793,35.12754,38.15355,54.40301,38.4958,34.39907,47.926790000000004,29.3519,28.43759,16.749290000000002,16.63747,19.45784,18.04916,24.463359999999998,20.27181,19.73902,12.49989,20.94935,12.58207,14.803790000000001,13.22708,10.154340000000001,13.108929999999999,18.01381,17.77138,13.58434,19.16648,13.85294,12.83264,15.29797,1.5449,1.4109,,,,,,,,,734.0378000000001,23,0.11460582994115898,0.05921474343691836,23,-0.032286710601695794,0.05191548718608224,23,0.049825838641855365,0.04785521944510215,23,0.6360316267159047,0.05197763657402929,23,2.0093256275258407,0.07411472542694668,23,0.40935039431336473,0.05244389321639839,23,0.9057128611395807,0.04686280461305944,23,0.8946847627176336,0.0652919917748105,23,0.3239264711321523,0.03998690530651146,23,1.2609567106175383,0.03874131550173574,23,0.02912706663619104,0.02281802108828728,23,-0.14904598356652024,0.022665685609106232,23,-0.08402400067034668,0.026507953677589898,23,-0.13416051636176976,0.024588869946479595,23,0.017539962906070922,0.03332711203700953,23,0.2547674740325936,0.027616847524745997,23,0.014084868835429691,0.026891012969631808,23,-0.38686476177769574,0.017028945920768656,23,0.22182640428369876,0.028539879008955667,23,-0.2880891677219094,0.017140902008043725,23,0.8084388494921178,0.020167612621584338,23,0.01706868843761296,0.01801961697340382,23,-0.23649971578349013,0.013833538272824642,23,0.28231406640209633,0.017858657960121396,13.0,0.02552977819425369,0.02454071166362277,13.0,-0.27577384707422314,0.02421044256848898,13.0,-0.2570213119721368,0.018506322153981715,7.0,-0.3153689149694199,0.026111025889947355,3.0,-0.03975472846422478,0.01887224336403384,3.0,-0.4073222898424485,0.017482260450347377,3.0,0.198795246812192,0.02084084770566311,1.0,,0.002104660005247686,1.0,,0.0019221080985202669,,,,,,,,,,,,,,,,,,,,,,,,
23,2018-12-01,29.15342,26.578319999999998,21.622619999999998,23.18245,32.9831,15.843530000000001,30.26053,28.064140000000002,21.12324,13.76492,13.46345,15.80051,15.56493,15.42681,2.2735,17.06767,15.64212,15.0097,14.62844,13.060590000000001,6.7051300000000005,9.33695,5.62111,10.45003,15.47041,17.20919,12.79148,12.69739,13.36067,15.83119,13.59027,1.2054799999999999,1.2458,,,,,,,,,516.02909,24,-0.32928003725222504,0.05649569096966995,24,-0.3025514636979758,0.05150546842233254,24,-0.3844539071053653,0.04190194006310768,24,-0.3923907473878578,0.04492469600890136,24,-0.39372656035024534,0.06391713304379798,24,-0.5884348422425304,0.030702784604643124,24,-0.12030964790617893,0.05864113203385491,24,-0.4144373115745912,0.0543848022211306,24,-0.28034505432357026,0.040934203922495915,24,-0.5159603890484391,0.026674697738455017,24,-0.1961778678379801,0.02609048648788385,24,-0.050305725570053694,0.030619417211537433,24,-0.20006896962869467,0.03016289256096008,24,-0.14528930986261968,0.029895233231909464,24,-0.9070650965362077,0.004405759372984186,24,-0.1580589005125837,0.0330750152089294,24,-0.20755336384481093,0.03031247715123967,24,0.2007865669217889,0.029086926087829663,24,-0.3017234424934425,0.02834809177133793,24,0.03803189777198834,0.025309794066067093,24,-0.5470666633341867,0.012993705451760483,24,-0.29410346047653757,0.018093844283081018,24,-0.44643275683106937,0.010893009927017874,24,-0.20283119980044134,0.020250854462487766,14.0,-0.1411916746096467,0.029979724592658137,14.0,-0.031634571991595535,0.03334926331381822,14.0,-0.05836573583994506,0.02478829245847361,8.0,-0.3375210262917343,0.024605957776527677,4.0,-0.03553541703060863,0.025891311670045578,4.0,0.23366587077951223,0.03067887122410095,4.0,-0.11162919001671458,0.026336247826648687,2.0,-0.21970354068224485,0.002336069852186046,2.0,-0.11701750655609895,0.0024142049821261045,,,,,,,,,,,,,,,,,,,,,,,,
24,2019-01-01,46.70259,37.08966,30.92427,39.78334,30.50415,38.6868,37.43152,61.08011,41.10111,28.44504,18.66073,24.805030000000002,38.61353,23.440269999999998,20.0021,12.350010000000001,15.22055,21.72593,15.17864,15.356900000000001,14.97832,10.49741,20.07167,6.62714,16.05117,22.128130000000002,12.430100000000001,30.062890000000003,10.34674,14.375160000000001,17.58861,1.02934,1.04953,,,,,,,,,774.33849,25,0.6019592212508859,0.060312887197432226,25,0.39548549343976613,0.04789851012055465,25,0.4301814488715985,0.03993637201219327,25,0.7160973063675325,0.051377195520785755,25,-0.07515818707156093,0.03939381858701096,25,1.4418043201231037,0.04996109647087284,25,0.23697502984911367,0.04833999663377188,25,1.1764468820352234,0.07888037439544042,25,0.9457767842433263,0.053078996499321636,25,1.0664878546333723,0.036734632679824554,25,0.38602884104742846,0.024098931205137435,25,0.5698879339970674,0.032033833162548854,25,1.4808033187428402,0.04986647376911355,25,0.5194502298271645,0.030271348128387623,25,7.797932702881021,0.025831209811099536,25,-0.2764091407907464,0.015949110317375545,25,-0.026950950382684757,0.01965619712381855,25,0.4474593096464287,0.028057406780851103,25,0.037611666042312114,0.019602073506639197,25,0.17581977537002538,0.019832282907698416,25,1.2338597461943317,0.01934337527248581,25,0.1242868388499457,0.013556616564417456,25,2.5707662721419795,0.025921054240762333,25,-0.3658257440409262,0.008558453551753574,15.0,0.03754005226752231,0.02072888046673232,15.0,0.2858321629315501,0.028576817871987743,15.0,-0.028251617482886945,0.016052540536891046,9.0,1.3676432715699844,0.03882396443963415,5.0,-0.225582249991954,0.01336203757609931,5.0,-0.09197223961054087,0.01856443943526558,5.0,0.2942060753759858,0.02271436875106131,3.0,-0.1461160699472409,0.0013293152972416494,3.0,-0.15754535238401024,0.001355389165789757,,,,,,,,,,,,,,,,,,,,,,,,
