,Fecha,ventas_20028,ventas_20038,ventas_20066,ventas_20067,ventas_20069,ventas_20071,ventas_20072,ventas_20091,totales_ventas,edad_ventas_20028,diff_ventas_20028,fraccion_ventas_20028,edad_ventas_20038,diff_ventas_20038,fraccion_ventas_20038,edad_ventas_20066,diff_ventas_20066,fraccion_ventas_20066,edad_ventas_20067,diff_ventas_20067,fraccion_ventas_20067,edad_ventas_20069,diff_ventas_20069,fraccion_ventas_20069,edad_ventas_20071,diff_ventas_20071,fraccion_ventas_20071,edad_ventas_20072,diff_ventas_20072,fraccion_ventas_20072,edad_ventas_20091,diff_ventas_20091,fraccion_ventas_20091
10,2017-11-01,477.477,176.83411,136.33398,144.98265,113.27104,20.55585,92.35044,88.52193,1250.327,11,0.4860318107667211,0.3818816997473461,11,-0.2612946130316833,0.14143028983617886,11,-0.0902416804886994,0.10903865948667828,11,-0.32239087984145975,0.1159557859663912,11,-0.3564619698196104,0.09059313283644999,11,-0.8773327373778936,0.016440379196802118,11,-0.4752419955323901,0.0738610299545639,11,-0.33575870167519173,0.07079902297558958
11,2017-12-01,185.97852,167.80113,102.68293,144.82545,122.12062,134.79654,168.6321,94.42751,1121.2648,12,-0.6104974271012007,0.16586494109152453,12,-0.0510816606592473,0.14965343601261719,12,-0.2468280468302913,0.0915777700325561,12,-0.0010842676692695114,0.1291625760480486,12,0.07812747194693369,0.10891327365311032,12,5.557575580674115,0.12021829277080669,12,0.8260021284143313,0.15039453659831292,12,0.06671318621272718,0.08421517379302373
12,2018-01-01,156.13416,186.2515,107.52265,101.61718,84.96643,105.22518,86.01138,82.11845,909.8469299999999,13,-0.1604720803241148,0.17160486544698242,13,0.1099537887498135,0.20470641143999904,13,0.047132663627732475,0.11817663659094833,13,-0.2983472172881216,0.11168601733920233,13,-0.3042417406659088,0.09338541154389564,13,-0.21937773773718525,0.11565151953636861,13,-0.48994657600777075,0.09453390143328835,13,-0.1303545968754233,0.09025523666931536
13,2018-02-01,184.6845,172.20402,128.13962,135.44295,147.05313,93.01219999999999,144.86472,111.78589,1117.18703,14,0.18285774234158625,0.16531206954667205,14,-0.07542210398305506,0.15414072610563695,14,0.19174536713892384,0.11469844937243856,14,0.33287451984005056,0.12123569855622114,14,0.730720356263056,0.13162803187931746,14,-0.11606518515815323,0.08325571055009472,14,0.6842506189297277,0.12966917455173105,14,0.3612761809313254,0.10006013943788802
14,2018-03-01,299.81952,272.09145,169.86274,162.96132,145.56805,166.98,163.11204,121.08102,1501.47614,15,0.6234146341463414,0.19968317312055323,15,0.5800528350035034,0.1812159665753996,15,0.32560670930661406,0.11313049570005156,15,0.2031731441171357,0.10853407234296777,15,-0.010098934990367158,0.09694995885848709,15,0.7952483652682122,0.11121055843085191,15,0.12596110357304388,0.1086344535584828,15,0.083151191979596,0.08064132141320607
15,2018-04-01,186.19146,151.3774,84.65187,118.3029,101.11924,112.94779,124.96302,81.34973,960.9034099999999,16,-0.3789881993006993,0.19376709257385197,16,-0.4436524925718909,0.15753654157601543,16,-0.5016454461996787,0.08809612820501908,16,-0.2740430673978341,0.12311632862245749,16,-0.3053472928984073,0.10523351145147879,16,-0.32358492034974246,0.11754333351777783,16,-0.2338823056838723,0.13004743109403682,16,-0.32813805169464216,0.0846596329593627
16,2018-05-01,223.70166,241.13109,150.71349,155.36106,97.76466,124.08627,144.50436,96.46297,1233.72556,17,0.20146036773115156,0.1813220599887709,17,0.5929134071532475,0.19544953741576043,17,0.7803917385404481,0.12216127709958445,17,0.31324811141569664,0.12592837907970392,17,-0.033174497751367577,0.07924344211527887,17,0.09861618363670507,0.10057850305054877,17,0.1563769825665224,0.11712844791835227,17,0.1857810714307227,0.07818835333200035
17,2018-06-01,220.42566,139.3217,107.41787000000001,99.39819,127.32733,120.01521,100.96632,62.549839999999996,977.42212,18,-0.014644504649630272,0.22551736398189967,18,-0.4222159407150692,0.14253994988367974,18,-0.28727103326981546,0.1098991600476568,18,-0.36021169011076526,0.10169423012444204,18,0.3023860564748038,0.13026851694332436,18,-0.0328083034488828,0.12278749124278056,18,-0.3012922239854908,0.10329858301140146,18,-0.35156630570259245,0.06399470476481543
18,2018-07-01,182.22750000000002,141.40087,107.47027,98.61197,105.94154,116.89651,87.19074,90.5313,930.2707,19,-0.17329271011369535,0.19588653066252654,19,0.014923518733980456,0.15199970288218256,19,0.0004878145507818351,0.11552580340324595,19,-0.007909801979291576,0.10600352134061623,19,-0.167959149068782,0.11388248603336641,19,-0.02598587295726925,0.12565859593342024,19,-0.13643737832576242,0.09372620249138235,19,0.44734662790504354,0.09731715725325972
19,2018-08-01,254.6271,196.35036,114.56391,135.19832,126.79444,128.24458,119.54124,117.14986,1192.46981,20,0.3973033707865168,0.21352917940958185,20,0.388607863586695,0.16465855852568712,20,0.0660056032240359,0.0960727970127814,20,0.37101327556887864,0.11337672355830962,20,0.19683402752121584,0.10632926631492666,20,0.09707791960598317,0.1075453474163845,20,0.37103137328574104,0.10024676431850295,20,0.2940260440311804,0.09824136344382589
20,2018-09-01,287.25606,191.47565,142.7812,123.96384,139.67127,125.07338,166.28976,105.98525,1282.49641,21,0.12814409778063676,0.22398196030817738,21,-0.02482659059041192,0.14929917035791157,21,0.24630173673367123,0.11133068200947246,21,-0.0830962988297487,0.096658235479973,21,0.10155674018513744,0.10890577853547363,21,-0.02472775067765057,0.09752337630325218,21,0.3910660454919156,0.12966099452863186,21,-0.09530194914445489,0.08263980247710791
21,2018-10-01,272.74338,136.98044,96.6027,72.71843,114.27571999999999,118.05834,145.88028,87.0368,1044.2960899999998,22,-0.05052175400581624,0.26117437632080004,22,-0.2846064760715005,0.13117011670511952,22,-0.3234214308326307,0.092505086368752,22,-0.4133899853376598,0.06963391962905847,22,-0.18182372079812836,0.10942846678665627,22,-0.05608739445595857,0.11305063873216266,22,-0.12273443656422381,0.13969245063437902,22,-0.1787838402041793,0.08334494482307217
22,2018-11-01,220.27824,136.61356,102.12385,156.11232,101.81812000000001,133.65216999999998,99.77058,96.69014,1047.05898,23,-0.1923608191700198,0.21037806294350295,23,-0.002678338600751907,0.13047360522136012,23,0.05715316445606599,0.09753399946963828,23,1.1468054247045765,0.14909601367441594,23,-0.10901353323348115,0.09724201018742995,23,0.1320857975810941,0.12764531182379046,23,-0.3160790478329217,0.09528649474932156,23,0.11091101694915255,0.09234450193054072
23,2018-12-01,225.29052000000001,125.57124,90.15552,82.62508,119.34262,78.35322,120.13092,69.64344,911.11256,24,0.022754312908982766,0.24726968970771296,24,-0.08082887233156066,0.13782187351253286,24,-0.1171942695070741,0.09895102313154369,24,-0.47073312343317947,0.0906859192019041,24,0.17211572949883563,0.13098559413998198,24,-0.41375272844428934,0.08599729982868416,24,0.20407158102117887,0.1318508000811667,24,-0.2797255232022624,0.07643780039647351
24,2019-01-01,230.31918,198.28972,109.60184,111.12189000000001,136.10697,113.271,99.54126000000001,92.60168,1090.8535399999998,25,0.022320779409626172,0.21113666643094914,25,0.5791013929622737,0.18177483294411825,25,0.21569749694749696,0.10047346960986166,25,0.34489297922616247,0.10186691973333105,25,0.1404724481497054,0.12477107605114433,25,0.44564575648582166,0.10383703755501404,25,-0.17139350968093806,0.09125080164290435,25,0.3296540205366077,0.08488919603267732
25,2019-02-01,277.49358,215.67432,90.85437,96.35806,126.80309,137.71438,145.17594,109.90764,1199.98138,26,0.2048218476637509,0.23124823820182944,26,0.08767272453660234,0.17973138883205006,26,-0.17105068674029555,0.07571314981570798,26,-0.1328615810980178,0.08029962931591489,26,-0.0683571164650862,0.10567088132650859,26,0.21579556991639523,0.11476376408440606,26,0.4584498930393285,0.12098182723468592,26,0.18688602625783893,0.09159112118889712
26,2019-03-01,284.68440000000004,142.58895,179.29766,184.88868,155.7892,153.87599,111.15468,107.04226,1319.3218200000001,27,0.02591346437636514,0.2157808623221285,27,-0.3388691337939537,0.10807745906908445,27,0.9734621460695837,0.1359013830302602,27,0.9187671482800712,0.14013918150766277,27,0.2285915114529149,0.11808278892863303,27,0.11735600886414327,0.11663264236772798,27,-0.23434502989958253,0.08425137696881264,27,-0.026070799081847285,0.08113430580569038
27,2019-04-01,213.89004,197.15403999999998,151.72685,227.9048,127.12635,120.38212,104.76648,123.81544000000001,1266.76612,28,-0.24867663981588042,0.16884730071562065,28,0.3826740431148414,0.15563570645542682,28,-0.15377116466550647,0.11977495103831796,28,0.23265956574518246,0.17991071627334018,28,-0.1839848333517342,0.10035502844045119,28,-0.21766794156775207,0.09503105435121678,28,-0.05747126436781607,0.08270388538651476,28,0.1566968036736146,0.09774135733911167
28,2019-05-01,214.31592,240.79909,132.01842,82.32806000000001,161.30154,121.50036,91.74438,97.62488,1141.63265,29,0.001991116556900015,0.18772756718196523,29,0.22137537734453744,0.2109251955959739,29,-0.12989414859663942,0.11564001782885239,29,-0.6387611844945783,0.07211431803391398,29,0.26882853161441345,0.14129023026802884,29,0.00928908711692401,0.10642684404655035,29,-0.12429643527204498,0.08036243532453281,29,-0.21152903062816725,0.08551339172018249
29,2019-06-01,273.52962,201.90643,159.34465,49.37587,209.71649,202.62285,102.85002,137.94151,1337.28744,30,0.27629165392846233,0.20454063338843592,30,-0.16151497914713883,0.15098207308370443,30,0.20698800970349449,0.1191551234490021,30,-0.40025466408415317,0.0369224061507674,30,0.3001518150415675,0.1568222984282272,30,0.6676728365249288,0.15151779934461956,30,0.12104981253347609,0.0769094339209527,30,0.4129749506478265,0.10315023223429062
30,2019-07-01,218.03418,147.1841,89.78859,174.49285,105.38247,92.82879,85.7493,91.93771,1005.3979899999999,31,-0.2028864003832566,0.216863552711101,31,-0.2710281688403881,0.14639386736788684,31,-0.4365133062201963,0.08930651432871872,31,2.533970135614826,0.17355599646663308,31,-0.49750031578346554,0.10481667065994434,31,-0.5418641579663893,0.09233039147014806,31,-0.166268514094601,0.08528891130963968,31,-0.33350222134004476,0.09144409568592832
31,2019-08-01,61.670700000000004,116.57316,74.36077,72.85821,66.77803,53.54298,70.82712000000001,71.29451,587.90548,32,-0.7171512283074148,0.1048990051938281,32,-0.20797722036551503,0.19828554753393351,32,-0.17182383641395857,0.12648422668215306,32,-0.5824573327789648,0.12392844169440298,32,-0.3663269612109111,0.11358633704179795,32,-0.423207175273964,0.09107412980739693,32,-0.17402101241642784,0.12047365164890113,32,-0.22453463328594975,0.12126866039758637
32,2019-09-01,271.00710000000004,192.99568,136.43883,104.41267,157.69364000000002,168.1681,117.69030000000001,110.62401,1259.03033,33,3.394422310756972,0.21525065246045347,33,0.6555756059113435,0.15328914276433672,33,0.8348227163328189,0.10836818363224021,33,0.4330940878179687,0.08293102041473457,33,1.3614598993111957,0.12525007241088465,33,2.1408057601575408,0.13356953839229593,33,0.6616558741905643,0.09347693792253599,33,0.5516483667536252,0.08786445200251847
33,2019-10-01,83.57076,165.05801,41.86287,61.50144,93.83344,116.4772,73.1367,69.96666,705.40708,34,-0.6916288909035962,0.11847167737528239,34,-0.1447580070186027,0.23398972689641845,34,-0.6931748095465199,0.05934569015099764,34,-0.41097723101995187,0.08718574245101142,34,-0.4049637005018085,0.13302026965762806,34,-0.307376369240064,0.16512054287858863,34,-0.37856645789839943,0.10368013317927006,34,-0.3675273568549901,0.09918621741080343
34,2019-11-01,320.29452,135.39051,136.40388,137.08534,111.48893,79.37538,86.76486,111.83834,1118.64176,35,2.8326146609172866,0.2863244797869874,35,-0.179739838133272,0.12103116014549645,35,2.258349941129215,0.121937053378018,35,1.2289777280011656,0.12254623857417947,35,0.18815776124162134,0.09966455212614268,35,-0.3185328974254188,0.07095692547719656,35,0.18633818589025747,0.07756268637780875,35,0.5984518912293368,0.09997690413417072
35,2019-12-01,109.92618,157.68477,119.28134,88.49566,136.63984,104.77091,32.2686,92.24345,841.31075,36,-0.6567965633629947,0.13066061499867915,36,0.16466634182853715,0.18742749929202734,36,-0.12552824743694965,0.14178035880321274,36,-0.3544484041838464,0.10518783933285056,36,0.2255910968021668,0.16241304416947008,36,0.3199421533478012,0.12453295051798637,36,-0.6280913724749858,0.03835514998471136,36,-0.1752072679190339,0.10964254290106241
