,Fecha,ventas_20010,ventas_20011,ventas_20016,ventas_20020,ventas_20021,ventas_20022,ventas_20024,ventas_20025,ventas_20030,ventas_20031,ventas_20035,ventas_20041,ventas_20043,ventas_20050,totales_ventas,edad_ventas_20010,diff_ventas_20010,fraccion_ventas_20010,edad_ventas_20011,diff_ventas_20011,fraccion_ventas_20011,edad_ventas_20016,diff_ventas_20016,fraccion_ventas_20016,edad_ventas_20020,diff_ventas_20020,fraccion_ventas_20020,edad_ventas_20021,diff_ventas_20021,fraccion_ventas_20021,edad_ventas_20022,diff_ventas_20022,fraccion_ventas_20022,edad_ventas_20024,diff_ventas_20024,fraccion_ventas_20024,edad_ventas_20025,diff_ventas_20025,fraccion_ventas_20025,edad_ventas_20030,diff_ventas_20030,fraccion_ventas_20030,edad_ventas_20031,diff_ventas_20031,fraccion_ventas_20031,edad_ventas_20035,diff_ventas_20035,fraccion_ventas_20035,edad_ventas_20041,diff_ventas_20041,fraccion_ventas_20041,edad_ventas_20043,diff_ventas_20043,fraccion_ventas_20043,edad_ventas_20050,diff_ventas_20050,fraccion_ventas_20050
10,2017-11-01,747.14647,637.4277,586.404,464.4931,522.08089,463.30505,439.26246,351.8424,379.561,361.40836,270.02106,248.40824,278.18917,215.76172,5965.3116199999995,11,-0.3836613193420588,0.12524852306039297,11,-0.0551171543037515,0.10685572533426176,11,0.1494621929683737,0.09830232473253427,11,-0.255113461455935,0.0778656891020892,11,-0.1708014709163972,0.08751946641808463,11,-0.302129061576264,0.07766652934721288,11,-0.0003727587877885074,0.07363612967464724,11,-0.22230267921795807,0.05898139483952056,11,-0.36967297346309624,0.06362802552132223,11,-0.1505480542347713,0.060584992540590875,11,-0.3782511245869147,0.045265206111730336,11,-0.23805559095739398,0.04164212296423167,11,0.2742697021239677,0.04663447405954628,11,-0.35872665576031165,0.03616939629383519
11,2017-12-01,507.57042,565.20828,605.61774,318.13018,365.47935,430.66729,326.5353,263.7999,363.8726,337.29695,210.20574,181.75261,279.16764,179.69955000000002,4935.00355,12,-0.3206547305242572,0.10285107495008793,12,-0.11329821405627653,0.11453047080381532,12,0.032765363128491674,0.12271880533905594,12,-0.31510246330892755,0.06446402252334751,12,-0.2999564684315489,0.07405857894468991,12,-0.07044550884994674,0.08726787845978347,12,-0.25662825819442886,0.06616718644508371,12,-0.25023277467411553,0.05345485516418726,12,-0.04133301366578759,0.07373299660544316,12,-0.06671514184121262,0.06834786370113147,12,-0.2215209435886223,0.042594850818293735,12,-0.26833099417314016,0.036829276444998706,12,0.0035172828618742265,0.056568883319243,12,-0.16713886967530653,0.036413256480838804
12,2018-01-01,298.25586,340.75314,389.90952,291.92217,253.48382999999998,285.24782,224.71722,245.79828,162.4168,207.34020999999998,130.83912999999998,103.75752,142.88602,122.11179,3199.4393099999998,13,-0.4123852607486465,0.09322129007660408,13,-0.397119341563786,0.1065040174179769,13,-0.35617883320260735,0.12186807819148787,13,-0.08238140122386377,0.09124166509037486,13,-0.3064346043080136,0.079227578784734,13,-0.3376608193299287,0.08915556519807841,13,-0.3118133935289692,0.07023643777134188,13,-0.06823967711890708,0.07682542351459701,13,-0.5536437753213624,0.05076414467133618,13,-0.3852888085706082,0.064805170503453,13,-0.37756633096698505,0.04089439346170939,13,-0.4291277577802047,0.03242990722646338,13,-0.48817126512227565,0.04465970632835664,13,-0.3204669126884292,0.03816662176348643
13,2018-02-01,477.48363,601.26066,493.43111999999996,383.07362,234.06376,370.73834,220.57308,255.6099,355.04560000000004,243.62956,158.43616,157.30048,136.12438,186.58351,4273.3538,14,0.6009195259399095,0.11173510370238945,14,0.7645051194539252,0.1406999485977501,14,0.26550159637035786,0.1154669477636043,14,0.31224572631807995,0.08964238346003554,14,-0.07661265809341757,0.054772848435811705,14,0.2997061292177448,0.08675582630204876,14,-0.01844157737444417,0.05161591815777107,14,0.03991736638677864,0.059814822727760106,14,1.1860152398027792,0.08308359583987641,14,0.17502321426220227,0.0570113244543431,14,0.21092336826146751,0.03707536689332861,14,0.5160393193669239,0.03680960841576,14,-0.04732191434823365,0.0318542265327996,14,0.5279729336536627,0.04366207871672128
14,2018-03-01,653.77607,526.99374,533.72592,354.92622,405.9533,326.04496,418.4271,348.09138,321.23,232.3077,221.11695,198.32483,257.8168,183.08903,4981.823999999999,15,0.3692114848000129,0.13123226954625458,15,-0.12351867491214213,0.10578329142097355,15,0.08166246182445892,0.10713463984275641,15,-0.07347778215581643,0.07124423102863531,15,0.7343705834683678,0.08148688111021186,15,-0.12055235506530021,0.0654469045875567,15,0.8969998514777958,0.08399074314949707,15,0.3618071131047741,0.06987227569661235,15,-0.09524297724010666,0.06448039914697912,15,-0.04647161863281281,0.04663105320460941,15,0.39562174443005943,0.04438473739738699,15,0.2608024463752431,0.03980968215657559,15,0.8939796089429388,0.05175148700556263,15,-0.018728771904869736,0.03675140470638868
15,2018-04-01,171.74107,562.70214,481.62114,378.21636,94.17409,86.57375,295.13484,312.49764,411.32,264.38632,168.29912,152.28602999999998,184.71397000000002,166.89253,3730.559,16,-0.7373090299863683,0.046036283034258406,16,0.06775867963820592,0.15083587741140134,16,-0.09762460103118085,0.12910160112733776,16,0.06561966596888787,0.10138329403180596,16,-0.7680174295910392,0.025243962097905435,16,-0.7344729696174417,0.02320664275782798,16,-0.29465648854961835,0.07911276567399148,16,-0.10225401157592591,0.08376697433280106,16,0.28045325779036817,0.11025693468458747,16,0.13808677026202748,0.07087042987391434,16,-0.23886830023659433,0.04511364650713204,16,-0.2321383560495174,0.04082123617398893,16,-0.2835456417114788,0.04951375115632805,16,-0.08846242726830773,0.04473660113671972
16,2018-05-01,227.24081999999999,484.04538,535.00356,459.19912,153.29935,187.75412,350.18802,267.9768,329.6566,320.83833,241.62909,201.86283,210.55508,209.19222,4178.44132,17,0.32315945160933246,0.054384111824741385,17,-0.13978400721916565,0.11584352703079244,17,0.11083903003094915,0.1280390267632142,17,0.21411754901347996,0.10989722837605866,17,0.6278293743002984,0.03668816629450716,17,1.1687188091078415,0.04493400902899362,17,0.18653568653568653,0.08380828954659103,17,-0.142467763916553,0.06413319692138217,17,-0.19853982300884948,0.07889463432742429,17,0.2135209189340809,0.07678421340137427,17,0.43571214157269517,0.05782756571055544,17,0.32555054459033456,0.04831055758370684,17,0.13989797306614105,0.050390818938196795,17,0.2534546633093764,0.050064654252461774
17,2018-06-01,223.87746,437.7555,550.97406,348.98573,447.59775,95.23986,386.8956,291.82608,323.5596,238.00356,247.3337,242.55506,189.02958,197.57336,4221.2069,18,-0.014800861922606915,0.05303636265732438,18,-0.09563128151331604,0.10370387198978566,18,0.029851203233114965,0.13052524385857514,18,-0.24001219775856714,0.08267439579898346,18,1.9197628691837245,0.1060354918874031,18,-0.4927415707309113,0.022562234511651156,18,0.10482248935871652,0.0916552088456029,18,0.0889975550122248,0.06913332772198397,18,-0.018495003588582897,0.07665096918134953,18,-0.2581822751664366,0.05638282264723864,18,0.023608953706691537,0.05859312416077023,18,0.20158357038787178,0.057461068776325556,18,-0.10223215702038628,0.044780932202114994,18,-0.055541549298535026,0.046804945760891274
18,2018-07-01,331.96807,300.26178,409.92588,317.11681,332.17776,60.76759,249.15618,214.75818,191.79160000000002,242.35408,209.67279,169.21641,176.46718,158.0517,3363.68601,19,0.482811489821262,0.09869175333639421,19,-0.314087932647334,0.08926569813809702,19,-0.2559978594999554,0.12186805747662519,19,-0.091318690881716,0.094276579043714,19,-0.25786543833162706,0.09875409268655251,19,-0.3619521280270676,0.018065773624334217,19,-0.35601185436071126,0.07407236563082177,19,-0.26408845981140544,0.06384608413554035,19,-0.40724490943863195,0.05701828274988129,19,0.018279222378018285,0.0720501495322389,19,-0.15226760445503384,0.06233423374734076,19,-0.3023587716537433,0.050306838836006576,19,-0.06645732376911591,0.05246244134422048,19,-0.20003536914085987,0.04698764971823277
19,2018-08-01,582.83104,191.0727,474.3648,235.66237,259.45932,52.57325,342.30924,318.5091,211.848,303.83811000000003,223.59798,163.05752,236.0642,188.71506,3783.90269,20,0.7556840331059551,0.1540290773175248,20,-0.36364628225410506,0.050496198146152645,20,0.15719651562375128,0.12536390041256584,20,-0.2568594203505011,0.06228024061580717,20,-0.21891423435452148,0.06856923691132237,20,-0.13484721049493648,0.013893922309085597,20,0.3738741700085464,0.09046459913058705,20,0.4831057890321103,0.08417475979013615,20,0.10457392294553043,0.05598664060782177,20,0.25369504817084165,0.0802975485609013,20,0.06641391093236283,0.059091894881683656,20,-0.03639652915458959,0.04309241895435742,20,0.3377229692229455,0.06238643520719081,20,0.19400841623342224,0.049873127154863486
20,2018-09-01,480.60235,189.5985,465.0282,179.85676,391.53891,69.69581,265.12668,260.55666,268.2316,279.39477,204.89424,197.91414,235.87198,199.16333,3687.4739299999997,21,-0.17540021547239493,0.1303337621155738,21,-0.007715387912558917,0.05141690588169121,21,-0.0196823204419889,0.1261102339508608,21,-0.2368032282795085,0.048775059407674244,21,0.5090570267431519,0.10618079407004785,21,0.3256895854831115,0.01890069226875863,21,-0.2254761221169489,0.07189926899361158,21,-0.18194908716893793,0.07065993277408746,21,0.2661512027491409,0.07274128714992706,21,-0.08044856519150949,0.07576860889156171,21,-0.08364896677510239,0.05556493249567191,21,0.21376885898914683,0.053672010638458945,21,-0.0008142700163768663,0.06396573493876878,21,0.05536532166537217,0.05401077642330614
21,2018-10-01,612.50721,177.75576,454.11912,166.28102,404.8525,114.86092000000001,279.47556000000003,326.51892,169.7878,207.8993,217.66627,234.62287,119.21146,161.23162,3646.7903300000003,22,0.2744573762487844,0.16795789024701072,22,-0.06246220302375806,0.04874307100622371,22,-0.023458964424093027,0.12452570038486419,22,-0.07548084375588661,0.04559653968370592,22,0.034003236102383885,0.11101611646535214,22,0.6480319261660065,0.031496441968463816,22,0.05412084517484248,0.07663603736713868,22,0.2531589866096685,0.08953597285643783,22,-0.3670104491789931,0.04655814692806866,22,-0.25589408849707523,0.05700884371929329,22,0.06233474401232558,0.059687081050256045,22,0.18547805629249128,0.06433681368240328,22,-0.494592532779858,0.03268941979452929,22,-0.19045529114219978,0.044211924846252394
22,2018-11-01,414.97753,289.13976,326.01114,190.00801,313.67485,198.44695000000002,183.99654,221.55588,185.02120000000002,207.82945,195.05746,168.1768,234.36937,133.88795,3262.1528900000003,23,-0.3224936405238397,0.12720971211131676,23,0.6266126059712496,0.08863464397586834,23,-0.2821021497619391,0.09993741893562812,23,0.1426921124250982,0.05824620010376031,23,-0.22521202166221038,0.09615577827806837,23,0.7277151358355828,0.06083312361242517,23,-0.34163638494900955,0.05640340787338143,23,-0.3214608207083375,0.06791707423621092,23,0.08972022724836541,0.05671751332292706,23,-0.0003359799672245284,0.06370929168804225,23,-0.10386914793918234,0.059794088927573215,23,-0.2832037217855191,0.05155392946650025,23,0.9659969771362585,0.0718449986567,23,-0.1695924781999958,0.041042818811597756
23,2018-12-01,285.02947,321.09714,215.90478,187.36972,228.25426,257.81683,182.45682,105.86394,124.9248,120.27722,127.34478,129.23173,116.22373999999999,89.71871,2491.51394,24,-0.3131448105154031,0.11440011048061807,24,0.1105257194652164,0.12887631686299136,24,-0.3377380294427976,0.08665605940779926,24,-0.013885151473351107,0.07520315940917434,24,-0.2723220876649818,0.09161267626702502,24,0.29917254964110035,0.10347798013925621,24,-0.008368200836820175,0.07323130610298732,24,-0.52217950613633,0.04248980441185089,24,-0.32480818414322254,0.05014011681588264,24,-0.42126960351384274,0.04827475298010976,24,-0.34714222157922076,0.05111140578246173,24,-0.23157219069455473,0.05186875655209058,24,-0.5041001304906013,0.04664783854269746,24,-0.3298970519751777,0.03600971624505541
24,2019-01-01,370.75591,303.39036,246.89574,274.43268,193.10931,264.3164,203.86548,162.09647999999999,158.4674,151.72683,175.43643,123.15143,138.37822,105.42604,2871.44871,25,0.3007634263221974,0.12911806807094248,25,-0.05514462072131828,0.10565759330592396,25,0.14353994385858435,0.08598298800886468,25,0.464658643883334,0.09557289985513967,25,-0.1539728108469914,0.06725152684339605,25,0.02521002992706103,0.0920498419768048,25,0.11733548792530747,0.07099743042249916,25,0.5311774717623393,0.05645111453166091,25,0.26850233100233095,0.05518726468911924,25,0.2614760301244077,0.05283981896371745,25,0.3776491663026942,0.06109683568055095,25,-0.04704959068488825,0.04288825691753345,25,0.1906192314926366,0.04819108191558121,25,0.1750730700430267,0.03671527881826592
25,2019-02-01,337.76009,431.62938,292.64508,210.74725,219.88514999999998,238.353,212.08824,224.88102,114.7146,159.71151,147.80444,142.4668,118.73971,138.53546,2989.96173,26,-0.08899607291492666,0.11296468667510336,26,0.42268653493143304,0.14435949987894997,26,0.1852982153519539,0.09787586144120983,26,-0.23206212175605323,0.07048493226032027,26,0.1386563910357299,0.07354112522369977,26,-0.09822848676813084,0.07971774274181095,26,0.0403342439337941,0.07093342963958271,26,0.38732821341956364,0.07521200614163046,26,-0.2760996899046744,0.03836657802305717,26,0.05262536625855821,0.05341590442363287,26,-0.15750428802045277,0.04943355579337131,26,0.15684243374193868,0.047648369064576625,26,-0.1419190823526997,0.03971278588906889,26,0.31405352984898227,0.04633352280398586
26,2019-03-01,522.8758300000001,453.34926,292.57956,376.69627,324.14065,316.0335,306.92844,253.13652000000002,132.0228,182.52997,185.39546,159.91252,222.54082,197.95773,3926.0993300000005,27,0.5480687194274495,0.1331794705255203,27,0.050320670942279204,0.11547065468667089,27,-0.0002238889510802377,0.07452169071840574,27,0.7874314848710956,0.09594669883199312,27,0.47413615698922834,0.08256048121940918,27,0.3259052749493398,0.08049554365197377,27,0.44717330861909177,0.07817643268847199,27,0.12564644183844423,0.06447532238059804,27,0.15088053307948582,0.033626963788509136,27,0.1428729839195684,0.04649142944633547,27,0.2543294369235458,0.047221286171585476,27,0.12245463504479635,0.04073063530972865,27,0.8741903614216339,0.056682422245287405,27,0.42893184171041837,0.05042096833551075
27,2019-04-01,446.72413,377.42796,303.45588,312.04993,237.49697,145.17485,186.4044,260.67132,159.5594,299.66223,178.97453,173.89018,125.50135,19.74334,3226.7364700000003,28,-0.14564012262720205,0.13844456594250473,28,-0.1674675723524949,0.11696894478649505,28,0.03717388870227286,0.0940442093184015,28,-0.17161396368485413,0.09670759694856643,28,-0.26730272799786137,0.07360284058152415,28,-0.5406346162669464,0.04499123227128616,28,-0.3926779805742342,0.05776870895192752,28,0.02976575643846238,0.0807848184763598,28,0.20857457954232164,0.04944915752602505,28,0.6417152207936047,0.09286851677726257,28,-0.03463369599233997,0.055466113103435424,28,0.08740816541444026,0.05389041888506004,28,-0.43605245096158085,0.03889420507897876,28,-0.900264869676976,0.0061186713521727415
28,2019-05-01,408.41679999999997,286.69914,297.47718,246.35519,298.79747,401.78609,185.3397,147.97692,129.2564,136.36898,181.35943,112.61585,115.3152,190.56711,3138.3314600000003,29,-0.08575164721905673,0.13013819770331075,29,-0.2403871191736828,0.09135400248640402,29,-0.019702040375688235,0.09478832423902094,29,-0.21052637313522238,0.07849877973055146,29,0.25811066136970073,0.09520902231276741,29,1.7676012064073083,0.12802538390893867,29,-0.005711775043936817,0.05905676387668751,29,-0.43232374010305386,0.04715146308988025,29,-0.18991673320406066,0.041186344287546986,29,-0.5449243636743943,0.043452701455568996,29,0.01332535975929098,0.05778848802669173,29,-0.3523737223114036,0.03588398849368192,29,-0.08116366875734801,0.03674411115261866,29,8.652222470969958,0.06072242923633057
29,2019-06-01,600.2506,451.71126,326.30598,247.66559,379.40454,366.85959,202.47318,259.88508,156.9386,190.30503000000002,219.22125,184.95869,131.9136,129.69464,3847.5876299999995,30,0.4697010504954743,0.1560069991180422,30,0.5755584756898817,0.1174011623485753,30,0.09691096305269535,0.08480793977394091,30,0.005319149152084093,0.06436905765808382,30,0.26977159478626117,0.09860842077819032,30,-0.08692809649034883,0.09534794922916416,30,0.09244365885992058,0.052623409645383444,30,0.7562541509851671,0.067544941140171,30,0.2141650239369191,0.04078883058473707,30,0.3955155343979256,0.04946086958908329,30,0.2087667567106932,0.05697628516390672,30,0.6423859518886551,0.04807133918350809,30,0.14393939393939392,0.03428475519867497,30,-0.31942799573336667,0.03370804058853885
30,2019-07-01,463.91661999999997,428.27148,313.12008,334.15196,221.07327,340.12744,265.6017,232.90722,127.9278,212.84387999999998,146.25818,143.54999,147.8655,151.46476,3529.079879999999,31,-0.22712843602322097,0.1314554036107565,31,-0.05189106864415996,0.12135499749583456,31,-0.04040961799106472,0.08872569923240164,31,0.34920624217518453,0.09468529230344315,31,-0.41731516971304555,0.06264331710168036,31,-0.07286752405736496,0.09637850418959633,31,0.3117870722433459,0.07526089208272613,31,-0.1038068826421279,0.06599658492286666,31,-0.18485445900498668,0.03624961869664453,31,0.11843538765107767,0.0603114373256975,31,-0.3328284552706455,0.04144371478494277,31,-0.22388080278899025,0.04067632212394128,31,0.1209268794119787,0.04189916494607655,31,0.16785674411833842,0.04291905118339233
31,2019-08-01,199.86233,287.89488,184.25862,235.55749,187.75422,242.56377,193.15296,200.39292,113.98660000000001,127.38835,122.06823,112.5198,79.39276,109.82896000000001,2396.62189,32,-0.5691848030794844,0.08339335079677504,32,-0.327774803029144,0.12012528183993179,32,-0.41154007114459085,0.0768826408407711,32,-0.2950587810408174,0.09828729804349738,32,-0.1507149643192956,0.07834119382094103,32,-0.2868444545373933,0.10121069619371624,32,-0.2727721245760098,0.08059383952301295,32,-0.13960194106477244,0.08361474158111776,32,-0.1089770948925878,0.047561361462821326,32,-0.4014939494619248,0.05315329486538238,32,-0.16539211687168545,0.05093345367049118,32,-0.21616295480062384,0.04694933333851841,32,-0.46307448322969186,0.03312694435917048,32,-0.2748877032518983,0.04582656966385299
32,2019-09-01,524.94628,401.03154,361.39194,297.79276,317.98178,312.15475000000004,278.77122,302.211,155.8648,166.9624,203.09464,138.94619,158.6807,131.42437999999999,3751.25438,33,1.6265393783811088,0.1399388649297625,33,0.3929790623577606,0.10690598380587563,33,0.9613298959907546,0.09633895848993317,33,0.264204165191266,0.07938484832905414,33,0.6936065671386774,0.08476678673014973,33,0.2868976681884522,0.08321343166282422,33,0.44326662143826334,0.07431413382315065,33,0.5080922020598333,0.0805626516855943,33,0.36739581670126126,0.04155004812017041,33,0.31065674372892027,0.04450841854132004,33,0.6637796746950455,0.05414046061040521,33,0.23485990910044274,0.03703992742822203,33,0.9986797284790201,0.04230070369154757,33,0.19662773825774163,0.03503478215199045
33,2019-10-01,448.82077999999996,423.68508,268.73028,239.20917,246.39019,166.05387000000002,201.83436,144.56988,86.177,113.88248,137.66197,227.76511,161.63344999999998,139.26927,3005.68289,34,-0.14501579094912348,0.14932406259264427,34,0.056488175468692614,0.14096133740841837,34,-0.2564021211983864,0.08940739586803184,34,-0.19672603860483373,0.07958563120409552,34,-0.22514368590552586,0.0819747787831337,34,-0.4680399064886887,0.055246636480670124,34,-0.2759856630824373,0.0671509162431969,34,-0.5216260162601626,0.04809884651537542,34,-0.4471041569360112,0.028671354615190294,34,-0.3179154108949081,0.03788905355880706,34,-0.3221782219363347,0.04580056347860435,34,0.6392324971271252,0.07577815702307837,34,0.018608123105078186,0.05377594906560485,34,0.059691284067689886,0.046335317163148905
