,Fecha,ventas_20563,ventas_20585,ventas_20612,ventas_20699,ventas_20742,ventas_20751,ventas_20883,ventas_20906,ventas_20956,ventas_20985,totales_ventas,edad_ventas_20563,diff_ventas_20563,fraccion_ventas_20563,edad_ventas_20585,diff_ventas_20585,fraccion_ventas_20585,edad_ventas_20612,diff_ventas_20612,fraccion_ventas_20612,edad_ventas_20699,diff_ventas_20699,fraccion_ventas_20699,edad_ventas_20742,diff_ventas_20742,fraccion_ventas_20742,edad_ventas_20751,diff_ventas_20751,fraccion_ventas_20751,edad_ventas_20883,diff_ventas_20883,fraccion_ventas_20883,edad_ventas_20906,diff_ventas_20906,fraccion_ventas_20906,edad_ventas_20956,diff_ventas_20956,fraccion_ventas_20956,edad_ventas_20985,diff_ventas_20985,fraccion_ventas_20985
10,2017-11-01,8.14653,6.74448,6.65163,5.3072,4.83839,5.08602,6.7519,5.78189,4.29588,1.7514,55.35532,11,0.4584200105265796,0.14716796867943316,11,0.2017126393568515,0.1218397798079751,11,0.4378389712351361,0.12016243425202854,11,0.505635636856753,0.09587515707614011,11,0.8479551148863359,0.08740605239026711,11,1.1061694039307277,0.09187951582612115,11,2.090298278616119,0.12197382293156286,11,1.8215490022887093,0.10445048461466756,11,1.4364110707803996,0.07760554902401433,11,0.27740580280950516,0.031639235397790136
11,2017-12-01,5.74506,5.02858,3.12688,2.52095,2.11409,1.48606,1.93134,2.1141199999999998,1.69539,0.92291,26.685380000000002,12,-0.29478440513936616,0.21528867117500292,12,-0.2544154627191422,0.18843951257205255,12,-0.5299077068327613,0.11717577190206771,12,-0.5249943473017787,0.09446933114686767,12,-0.5630591994444434,0.07922278041384458,12,-0.7078147549557414,0.05568817082612276,12,-0.7139560716242835,0.07237446122183758,12,-0.6343548562840179,0.07922390462492944,12,-0.6053451213721055,0.06353254103932565,12,-0.4730444216055727,0.03458485507794905
12,2018-01-01,4.51555,3.75933,4.19274,2.39272,1.50376,1.3357,2.32342,1.6453099999999998,1.41827,1.4153,24.502099999999995,13,-0.21401169004327186,0.1842923667767253,13,-0.25240724021493144,0.1534288897686321,13,0.3408701325282709,0.17111757767701546,13,-0.050865745056427075,0.09765367050171213,13,-0.2886963185105648,0.06137269866664491,13,-0.10118030227581648,0.05451369474453212,13,0.20300930959851707,0.09482534150134073,13,-0.2217518400090818,0.06714975451083785,13,-0.1634550162499484,0.057883609976287755,13,0.5335189780151911,0.05776239587627184
13,2018-02-01,4.48457,4.2148200000000005,3.83887,2.91459,3.17545,2.54745,1.5597599999999998,1.40643,0.89635,0.82263,25.860920000000004,14,-0.006860736787323903,0.17341107740946568,14,0.12116254758161711,0.16298028067060258,14,-0.08440065446462211,0.14844290148997016,14,0.21810742585843718,0.11270248699582225,14,1.1116734053306379,0.12278952179582163,14,0.9072022160664819,0.09850577628328766,14,-0.3286792745177369,0.06031339952329614,14,-0.14518844473078008,0.0543843761165496,14,-0.36799763091653914,0.03466040651299335,14,-0.4187592736522292,0.03180977320219079
14,2018-03-01,7.3018,5.73622,5.49298,3.61336,3.20203,2.7155400000000003,2.44723,2.0580600000000002,1.5922,1.24131,35.400729999999996,15,0.6282051567931821,0.20626128331251928,15,0.3609644065464242,0.16203677155810067,15,0.43088460927304134,0.1551657268084585,15,0.2397489869930248,0.10207021154648507,15,0.008370467177880316,0.09045095962710376,15,0.06598363068951316,0.07670858764776886,15,0.5689785608042264,0.06912936541139124,15,0.46332202811373485,0.058136089284034555,15,0.7763150555028728,0.04497647364898973,15,0.5089529922322307,0.035064531155148494
15,2018-04-01,4.60842,4.16172,4.65267,1.92832,2.24669,2.01673,1.0674,0.99072,0.83446,0.57201,23.07914,16,-0.3688652113177573,0.19967901750238526,16,-0.2744838935745143,0.18032387688622714,16,-0.15297889305986923,0.20159633331224647,16,-0.46633604180042953,0.08355250672252086,16,-0.29835448137587717,0.0973472148442273,16,-0.2573373988230703,0.08738323871686726,16,-0.5638333953081648,0.04624955695922812,16,-0.5186146176496312,0.04292707613888559,16,-0.47590754930285145,0.03615645990275201,16,-0.5391884380211228,0.024784719014659992
16,2018-05-01,4.85168,4.37848,4.59071,2.87473,2.42362,2.06099,1.7366899999999998,1.29144,1.01729,0.84626,26.07189,17,0.05278598738830234,0.18608854210415893,17,0.0520842344030833,0.16793872634473372,17,-0.013317084598735785,0.1760789110417388,17,0.4907950962495851,0.11026166495792979,17,0.0787514076263303,0.09295912187417177,17,0.021946418211659453,0.07905027215134768,17,0.6270282930485291,0.06661158818942546,17,0.30353682170542623,0.04953380825095534,17,0.21909977710135903,0.0390186518890652,17,0.4794496599709795,0.03245871319647329
17,2018-06-01,5.93078,5.97505,4.89148,3.75038,4.61728,4.89147,1.8517,2.30579,1.33865,1.05853,36.611110000000004,18,0.2224178016687004,0.16199399581165388,18,0.3646402404487404,0.16320319159948987,18,0.06551709866229842,0.1336064380457189,18,0.30460251919310677,0.10243830356413666,18,0.9051171388253934,0.12611690822813074,18,1.3733594049461668,0.13360616490458768,18,0.06622367837668212,0.05057754326487232,18,0.7854410580437342,0.0629806088916725,18,0.31589812147961727,0.036564037528498856,18,0.25083307730484716,0.028912808161238483
18,2018-07-01,4.6526700000000005,3.73718,3.77255,2.7686,2.63592,2.05214,1.147,1.01728,0.76372,0.52195,23.069010000000002,19,-0.21550453734584654,0.20168485773771827,19,-0.37453577794328086,0.16200001647231502,19,-0.22875080752655635,0.16353324221542231,19,-0.2617814728107551,0.12001381940534075,19,-0.4291184420264745,0.11426238057029754,19,-0.5804655860099316,0.08895656987447662,19,-0.3805692066749473,0.049720382452476286,19,-0.5588149831511109,0.044097254281826564,19,-0.4294849288462257,0.0331058853414169,19,-0.5069105268627246,0.022625591648709673
19,2018-08-01,4.70578,3.68411,3.92728,2.60499,2.11407,1.8664100000000001,1.30622,1.07033,0.7902,0.8049499999999999,22.87434,20,0.011414950985133121,0.20572309408708622,20,-0.014200546936460098,0.16105863600873294,20,0.04101469828100363,0.1716893252439196,20,-0.059094849382359406,0.11388263005621145,20,-0.19797641810070113,0.09242102722963809,20,-0.09050552106581419,0.08159404817800209,20,0.1388142981691368,0.05710416125667451,20,0.05214886756841779,0.04679173257020749,20,0.0346723930236213,0.03454525901075178,20,0.5421975284988981,0.03519008635877581
20,2018-09-01,3.95391,3.45857,3.83447,2.19369,1.42416,1.50373,1.04676,0.97305,0.51305,0.6192099999999999,19.520599999999998,21,-0.1597758501247402,0.2025506388123316,21,-0.06121967042243583,0.17717539419894882,21,-0.02363213216271823,0.19643197442701557,21,-0.15788928172468983,0.11237820558794301,21,-0.3263420794959485,0.07295677386965566,21,-0.19431957608456882,0.07703298054363084,21,-0.1986342270061705,0.05362335174123746,21,-0.0908878570160605,0.04984734075796851,21,-0.35073399139458367,0.026282491316865265,21,-0.23074725138207347,0.03172084874440335
21,2018-10-01,5.20103,4.87374,4.23688,3.14452,2.17596,2.13172,1.3416100000000002,1.18532,0.64281,0.51601,25.4496,22,0.31541436198598355,0.2043658839431661,22,0.40917778156868295,0.19150556393813653,22,0.10494540314567598,0.16648120206211492,22,0.43343863535868776,0.1235587199798818,22,0.5278901247050891,0.0855007544322897,22,0.4176215145006085,0.08376241669810135,22,0.28167870380985166,0.05271634917641142,22,0.2181491187503211,0.0465751917515403,22,0.2529188188285742,0.025258157299132403,22,-0.16666397506500213,0.020275760719225447
22,2018-11-01,3.29046,2.59173,3.25956,2.00788,0.97304,0.92879,1.02019,0.65753,0.33321,0.33615,15.398539999999999,23,-0.3673445452150824,0.2136864923557688,23,-0.4682256337022492,0.16831011251716074,23,-0.2306697381091747,0.21167980860523142,23,-0.36146693295002097,0.13039418022747612,23,-0.5528226621812901,0.06319040636320067,23,-0.5643001895183233,0.06031675730296509,23,-0.2395778206781406,0.06625238496636694,23,-0.44527216279148246,0.042700801504558225,23,-0.48163531992346104,0.021639064482736677,23,-0.3485591364508439,0.02182999167453538
23,2018-12-01,3.62662,3.30378,2.804,2.10078,2.2379000000000002,2.16714,1.0556,0.88165,0.66054,0.6959,19.53391,24,0.10216200774359817,0.18565765891211744,24,0.2747392668217754,0.1691305017787018,24,-0.13976119476248333,0.14354525028527315,24,0.04626770524134896,0.10754528919197437,24,1.299905450957823,0.11456487718024709,24,1.3332938554463332,0.1109424585246886,24,0.034709220831413916,0.05403936027144592,24,0.3408513679984185,0.04513433306491123,24,0.9823534707841901,0.03381504266170982,24,1.0702067529376764,0.03562522812893067
24,2019-01-01,3.8035200000000002,3.26396,3.34796,2.3749700000000002,2.10524,2.3263599999999998,1.05266,0.72831,0.48948,0.37155,19.86401,25,0.048778201190088924,0.19147795435060697,25,-0.012052860662634978,0.16431526162139468,25,0.19399429386590594,0.16854401503019784,25,0.1305181884823734,0.11956145813458613,25,-0.05927878814960473,0.10598262888510425,25,0.07347010345432226,0.11711431881075371,25,-0.0027851458885943202,0.05299332813465156,25,-0.1739238927011853,0.036664802323397944,25,-0.25896993369061677,0.024641550220725825,25,-0.4660870814772237,0.018704682488581106
25,2019-02-01,4.71455,4.54206,4.30324,3.35235,2.3882600000000003,2.29981,1.90771,1.14703,0.7755,0.7076899999999999,26.138199999999998,26,0.23952286303213857,0.18037010964794822,26,0.39157955367100095,0.17377095591892328,26,0.28533196334484273,0.16463413701019963,26,0.411533619372034,0.12825481479214332,26,0.134435978795767,0.09137048457812705,26,-0.011412679035059,0.08798654842338034,26,0.812275568559649,0.07298551545247951,26,0.5749200203210171,0.04388328193984284,26,0.5843343956852168,0.029669219762646245,26,0.9046965415152737,0.02707493247430963
26,2019-03-01,8.02712,6.33326,6.7887699999999995,4.28998,2.64484,1.53915,1.2738,1.24432,0.91408,0.8285399999999999,33.88385999999999,27,0.70262697394237,0.23690099061913258,27,0.3943585069329775,0.1869108183070052,27,0.5775950214257164,0.20035409188917677,27,0.2796933494414366,0.12660836162113764,27,0.1074338639846581,0.0780560420211865,27,-0.33074906187902475,0.04542428164913916,27,-0.3322884505506602,0.037593119556036426,27,0.08481905442752159,0.03672308880983455,27,0.17869761444229534,0.026976855647497074,27,0.17076686119628653,0.024452349879854306
27,2019-04-01,4.51554,3.37004,4.24572,3.14892,0.16808,0.10616,1.08511,0.73716,0.50427,0.38631,18.267310000000002,28,-0.4374644953607272,0.24719238902717472,28,-0.46788225968932273,0.18448474351177047,28,-0.3745965764048567,0.23242174135108015,28,-0.2659825919934359,0.17238006033729103,28,-0.9364498419564131,0.009201135799414364,28,-0.9310268654776988,0.005811474157935678,28,-0.14813157481551265,0.05940174004820633,28,-0.4075800437186576,0.04035405322403791,28,-0.44833056187642223,0.02760504967617016,28,-0.5337461076109783,0.0211476128669191
28,2019-05-01,5.59906,6.23149,5.1524,3.19753,2.51212,3.12243,1.39763,0.97009,0.48948,0.55729,29.229519999999997,29,0.23995358251726265,0.19155497592844495,29,0.8490848773308329,0.21319166377005166,29,0.21355152954033702,0.17627384917713326,29,0.015437038730739441,0.10939385935862102,29,13.945978105663967,0.08594462037009161,29,28.412490580256215,0.10682453902766793,29,0.2880076674254222,0.047815701386817164,29,0.31598296163655104,0.03318870785425146,29,-0.02932952584924737,0.01674608409580452,29,0.44259791359271045,0.019065999031116488
29,2019-06-01,8.99569,7.18682,7.86345,3.72826,2.30871,1.98139,0.91408,0.976,0.65753,0.77549,35.38742,30,0.6066429007726297,0.25420587316057514,30,0.15330683351814733,0.20308968554361975,30,0.5261722692337552,0.22221032219924483,30,0.16598124177099202,0.10535551899516835,30,-0.08097145040841994,0.06524098111701843,30,-0.3654333323725432,0.055991366423435225,30,-0.34597854940148676,0.025830648292528815,30,0.006092218247791412,0.027580422647370168,30,0.34332352700825347,0.018580896827177566,30,0.39153761955175953,0.021914284793861774
30,2019-07-01,2.09632,7.8546,4.13076,5.97058,3.12247,2.45022,1.22958,0.95833,0.8079,0.59562,29.21638,31,-0.7669639571839403,0.07175153116162919,31,0.09291731252487186,0.26884234117984496,31,-0.47468859088567994,0.14138507234640296,31,0.6014387408603477,0.20435728177138987,31,0.3524738923468083,0.10687395221447694,31,0.23661671856625896,0.08386459924193208,31,0.3451557850516365,0.04208529598807244,31,-0.018104508196721273,0.03280112046735427,31,0.22868918528432164,0.027652296417283728,31,-0.23194367432204152,0.020386509211613488
31,2019-08-01,7.37256,4.93123,6.93471,1.27813,2.45906,1.76909,0.77844,0.82563,0.49537,0.50127,27.34549,32,2.5169058159059685,0.26960789512274236,32,-0.37218572556209095,0.1803306505021486,32,0.6787976062516339,0.25359611402099574,32,-0.7859286702464418,0.046740065729303074,32,-0.21246321021499,0.08992561479059252,32,-0.27798728277460794,0.06469403181292417,32,-0.36690577270287406,0.02846685138938816,32,-0.1384700468523369,0.03019254729024786,32,-0.3868424309939349,0.018115235821336534,32,-0.15840636647526954,0.0183309935203209
32,2019-09-01,1.3887,4.23251,1.7469700000000001,1.33125,3.57354,1.62761,1.45658,1.14111,0.87276,1.01134,18.382369999999998,33,-0.81163937628178,0.07554520989404523,33,-0.141692843367679,0.2302483303295495,33,-0.7480831930967553,0.09503507980744595,33,0.041560717610884694,0.07241993279430238,33,0.4532138296747537,0.1944003955964329,33,-0.07997331961629993,0.08854190183311511,33,0.871152561533323,0.07923787846724879,33,0.3821082082773156,0.062076326393169116,33,0.7618345882875427,0.04747809994032326,33,1.0175554092604782,0.05501684494436789
33,2019-10-01,13.50671,9.69003,8.19074,0.47765,0.47766,1.10569,0.94947,0.87578,0.45705,0.80496,36.535740000000004,34,8.726153956938143,0.3696848620008791,34,1.2894287314146922,0.2652205757978352,34,3.6885407305219893,0.22418431924466287,34,-0.6412018779342723,0.013073500085122128,34,-0.86633422320724,0.013073773789719325,34,-0.3206664987312685,0.030263243607492277,34,-0.3481511485809224,0.025987430390078316,34,-0.23251921374801732,0.02397050121333248,34,-0.47631651313075757,0.012509668614895988,34,-0.20406589277592097,0.02203212525598222
34,2019-11-01,0.98184,6.16963,8.09344,9.0709,5.20109,4.53767,0.70765,0.63985,0.37446,0.37445,36.15098,35,-0.9273072421041098,0.027159429702873897,35,-0.3633012488093432,0.1706628699968853,35,-0.011879268539838965,0.22387885473644145,35,17.990683554904216,0.25091712589810844,35,9.888686513419588,0.14387134180041594,35,3.103926055223435,0.12551997207267965,35,-0.2546894583293838,0.01957484969978684,35,-0.26939414008084217,0.01769938187014571,35,-0.1807023301608139,0.010358225420168418,35,-0.5348216060425363,0.010357948802494429
35,2019-12-01,7.4654,7.09842,4.18386,3.03395,0.91993,3.04284,0.86097,0.7253499999999999,0.59267,0.7459899999999999,28.669379999999997,36,6.603479181944104,0.2603962834215459,36,0.15054225293899315,0.24759586708885928,36,-0.4830554127787442,0.14593479175343174,36,-0.665529330055452,0.10582544861451487,36,-0.8231274598209222,0.0320875442719724,36,-0.32942677629708644,0.10613553554349624,36,0.21666077863350527,0.030030994740730357,36,0.13362506837540034,0.02530051225384016,36,0.5827324680873792,0.020672578200156406,36,0.9922286019495258,0.02602044411145271
