,Fecha,ventas_20212,ventas_20256,ventas_20290,ventas_20330,ventas_20335,ventas_20401,ventas_20434,ventas_20469,ventas_20879,ventas_20343,ventas_20417,ventas_20368,ventas_20571,ventas_20662,ventas_20673,ventas_20815,ventas_20703,totales_ventas,edad_ventas_20212,diff_ventas_20212,fraccion_ventas_20212,edad_ventas_20256,diff_ventas_20256,fraccion_ventas_20256,edad_ventas_20290,diff_ventas_20290,fraccion_ventas_20290,edad_ventas_20330,diff_ventas_20330,fraccion_ventas_20330,edad_ventas_20335,diff_ventas_20335,fraccion_ventas_20335,edad_ventas_20401,diff_ventas_20401,fraccion_ventas_20401,edad_ventas_20434,diff_ventas_20434,fraccion_ventas_20434,edad_ventas_20469,diff_ventas_20469,fraccion_ventas_20469,edad_ventas_20879,diff_ventas_20879,fraccion_ventas_20879,edad_ventas_20343,diff_ventas_20343,fraccion_ventas_20343,edad_ventas_20417,diff_ventas_20417,fraccion_ventas_20417,edad_ventas_20368,diff_ventas_20368,fraccion_ventas_20368,edad_ventas_20571,diff_ventas_20571,fraccion_ventas_20571,edad_ventas_20662,diff_ventas_20662,fraccion_ventas_20662,edad_ventas_20673,diff_ventas_20673,fraccion_ventas_20673,edad_ventas_20815,diff_ventas_20815,fraccion_ventas_20815,edad_ventas_20703,diff_ventas_20703,fraccion_ventas_20703
10,2017-11-01,14.60734,20.87323,25.40077,17.37456,21.46225,18.705940000000002,14.82173,6.65932,2.04254,16.41823,7.3271500000000005,,,,,,,165.69306,11,-0.6187398060882758,0.08815903333549396,11,-0.4391805188510434,0.12597528224778998,11,0.8954539586549849,0.15330014425468394,11,-0.018732379093472255,0.10485991386724343,11,0.6042416006649506,0.12953016861418337,11,0.08796516825243955,0.1128951327231207,11,0.15036602516539427,0.08945293182466424,11,-0.20248524267403104,0.04019069959840201,11,-0.3572714228174404,0.012327251364661862,5.0,-0.17847112104746712,0.09908821769602179,5.0,-0.6165263451527191,0.04422122447373475,,,,,,,,,,,,,,,,,,
11,2017-12-01,11.88301,8.37607,6.78042,12.7264,20.74055,11.93108,11.87253,5.37077,1.77779,8.97064,5.3265,,,,,,,105.75576000000001,12,-0.1865041821440454,0.11236276870404033,12,-0.5987171127803411,0.07920202171494016,12,-0.7330624229108016,0.06411395464417258,12,-0.26752677477875697,0.120337653476274,12,-0.03362648370976957,0.19611745024573599,12,-0.3621769341717124,0.11281730659398598,12,-0.19897812198710954,0.11226367244677735,12,-0.19349573229699127,0.05078465702482777,12,-0.1296180246164089,0.01681033732819848,6.0,-0.45361710732521116,0.0848241268371576,6.0,-0.2730461366288393,0.05036605098388967,,,,,,,,,,,,,,,,,,
12,2018-01-01,15.7491,20.0561,13.504809999999999,23.09613,22.56486,17.557290000000002,0.48434,8.44101,2.31503,7.85203,8.41996,,,,,,,140.04066,13,0.32534601923250084,0.11246090956726425,13,1.3944522908714947,0.14321626304817472,13,0.9917365000988138,0.0964349211150533,13,0.8148203733970328,0.16492445836801967,13,0.08795861247652549,0.16113077444793533,13,0.47155915474542137,0.12537280244180513,13,-0.9592049883217815,0.003458566961909491,13,0.5716573228792147,0.06027542286647321,13,0.30219542240647107,0.01653112745969635,7.0,-0.12469678863492455,0.056069644344721024,7.0,0.5807678588191119,0.06012510937894751,,,,,,,,,,,,,,,,,,
13,2018-02-01,19.99988,16.63557,4.26377,22.76285,21.11352,20.4031,6.53618,8.13412,1.42741,1.45421,0.07314,,,,,,,122.80375000000001,14,0.2699062168631859,0.1628604989668475,14,-0.17054811254431318,0.13546467432794193,14,-0.6842776758799272,0.0347201938051566,14,-0.014430123141842312,0.18535956760278086,14,-0.0643185909418449,0.1719289516810358,14,0.1620870874719274,0.16614394918721942,14,12.495024156584218,0.05322459615443339,14,-0.036357023626319714,0.06623673951324775,14,-0.3834161976302683,0.011623504982543286,8.0,-0.8147982114179391,0.011841739360565129,8.0,-0.9913134979263559,0.0005955844182282706,,,,,,,,,,,,,,,,,,
14,2018-03-01,33.70782,31.22141,18.55125,25.19518,23.86216,20.75632,3.8594399999999998,7.59775,0.16999,25.24482,28.97302,,,,,,,219.13916,15,0.6854011124066742,0.15381924435596084,15,0.8767863078932671,0.14247298383365162,15,3.35090307404011,0.08465511139131865,15,0.10685524879353861,0.11497342601842592,15,0.13018388217597057,0.10889044203692301,15,0.01731207512583874,0.09471753017580244,15,-0.4095266654223109,0.017611822551478248,15,-0.06594075327140488,0.03467089131855758,15,-0.8809101799763207,0.0007757171287870228,9.0,16.35981735787816,0.11519994874489799,9.0,395.1309816789719,0.13221288244419666,,,,,,,,,,,,,,,,,,
15,2018-04-01,33.12415,23.41605,20.53863,15.78401,29.42435,12.14425,11.99351,7.03129,3.4076400000000002,25.21645,21.81062,21.76276,10.11891,,,,,235.77262,16,-0.01731556653619243,0.14049192819759987,16,-0.2500002402197723,0.09931623951924527,16,0.10712916919345067,0.08711202344021117,16,-0.3735305721173653,0.06694589897673445,16,0.23309666853294092,0.12479969048144778,16,-0.41491314452658273,0.0515083133910969,16,2.1075777833053504,0.050868968585071506,16,-0.0745562831101312,0.02982233475625796,16,19.04612036002118,0.014453077715300447,10.0,-0.001123794901290738,0.10695241033500837,10.0,-0.24720930023863585,0.09250700950771977,1.0,,0.09230401731973797,1.0,,0.04291808777456856,,,,,,,,,,,,
16,2018-05-01,27.757659999999998,23.20417,17.33279,22.62434,24.34869,14.15255,15.22588,12.0345,1.36257,30.30567,17.25847,19.81505,9.96326,,,,,235.3856,17,-0.16201140255674493,0.11792420606868048,17,-0.009048494515513811,0.0985793948312896,17,-0.15608830774009766,0.07363572792898121,17,0.4333708607635195,0.09611607507001277,17,-0.17249862783714845,0.10344171436145627,17,0.1653704428021492,0.06012496091519617,17,0.2695099266186462,0.06468484053400038,17,0.7115635964382068,0.05112674692079719,17,-0.6001426206993696,0.0057886718643791295,11.0,0.2018214300585531,0.12874903987329725,11.0,-0.2087125446227572,0.07331999068762064,2.0,-0.08949737992791358,0.0841812328366731,2.0,-0.01538209154938621,0.04232739810761576,,,,,,,,,,,,
17,2018-06-01,22.43431,14.67222,19.33128,13.21552,19.58105,12.52091,11.77306,5.34903,1.4365,16.57206,12.70993,20.70113,0.22920000000000001,,,,,170.5262,18,-0.19177949438101044,0.1315593146390408,18,-0.3676903763418386,0.08604085471909889,18,0.11530111424646583,0.11336252141899603,18,-0.4158715790162277,0.07749847237550593,18,-0.19580683806808497,0.11482722303083047,18,-0.11528947080208155,0.07342513936274896,18,-0.22677309948587543,0.06903959626145426,18,-0.5555253645768415,0.031367789817635064,18,0.054257762903924235,0.008423925473035816,12.0,-0.45316965439140594,0.09718189932104276,12.0,-0.2635540693931733,0.07453359073268508,3.0,0.04471752531535372,0.12139559786120843,3.0,-0.9769954813986587,0.0013440749867175837,,,,,,,,,,,,
18,2018-07-01,24.44512,14.61595,23.28238,16.48516,16.4838,13.54221,13.12657,7.14792,2.27087,17.01533,15.2293,26.93801,23.97638,,,,,214.55899999999997,19,0.08963101606423372,0.11393192548436562,19,-0.003835138786086877,0.0681208898251763,19,0.204388948895262,0.10851271678186421,19,0.24740910686828826,0.07683275928765516,19,-0.15817588944413105,0.07682642070479449,19,0.08156755379601004,0.06311648544223268,19,0.11496671213771102,0.06117930266267088,19,0.33630209589402194,0.03331447294217442,19,0.5808353637312912,0.010583895338811237,13.0,0.026748032531863766,0.07930373463709284,13.0,0.19822060389002932,0.07097954408810632,4.0,0.30128210392379545,0.12555059447517933,4.0,103.60898778359511,0.11174725832987664,,,,,,,,,,,,
19,2018-08-01,31.965040000000002,18.31755,24.82763,14.55719,14.18107,10.64906,11.89843,4.60523,1.92444,17.57297,12.46818,23.63333,9.76859,,,,,196.36871000000002,20,0.3076245892840781,0.16278072000371138,20,0.2532575713518451,0.0932814092428473,20,0.06636993297077014,0.12643373783939404,20,-0.11695185245396467,0.07413192254509386,20,-0.13969655055266375,0.07221654610859336,20,-0.2136394281287914,0.05422992288333513,20,-0.09356137970543713,0.06059229090011335,20,-0.35572446250097933,0.02345195423446026,20,-0.15255386702012885,0.009800135673346328,14.0,0.03277279958719595,0.0894896646212118,14.0,-0.18130314590952964,0.06349372056271083,5.0,-0.12267721335020657,0.12035181165064433,5.0,-0.5925744420133481,0.04974616373453795,,,,,,,,,,,,
20,2018-09-01,23.84846,15.67123,20.7825,15.30366,13.402750000000001,9.44585,13.63893,7.76373,0.97063,15.41551,12.0556,20.54274,12.103720000000001,,,,,180.94531,21,-0.25392053318250196,0.13179927128257704,21,-0.14446910203602562,0.08660755009345088,21,-0.16292855983434587,0.1148551460106924,21,0.051278440413294074,0.08457616281958344,21,-0.05488443396725346,0.07407072335834514,21,-0.11298743738883998,0.05220278989270294,21,0.14627980330178023,0.07537597962610912,21,0.6858506524104117,0.04290650031216614,21,-0.4956298975286317,0.005364217508594171,15.0,-0.12277150646703443,0.08519430539537057,15.0,-0.03309063552178427,0.06662565611675704,6.0,-0.13077251491854944,0.1135301047592778,6.0,0.2390447341939831,0.06689159282437329,,,,,,,,,,,,
21,2018-10-01,26.0323,23.5718,22.21221,11.090440000000001,16.53249,10.6209,7.93729,9.85408,2.41623,17.44678,13.44928,23.89876,9.8141,,,,,194.87666,22,0.09157153124352684,0.13358346761484932,22,0.5041448565300873,0.12095753283127904,22,0.06879393720678456,0.11398086358828194,22,-0.27530799821741986,0.0569100476167849,22,0.23351476376116825,0.08483565964236045,22,0.12439854539295041,0.0545006261909456,22,-0.4180415912391955,0.04072981341121097,22,0.2692455816984877,0.05056572706038784,22,1.4893419737696139,0.012398765455031917,16.0,0.13176794021086563,0.08952729382779857,16.0,0.11560436643551543,0.06901431910830164,7.0,0.16336769097014328,0.12263531199682919,7.0,-0.1891666363729499,0.050360571655938685,,,,,,,,,,,,
22,2018-11-01,27.07429,15.53276,22.36628,11.14886,11.64328,10.22493,12.33727,7.67837,1.55199,12.3367,7.9771,19.74226,8.57948,,,,,168.19357,23,0.04002681284404382,0.16097101690629434,23,-0.34104480777878654,0.0923504982978838,23,0.006936275138763807,0.13297939986647528,23,0.005267599842747439,0.06628588714776672,23,-0.2957334315641503,0.06922547633658054,23,-0.037282151230121754,0.06079263315476329,23,0.5543428550550629,0.07335161504687725,23,-0.22079280866402543,0.04565198300981423,23,-0.35768118101339696,0.009227403877567972,17.0,-0.2928953079020885,0.07334822609449339,17.0,-0.40687531228437507,0.04742809133547733,8.0,-0.17392115741569847,0.1173782089291523,8.0,-0.12580063378200748,0.05100955999685363,,,,,,,,,,,,
23,2018-12-01,14.16639,16.15546,13.727920000000001,11.60337,14.13247,7.1997,7.3319,11.1081,1.80243,13.65938,11.40153,24.38243,0.16000999999999999,,,,,146.83109000000002,24,-0.47675857797194315,0.0964808611037349,24,0.04008946252951837,0.11002751528984767,24,-0.3862224741888235,0.09349464067861922,24,0.04076739684595546,0.07902529362139857,24,0.21378769556344937,0.09624984735862138,24,-0.2958680401724022,0.04903389329875573,24,-0.40571131214604206,0.04993424757658613,24,0.4466742290355896,0.07565223414196542,24,0.1613670191173912,0.01227553374424994,18.0,0.107215057511328,0.09302784580568052,18.0,0.4292825713605194,0.07765065286922543,9.0,0.23503742732594937,0.1660576789288971,9.0,-0.9813496855287267,0.001089755582417865,,,,,,,,,,,,
24,2019-01-01,38.82355,16.514400000000002,18.43665,11.45395,18.20274,5.67181,6.69409,11.72436,2.276105,13.05589,6.2283,17.48641,11.82709,,,,,178.395345,25,1.740539403475409,0.2176264745024597,25,0.02221787556652676,0.09257192221018998,25,0.343003892796578,0.10334714731485847,25,-0.012877293407001519,0.06420543092085727,25,0.28800839485242136,0.10203595839342108,25,-0.2122157867688932,0.031793486539685216,25,-0.08699109371377133,0.037523905122075915,25,0.05547843465579176,0.0657212215935343,25,0.2627980004771336,0.012758769013843943,19.0,-0.04418136108666724,0.07318514953403073,19.0,-0.45373120975869025,0.03491290649988653,10.0,-0.2828274294235644,0.09802055092861307,10.0,72.91469283169803,0.06629707742654384,,,,,,,,,,,,
25,2019-02-01,20.016939999999998,11.33811,14.37426,13.41009,10.03792,13.2978,18.37834,7.5000599999999995,2.74978,13.08581,12.07132,14.250119999999999,17.08537,,,,,167.59591999999998,26,-0.48441242493280495,0.11943572373360879,26,-0.31344099694811806,0.06765146788776244,26,-0.22034317514298968,0.08576736235583779,26,0.17078300498954505,0.08001441801208527,26,-0.4485489547178062,0.059893582134935036,26,1.3445425710663794,0.0793444136348904,26,1.7454575603256008,0.1096586360813557,26,-0.36030111664943765,0.044750850736700515,26,0.2081077103209211,0.016407201320891344,20.0,0.002291685974682738,0.07807952604096807,20.0,0.9381404235505676,0.07202633572464057,11.0,-0.18507458077444144,0.08502665220012516,11.0,0.4445962616332505,0.10194383013619904,,,,,,,,,,,,
26,2019-03-01,33.46978,20.84708,25.49973,17.3314,15.90813,13.36266,8.98375,11.1487,1.73763,14.10036,15.93242,8.7881,3.08979,,,,,190.19953,27,0.6720727543770428,0.17597193852161463,27,0.8386732885816064,0.10960636968976736,27,0.7739855825621632,0.13406831236649216,27,0.29241489057866116,0.09112220203698715,27,0.5848034254108421,0.08363916566986258,27,0.004877498533591983,0.07025600957058095,27,-0.5111772880466897,0.04723329232201573,27,0.48648144148180156,0.05861581256273346,27,-0.36808399217391935,0.0091358269917912,21.0,0.07753054644687642,0.0741345680507202,21.0,0.31985731469300793,0.08376687366157004,12.0,-0.3832964213634692,0.0462046357317497,12.0,-0.8191558040592624,0.01624499282411476,,,,,,,,,,,,
27,2019-04-01,25.27966,16.47538,14.25442,15.91397,15.63246,11.93662,12.39793,11.40005,2.05036,17.38786,9.6314,32.13465,17.14609,,,,,201.64085,28,-0.2447019370907129,0.1253697353487649,28,-0.20970322942109865,0.08170655896362271,28,-0.44099721840192035,0.07069212414052013,28,-0.08178392974601001,0.0789223512993523,28,-0.017328875235492786,0.07752625522060634,28,-0.10671827315818859,0.05919742948911393,28,0.3800395157924029,0.06148520996613534,28,0.02254522948863997,0.05653641114883219,28,0.17997502345148275,0.01016837610037847,22.0,0.23315007560090661,0.0862318324883078,22.0,-0.39548417628960325,0.04776512298971165,13.0,2.656609506036572,0.15936577335396077,13.0,4.549273575226795,0.08503281949069348,,,,,,,,,,,,
28,2019-05-01,23.904600000000002,17.98474,17.30235,13.68717,13.17572,11.52541,11.44209,10.5568,1.52219,12.8247,10.68447,17.43935,9.72543,,,,,171.77502,29,-0.05439392776643348,0.13916226003059118,29,0.09161306142862849,0.10469939109889201,29,0.21382350176296203,0.10072681115100438,29,-0.1399273719882594,0.07968079409916529,29,-0.15715632728310194,0.07670335302537004,29,-0.03444945051446714,0.06709596075145269,29,-0.07709674114953062,0.06661090768611175,29,-0.0739689738202902,0.06145713154334082,29,-0.2575986656001873,0.008861532951648033,23.0,-0.2624336749893316,0.07465986614351726,23.0,0.10933716801295762,0.062200371159904386,14.0,-0.45730387603412515,0.10152436599920057,14.0,-0.4327902163117073,0.05661725435980155,,,,,,,,,,,,
29,2019-06-01,32.51412,23.01379,22.490479999999998,11.34793,18.46221,8.22536,8.0259,13.68654,1.59097,27.60157,14.61402,28.43193,8.30916,,,,,218.31398,30,0.3601616425290528,0.14893283517619899,30,0.27962872968972596,0.1054160159601323,30,0.2998511762853021,0.10301896378784355,30,-0.1709074995050109,0.05197985946662692,30,0.40122968611961995,0.08456723660115582,30,-0.28632820871448394,0.037676744292784184,30,-0.29856346174518816,0.03676310605486648,30,0.29646673234313425,0.06269199984352812,30,0.04518489807448483,0.007287531471873675,24.0,1.1522195450965713,0.126430611543979,24.0,0.36778146225315816,0.06694037642481714,15.0,0.6303319791161941,0.13023412426451114,15.0,-0.14562543764131758,0.03806059511168273,,,,,,,,,,,,
30,2019-07-01,20.28959,18.30461,18.70638,10.87627,11.79739,7.40733,6.45193,7.670310000000001,1.45852,16.88703,13.74933,18.11994,6.56221,9.28893,7.58096,,,175.15073,31,-0.37597603748771297,0.11584073900234386,31,-0.20462427092625768,0.10450775740415126,31,-0.16825341211036843,0.10680161024735665,31,-0.04156352744509351,0.062096629571569584,31,-0.3609979520328281,0.06735564276551972,31,-0.09945218203215424,0.04229117400766756,31,-0.19611133953824494,0.036836443673400616,31,-0.43957274811603225,0.04379262364478869,31,-0.0832510983865189,0.008327227639873381,25.0,-0.38818588942585514,0.09641427129649986,25.0,-0.059168524471705904,0.0784999868399064,16.0,-0.36269046807585703,0.10345340838716457,16.0,-0.21024387543385853,0.03746607279341627,1.0,,0.05303392112610664,1.0,,0.04328249160023483,,,,,,
31,2019-08-01,26.11445,13.99336,15.80413,12.65504,11.96758,8.48498,7.84441,7.52438,1.33921,11.30084,11.14252,14.92234,6.85417,10.04238,5.73604,6.4735700000000005,,172.1994,32,0.28708613628959484,0.15165238670982595,32,-0.23552809920561002,0.08126253633868642,32,-0.15514760204807124,0.09177807820468596,32,0.16354595831107538,0.0734906161113221,32,0.01442607220749673,0.06949838385035023,32,0.14548427031062477,0.04927415542679011,32,0.21582379226061038,0.04555422376616876,32,-0.01902530666948282,0.04369573877725474,32,-0.0818021007596742,0.0077770886541997245,26.0,-0.33079765950554946,0.06562647721188344,26.0,-0.189595420285934,0.06470707795729834,17.0,-0.17646857550300937,0.08665732865503596,17.0,0.04449110894043311,0.03980368108135104,2.0,0.0811126792859887,0.05831832166662602,2.0,-0.24336231822882592,0.03331045288194965,1.0,,0.03759345270657157,,,
32,2019-09-01,29.811770000000003,19.68402,19.52825,17.29022,22.07838,9.77915,8.17726,15.77026,1.40801,16.95122,10.81282,23.32934,9.993549999999999,10.64167,16.763,7.11779,15.85263,254.98934,33,0.14158138501863915,0.11691378941566735,33,0.4066685913890589,0.0771954623671719,33,0.2356422023863382,0.07658457408454801,33,0.36627146180494113,0.06780761893810934,33,0.8448491675008648,0.08658550196647435,33,0.1525248144368047,0.03835121107415706,33,0.04243148943005281,0.032069026885594515,33,1.0958882991023844,0.06184674229910945,33,0.05137357098587971,0.00552183867764825,27.0,0.4999964604401087,0.06647815159645497,27.0,-0.0295893568061802,0.04240498838108291,18.0,0.5633834907929989,0.09149143254380751,18.0,0.45802482284507084,0.03919203053743344,3.0,0.05967609271905663,0.04173378385151316,3.0,1.92239942538755,0.06574000309189397,2.0,0.09951541421503124,0.027914068878330367,1.0,,0.06216977541100346
33,2019-10-01,59.32942,28.02562,37.00605,16.84008,10.06217,11.19865,9.77303,11.36757,1.13417,20.23464,16.9598,22.28065,12.64215,10.94134,17.28507,8.73504,15.13335,308.9488,34,0.9901340980424843,0.19203641509531677,34,0.4237752247762398,0.0907128300870565,34,0.8950008321278149,0.11978052674100045,34,-0.026034370875558613,0.05450767246870679,34,-0.544252340977916,0.03256905351307401,34,0.14515576507160655,0.036247591833986736,34,0.1951472742703546,0.03163317028582082,34,-0.2791767542196514,0.03679434909603145,34,-0.19448725506210898,0.0036710613538553957,28.0,0.19369815269933371,0.06549512411117958,28.0,0.5684899961342186,0.05489518004277732,19.0,-0.04495155027960487,0.07211761301548995,19.0,0.2650309449594991,0.0409198870492457,4.0,0.028160053826138263,0.03541473538657538,4.0,0.031144186601443614,0.0559480082136587,3.0,0.2272123791232952,0.028273422651261308,2.0,-0.04537291288574826,0.04898335905496315
34,2019-11-01,33.24073,17.61268,8.7882,16.27319,15.372959999999999,11.93869,10.63996,9.42165,0.56713,13.32977,11.78022,21.206210000000002,8.74815,12.94457,11.793180000000001,8.65949,8.21614,220.53292,35,-0.43972602462656807,0.15072910656604013,35,-0.3715507453537156,0.07986417628715024,35,-0.7625199122846129,0.03984983285035178,35,-0.03366314174279462,0.07379029851869734,35,0.5277976818121736,0.06970823222220066,35,0.06608296535743136,0.05413563652991127,35,0.08870636844458678,0.0482465837753384,35,-0.17118170374143293,0.0427221931310754,35,-0.4999603234083073,0.002571634203183815,29.0,-0.3412400714813804,0.06044344762677609,29.0,-0.30540336560572656,0.053417059004161375,20.0,-0.048223009651872775,0.09615893173681282,20.0,-0.3080172280822487,0.039668227310462316,5.0,0.18308817749928255,0.05869676962514259,5.0,-0.31772448708625417,0.05347582574066494,4.0,-0.00864907315822249,0.03926620116398042,3.0,-0.45708385783716105,0.037255843708050476
