,Fecha,ventas_20042,ventas_20063,ventas_20070,ventas_20073,ventas_20103,ventas_20124,ventas_20144,ventas_20183,ventas_20202,ventas_20112,ventas_20408,ventas_20477,totales_ventas,edad_ventas_20042,diff_ventas_20042,fraccion_ventas_20042,edad_ventas_20063,diff_ventas_20063,fraccion_ventas_20063,edad_ventas_20070,diff_ventas_20070,fraccion_ventas_20070,edad_ventas_20073,diff_ventas_20073,fraccion_ventas_20073,edad_ventas_20103,diff_ventas_20103,fraccion_ventas_20103,edad_ventas_20124,diff_ventas_20124,fraccion_ventas_20124,edad_ventas_20144,diff_ventas_20144,fraccion_ventas_20144,edad_ventas_20183,diff_ventas_20183,fraccion_ventas_20183,edad_ventas_20202,diff_ventas_20202,fraccion_ventas_20202,edad_ventas_20112,diff_ventas_20112,fraccion_ventas_20112,edad_ventas_20408,diff_ventas_20408,fraccion_ventas_20408,edad_ventas_20477,diff_ventas_20477,fraccion_ventas_20477
10,2017-11-01,107.12829,101.54966,133.61826,69.51259,96.60279,78.84665,57.48298,72.73432,77.10334,29.24193,,,823.82081,11,0.053731733500469656,0.13003833928400035,11,0.6451488682455722,0.12326668465682482,11,0.4301543221042315,0.162193353673598,11,-0.32817649965646556,0.08437828852611771,11,0.3201409148230325,0.11726189582416593,11,-0.15849926241487783,0.0957084951519979,11,0.054572973290306234,0.06977607181348089,11,0.20337241924374852,0.0882890054695268,2.0,3.2859857117763345,0.09359236749554797,1.0,,0.035495498104739544,,,,,,
11,2017-12-01,137.69601,107.25285,131.56923,56.47684,61.02272,69.21329,56.89416,29.09932,29.82448,31.171120000000002,,,710.22002,12,0.2853375144884698,0.19387796193072676,12,0.05616158636080113,0.15101355492626073,12,-0.015334954967981082,0.1852513675973257,12,-0.18753077679885038,0.07952020276758744,12,-0.36831306839067485,0.0859208671701482,12,-0.1221784311698721,0.09745330749758364,12,-0.01024337986652742,0.08010779532798865,12,-0.5999231174499191,0.040972260962173386,3.0,-0.6131882224557328,0.04199329666882666,2.0,0.06597341557140729,0.04388938515137887,,,,,,
12,2018-01-01,123.90153,106.87876,136.87913,83.85441,99.21191,71.37137,68.56724,26.59599,38.38773,41.613279999999996,,,797.2613500000001,13,-0.10018068061667151,0.15540892581836555,13,-0.0034879259618741634,0.13405737027136708,13,0.04035822053530296,0.1716866495534996,13,0.4847574687252332,0.1051780699014194,13,0.625819203077149,0.12444088754584678,13,0.031180138958861778,0.08952066972768714,13,0.2051718489208734,0.08600346674274376,13,-0.08602709616582101,0.03335918641986094,4.0,0.2871215189669693,0.04814949326215298,3.0,0.33499470022251343,0.05219528075705663,,,,,,
13,2018-02-01,150.73644,134.3638,127.54011,36.46662,97.99331,73.94957,78.27579,27.53688,38.10279,50.35934,,,815.3246499999999,14,0.2165825555180795,0.1848790417412254,14,0.2571609176603471,0.164797912095507,14,-0.06822822441960294,0.1564286201821569,14,-0.5651198309069255,0.04472650250424785,14,-0.012282799514695455,0.12018931354522398,14,0.03612372860434086,0.09069953913450306,14,0.14159166972449239,0.09600567086987988,14,0.03537713768128201,0.033774129115316215,5.0,-0.007422684279586182,0.04673327367202746,4.0,0.21017473268149034,0.061765997139912314,,,,,,
14,2018-03-01,212.65837,153.15906,161.70282,86.05544,122.3128,94.22955,80.77877000000001,62.89465,72.03625,55.88137,,,1101.70908,15,0.4107960225145294,0.1930258848370388,15,0.13988336144110253,0.13901951320942185,15,0.26785855837822314,0.14677451873229547,15,1.3598414111316048,0.0781108566337676,15,0.24817500296703932,0.11102096027020127,15,0.27424067509790806,0.08553033800901413,15,0.03197642591662132,0.0733213254446446,15,1.2840151099180446,0.05708825600311835,6.0,0.8905767792857163,0.06538590931827483,5.0,0.1096525490604125,0.050722437542223026,,,,,,
15,2018-04-01,143.1962,103.65957,110.29113,102.16151,90.84286,76.80319,59.99764,27.67489,23.669620000000002,74.44801,,,812.7446199999999,16,-0.32663736677752203,0.1761884317364045,16,-0.3231900874816025,0.12754260987910324,16,-0.3179393531912431,0.13570207330317363,16,0.18715923130484258,0.125699398662276,16,-0.25729065150989916,0.11177294535643928,16,-0.18493519283494406,0.09449855232508338,16,-0.25725979734526794,0.07382102387832479,16,-0.559980220893192,0.03405115127061684,7.0,-0.6714207083239341,0.029123071894342413,6.0,0.33225098096199146,0.09160074169423602,,,,,,
16,2018-05-01,176.4367,172.11417,138.16018,85.23976,115.68384,84.486,82.25311,44.66333,41.4003,65.9415,,,1006.3788900000001,17,0.23213255659018883,0.17531836344460683,17,0.6603789693513102,0.17102323161806385,17,0.2526862314313037,0.13728445754660054,17,-0.16563723461017757,0.08469947138895173,17,0.27344999926246266,0.11495058287639559,17,0.10003243354865864,0.08395048906480938,17,0.3709390902708842,0.08173175214356891,17,0.6138575437878886,0.04438023337313842,8.0,0.7490901839573259,0.04113788595068801,7.0,-0.11426107964470765,0.06552353259317671,,,,,,
17,2018-06-01,142.27372,106.83189,138.49498,86.41146,90.60152,63.48442,55.50634,35.10739,36.03112,48.12587,,,802.86871,18,-0.1936274029156066,0.17720670668558003,18,-0.3792963705428786,0.1330627145750891,18,0.0024232742024511067,0.17250015883667955,18,0.01374593264927073,0.1076283817313045,18,-0.21681783730553902,0.11284724248376798,18,-0.24858059323438206,0.07907198176897441,18,-0.325176397585453,0.06913501461527875,18,-0.2139549379770832,0.04372743583443425,9.0,-0.12968939838600202,0.04487797263888887,8.0,-0.2701732596316433,0.05994239083000258,,,,,,
18,2018-07-01,125.65523,92.45491,100.96597,139.15957,71.46648,45.78863,48.518480000000004,25.0681,58.72529,76.39664,,,784.1993,19,-0.11680646292231618,0.16023379515896025,19,-0.13457573389369037,0.1178972105687929,19,-0.270977402935471,0.12875039546707068,19,0.6104295657080668,0.17745434100744542,19,-0.21119998869776127,0.09113305762961023,19,-0.27874224888563215,0.05838902177035863,19,-0.1258930060962405,0.061870088381869255,19,-0.2859594518419057,0.03196649117131321,10.0,0.6298491415198861,0.0748856700076116,9.0,0.5874339518433642,0.09741992883696786,,,,,,
19,2018-08-01,151.22889,107.81103,152.86448,74.99838,90.48124,89.97665,64.77637,44.136770000000006,48.64279,62.55582,,,887.47242,20,0.20352244789174317,0.1704040447814705,20,0.16609307174708196,0.12148099205156145,20,0.5140198227184861,0.17224702036374265,20,-0.46106200241923717,0.08450784307190075,20,0.2660654337529985,0.10195386128168354,20,0.9650435053418286,0.10138529150010092,20,0.3350865484656567,0.07298972738780997,20,0.7606747220571165,0.04973311734014225,11.0,-0.17168923303741884,0.05481048075837669,10.0,-0.18117053315433776,0.0704876214632112,,,,,,
20,2018-09-01,164.14519,108.73766,97.98988,120.15267,76.41509,53.7674,49.616440000000004,44.30939,45.35391,65.60496,,,826.0925900000001,21,0.0854089453410655,0.19870071707095205,21,0.008594946175729912,0.13162890130753988,21,-0.3589754794573598,0.11861851950518039,21,0.6020702047164219,0.1454469770755358,21,-0.1554592974190008,0.09250184655451273,21,-0.40242940807420596,0.06508640877652709,21,-0.23403488031206435,0.06006159672731116,21,0.003911024753283823,0.05363731685330817,12.0,-0.067612898026614,0.05490172717806365,11.0,0.04874270691360146,0.07941598895106904,,,,,,
21,2018-10-01,197.65553,188.75855,128.25146,118.54059,83.85863,85.31266,55.74801,31.74085,46.51926,91.09202,29.00831,18.7439,1075.22977,22,0.20415060593612266,0.18382631835054197,22,0.7359077802483519,0.17555182647147133,22,0.3088235234087439,0.11927818925623684,22,-0.013416930310412627,0.11024675218953434,22,0.09740929442077471,0.07799135807037784,22,0.5866986315127752,0.07934365507755613,22,0.12357940231100813,0.051847532086095424,22,-0.2836540967952843,0.029520062488597204,13.0,0.02569458730239584,0.04326448290210567,12.0,0.3884928822454887,0.08471865506476817,1.0,,0.026978708002104522,1.0,,0.01743246004061067
22,2018-11-01,129.33416,125.82945,102.56784,112.68843,70.65949,80.96905,46.45728,27.02767,35.72893,73.0692,40.1978,38.66404,883.19334,23,-0.3456587832376863,0.1464392383212491,23,-0.33338410366047005,0.14247101319853703,23,-0.2002598644880924,0.11613294094812808,23,-0.04936840621427646,0.12759202871706438,23,-0.15739751531833993,0.08000455483507156,23,-0.05091401440302059,0.0916776048152718,23,-0.16665581426135218,0.05260148361173103,23,-0.14848940718348747,0.030602212195123664,14.0,-0.23195403366261638,0.040454256595730216,13.0,-0.19785289644471613,0.08273296082599535,2.0,0.38573395003018096,0.04551415661716833,2.0,1.0627532157128452,0.04377754931892942
23,2018-12-01,138.04688,93.57931,92.82139,87.55738,65.83295,55.06794,45.64592,23.00496,55.28966,61.817750000000004,17.64777,21.346239999999998,757.6581500000001,24,0.06736596116602134,0.18220206566774208,24,-0.25630041297963224,0.12351125636278049,24,-0.09502442480996003,0.12251091075836772,24,-0.22301357823513915,0.11556317318041122,24,-0.06830703136974252,0.08689004401259326,24,-0.31988901932281527,0.07268177607539758,24,-0.01746464709083271,0.06024606215877173,24,-0.14883672917421295,0.030363244954205268,15.0,0.5474759529602482,0.07297441464861164,14.0,-0.1539834841492721,0.08159055637426985,3.0,-0.5609767201190115,0.02329252315176706,3.0,-0.44790456455145405,0.028173972655081973
24,2019-01-01,195.00261,135.58387,101.42167,82.75386,73.02825,49.99796,27.06097,19.37944,35.51316,68.53757,22.91478,29.00997,840.2041099999999,25,0.41258252269084256,0.23208956928334953,25,0.448865887128255,0.16137015802029345,25,0.09265407466964255,0.12071075205761611,25,-0.05486139489326876,0.09849256747863327,25,0.10929633261155704,0.08691727299453464,25,-0.09206772579471832,0.059506921478877324,25,-0.4071546810755484,0.032207614409313,25,-0.15759731814356562,0.023065157346112006,16.0,-0.35768894220004244,0.042267300977616024,15.0,0.10870372991576041,0.08157252408584387,4.0,0.2984518723895426,0.027272873016534045,4.0,0.3590201365673768,0.034527288851276865
25,2019-02-01,107.68438,100.61749,125.57226,110.29313,90.35021,56.08653,77.01571,27.13121,40.32998,67.26222,25.50841,21.26084,849.1123699999999,26,-0.44777980151137464,0.1268199402159222,26,-0.25789483660556367,0.11849726085135234,26,0.23812061071366694,0.1478865041148794,26,0.33278532264235167,0.12989226620264643,26,0.2371953319434603,0.10640548081992965,26,0.1217763684758339,0.06605313028239125,26,1.8460069982709415,0.09070143448740478,26,0.3999996903935305,0.03195243757902149,17.0,0.13563479003276532,0.04749663463270474,16.0,-0.018608042275207643,0.07921474515793475,5.0,0.11318590010464866,0.030041265327461902,5.0,-0.26711954545282185,0.025038900328351127
26,2019-03-01,199.9057,137.78796,162.40374,130.59476,118.17332,54.79171,78.51058,29.8591,34.81393,78.18338,21.89446,24.95409,1071.87273,27,0.8564038721307583,0.18650133957601475,27,0.3694235465424549,0.12854880634942545,27,0.2933090477148376,0.15151401416845448,27,0.18406976028334676,0.12183793499439062,27,0.3079473749978002,0.11024939500046801,27,-0.023086113546336374,0.051117738577041695,27,0.01940993597280355,0.07324617727703549,27,0.10054435463807188,0.02785694529237627,18.0,-0.1367729416181213,0.032479537006226473,17.0,0.16236692752632906,0.07294091715534175,6.0,-0.141676803846261,0.020426361625974006,6.0,0.17371138675612058,0.023280832977250945
27,2019-04-01,192.47620999999998,116.54687,105.6165,108.88184,62.58064,43.35109,42.86989,23.22081,9.07251,88.19824,18.457250000000002,20.47422,831.7460699999999,28,-0.03716497328490391,0.23141222657054453,28,-0.15415780885354569,0.1401231387844129,28,-0.3496670704751011,0.12698166400714103,28,-0.16626180100947396,0.13090754970444285,28,-0.47043342778217623,0.07524007898227882,28,-0.2088020249778662,0.05212058290819457,28,-0.45396034521716694,0.051542040950070256,28,-0.22232049860846445,0.02791814814345922,19.0,-0.7394000045384131,0.010907788238783023,18.0,0.12809448760081746,0.10603986382526581,7.0,-0.156989941747821,0.022190967490835278,7.0,-0.17952447875278169,0.024615950394571748
28,2019-05-01,182.48013,107.92032,116.44015,117.27188,76.61176,64.08577,43.495,23.66965,41.51256,63.30675,16.29118,13.93559,867.02074,29,-0.051934106557896056,0.2104680102577477,29,-0.0740178607971196,0.12447259335457188,29,0.10248067300090422,0.13429915182882476,29,0.07705637597601216,0.1352584483734495,29,0.22420863704813504,0.08836208462556501,29,0.47829662414485996,0.0739149215738484,29,0.01458156295712444,0.05016604331748742,29,0.019329213752664123,0.027299981313019108,20.0,3.5756422423342604,0.04787954668766055,19.0,-0.28222207155154116,0.07301641942267724,8.0,-0.1173560524996953,0.018789838868214385,8.0,-0.3193591746108032,0.016072960376934002
29,2019-06-01,159.74845,127.93587,83.69637,86.74816,65.89521,49.0483,37.94339,34.64993,40.38187,82.85748,17.93847,10.43375,797.2772500000001,30,-0.12457071353467367,0.20036750076588786,30,0.18546599935952737,0.16046597341138227,30,-0.2812069548175608,0.10497774770319859,30,-0.2602816634303125,0.10880551276234207,30,-0.13988126627034803,0.08265030765646454,30,-0.23464600643793465,0.06151975363651727,30,-0.1276378894125761,0.04759121121291244,30,0.46389701579871256,0.043460327006696844,21.0,-0.027237298783789804,0.05064972065865418,20.0,0.30882536222440726,0.10392555412812793,9.0,0.10111545020066061,0.022499663699171144,9.0,-0.2512875307037592,0.013086727358644686
30,2019-07-01,145.5283,140.80355,79.50150000000001,132.18085,63.146860000000004,63.35495,35.09147,31.90485,52.38054,105.63196,25.08091,9.86275,884.4684900000001,31,-0.08901588716510232,0.16453757442506514,31,0.10057914172155165,0.1591956656364321,31,-0.05012009481414779,0.08988618690079055,31,0.5237308779805819,0.1494466467652228,31,-0.04170788741700651,0.07139526248131237,31,0.29168493097620113,0.07163053372314032,31,-0.07516249865918674,0.03967520651866297,31,-0.07922324807005376,0.036072342158848414,22.0,0.2971301229982664,0.059222618546874405,21.0,0.27486329538383275,0.11942987364083485,10.0,0.3981632770241833,0.028357041865900726,10.0,-0.05472624895171915,0.011151047336915304
31,2019-08-01,119.02720000000001,86.0578,74.1847,104.53151,48.169869999999996,53.33572,30.44449,28.641879999999997,29.71227,87.38254,10.84742,11.32292,683.6583199999999,32,-0.18210272503698588,0.17410334448939352,32,-0.38880944408006757,0.1258783773742416,32,-0.0668767255963724,0.10851136866146822,32,-0.20917810711612156,0.1529002236087758,32,-0.23717711379473194,0.07045898307797967,32,-0.1581443912433046,0.07801516991704278,32,-0.13242477445373485,0.044531733337202714,32,-0.102271911637259,0.0418950214779804,23.0,-0.432761288829783,0.04346070124620147,22.0,-0.17276418992888137,0.12781609971484004,11.0,-0.5675029335060012,0.015866727110115476,11.0,0.14804897214265794,0.01656224998475847
32,2019-09-01,249.79444,187.69976,116.17437,105.07537,76.46325,55.54562,49.29875,41.87509,51.74174,84.61175,15.64131,7.7117,1041.6331500000001,33,1.0986332535756533,0.23981037853873985,33,1.1810894538321919,0.18019756763693626,33,0.5660152295554203,0.1115309838209354,33,0.0052028330978860764,0.1008756009733369,33,0.5873667502112837,0.0734070819462687,33,0.041433770838754914,0.053325511001641984,33,0.6192995842597462,0.047328322836115565,33,0.462023093456156,0.04020137991960029,24.0,0.7414266900509453,0.049673668699964084,23.0,-0.03170873723743902,0.08122989365305817,12.0,0.441938267348365,0.015016140759345072,12.0,-0.3189300993030066,0.007403470214057607
33,2019-10-01,215.63948,139.54328,132.34256,110.5326,77.42302,54.2853,55.01955,17.36813,30.73084,91.59694,16.89539,8.97347,950.35056,34,-0.13673226673900354,0.22690519591002292,34,-0.2565612230937322,0.1468334800581377,34,0.13917174674586139,0.13925657075426986,34,0.05193633864910488,0.11630718668698423,34,0.01255204297489306,0.08146785329405183,34,-0.022689817847023765,0.05712134267590688,34,0.11604351023098972,0.05789395231166066,34,-0.5852395779925488,0.018275498254033753,25.0,-0.4060725441394124,0.03233632018904687,24.0,0.08255579160104835,0.0963822655084246,13.0,0.0801774275939802,0.017778060761073262,13.0,0.16361761998003038,0.009442273596387423
34,2019-11-01,204.14113,143.55431,123.68357,120.61878,83.27851,65.03535000000001,67.50727,20.90736,28.96122,88.61907000000001,8.77265,9.63354,964.7127599999999,35,-0.05332210038718322,0.21160819931520344,35,0.028743985378586318,0.14880523607876817,35,-0.06542861192952584,0.12820766463169828,35,0.09125072603014855,0.12503077081721198,35,0.07562983205770071,0.08632466932436968,35,0.19802874811413052,0.06741421145917052,35,0.22696877746182953,0.06997654928913764,35,0.20377726329777585,0.021672108908355272,26.0,-0.05758449817837715,0.030020562804621766,25.0,-0.03251058386884972,0.09186057619886775,14.0,-0.4807666469966067,0.009093535779499798,14.0,0.07355794358258279,0.00998591539309587
35,2019-12-01,124.20086,103.52372,68.44316,122.47019,63.99622,38.10841,41.30604,20.47573,24.48113,107.06263,11.77663,6.01202,731.85674,36,-0.39159315910517395,0.16970651933874384,36,-0.27885327859539705,0.14145353091917962,36,-0.4466269044465647,0.09351988751241126,36,0.015349268165371938,0.16734175325077966,36,-0.23153980540718125,0.08744364368359853,36,-0.41403544380094837,0.05207086020687601,36,-0.3881245679169073,0.05644006229962439,36,-0.020644882950310414,0.027977784286033903,27.0,-0.15469272358001496,0.0334507133185656,26.0,0.20812179590690796,0.1462890537839414,15.0,0.342425606857677,0.016091441611919843,15.0,-0.37592826728284723,0.00821474978832606
