,Fecha,ventas_20007,ventas_20012,ventas_20014,ventas_20051,ventas_20074,ventas_20087,ventas_20358,ventas_20426,ventas_20520,ventas_20530,ventas_20733,ventas_20049,totales_ventas,edad_ventas_20007,diff_ventas_20007,fraccion_ventas_20007,edad_ventas_20012,diff_ventas_20012,fraccion_ventas_20012,edad_ventas_20014,diff_ventas_20014,fraccion_ventas_20014,edad_ventas_20051,diff_ventas_20051,fraccion_ventas_20051,edad_ventas_20074,diff_ventas_20074,fraccion_ventas_20074,edad_ventas_20087,diff_ventas_20087,fraccion_ventas_20087,edad_ventas_20358,diff_ventas_20358,fraccion_ventas_20358,edad_ventas_20426,diff_ventas_20426,fraccion_ventas_20426,edad_ventas_20520,diff_ventas_20520,fraccion_ventas_20520,edad_ventas_20530,diff_ventas_20530,fraccion_ventas_20530,edad_ventas_20733,diff_ventas_20733,fraccion_ventas_20733,edad_ventas_20049,diff_ventas_20049,fraccion_ventas_20049
10,2017-11-01,767.95742,396.01448,366.34556,210.68744,102.06482,180.48635,3.3174900000000003,12.13608,8.78597,8.80135,3.5849800000000003,160.98356,2221.1655,11,-0.15874584704952147,0.3457452495097731,11,-0.446833802236291,0.1782912979694669,11,-0.2974312482549437,0.16493393220811325,11,-0.13036121756027133,0.09485445366407862,11,-0.3373755885009776,0.045951019858718314,11,0.33607044917940193,0.08125749747148513,11,-0.8619768469883403,0.001493580734979001,11,-0.1818156076947659,0.005463834189753082,11,-0.327604508264156,0.003955567471221753,11,-0.1868724056662606,0.003962491763896027,11,0.139448993083808,0.0016140085013926248,4.0,0.29161281388293414,0.07247706665712213
11,2017-12-01,607.52412,675.98234,614.15073,3.05513,83.66596,16.04433,36.58875,2.66683,4.58027,9.01192,2.30082,201.01598,2256.58718,12,-0.20890910852843889,0.269222534535537,12,0.7069636948628748,0.2995595942364611,12,0.6764246576374503,0.27215909734983074,12,-0.9854992305189147,0.0013538719120082922,12,-0.180266422847755,0.037076325143352094,12,-0.9111050226235945,0.007109997850825333,12,10.02904605590371,0.01621419740583654,12,-0.7802560629132306,0.0011817979042139202,12,-0.47868362855780305,0.002029733236364482,12,0.02392473881847678,0.003993605954989073,12,-0.35820562457810096,0.0010196016446393176,5.0,0.24867396397495495,0.08907964282594215
12,2018-01-01,635.25815,329.61073,351.51633000000004,108.09600999999999,139.80741,78.69163999999999,9.27824,6.0047049999999995,0.0428,7.6395,4.02373,82.27553,1752.2447750000001,13,0.04565091176956062,0.3625396172175774,13,-0.5123974244652605,0.18810769745339945,13,-0.4276383421379308,0.20060914720090978,13,34.38180372029995,0.06169001702401994,13,0.6710190141845024,0.0797876027337562,13,3.9046385857184434,0.04490904531303282,13,-0.7464182296470909,0.005295059304713863,13,1.2516264628791485,0.0034268642632990583,13,-0.9906555727064126,2.4425811171273144e-05,13,-0.15228941224511536,0.004359836085115448,13,0.7488243321946088,0.0022963287192567026,6.0,-0.5907015452204347,0.0469543588737481
13,2018-02-01,383.80253,484.36575,460.13527,2.78841,64.6601,41.73951,13.5954,9.34258,9.78323,21.42274,2.47206,238.58781,1732.69539,14,-0.3958321825544466,0.2215060605661333,14,0.4695084410631899,0.2795446636468514,14,0.30900112094365556,0.26556039374006757,14,-0.9742043207700266,0.0016092903669582682,14,-0.5375059161742571,0.037317638387668356,14,-0.46958139390664616,0.024089352485666855,14,0.46529945334459977,0.007846387817768707,14,0.5558766000994222,0.005391934470374507,14,227.58014018691588,0.005646249223298274,14,1.804207081615289,0.012363823510836489,14,-0.3856297514992308,0.0014267135552314247,7.0,1.8998635438750742,0.13769749222914476
14,2018-03-01,1205.48871,831.62216,522.03441,291.39752,258.66194,286.34862,26.36088,8.77674,16.04148,16.31339,13.562389999999999,315.28474,3791.89298,15,2.140908711571026,0.3179121131208719,15,0.7169301504080337,0.21931583100744578,15,0.13452378905881304,0.13767118765044892,15,103.50311109198432,0.07684750638716602,15,3.0003331266113107,0.06821446210752499,15,5.860373300980293,0.07551600783838577,15,0.9389558232931728,0.006951905061413416,15,-0.0605657109706312,0.002314606463392329,15,0.6396915946982745,0.004230467495947104,15,-0.2385012374700903,0.004302175743367102,15,4.486270559776057,0.003576680584482107,8.0,0.32146206463775334,0.08314705653955455
15,2018-04-01,670.18111,590.48738,441.25536,246.12258,154.79084,132.4716,14.47992,9.32444,13.03848,11.65693,6.68216,213.76096,2504.25176,16,-0.4440585760442336,0.2676173061769157,16,-0.28995713630334236,0.23579393630934295,16,-0.15473893761141144,0.17620247574469108,16,-0.15537174098118609,0.09828188360742132,16,-0.40157086891098087,0.0618112134220882,16,-0.5373765028097569,0.0528986750118127,16,-0.45070422535211274,0.00578213430106564,16,0.062403580372666724,0.0037234435247037617,16,-0.18720217835262085,0.005206537221321549,16,-0.28543791327247126,0.004654855468684985,16,-0.5073021790407147,0.002668325967354017,9.0,-0.3220066407273628,0.08535921324459805
16,2018-05-01,718.11211,680.23243,533.08164,259.41005,181.21846,163.74431,23.52168,9.32439,4.41168,12.39568,4.30248,237.6192,2827.37411,17,0.07151947329580811,0.25398552935041196,17,0.1519847045672678,0.24058805221216373,17,0.20810235596911503,0.18854301527150927,17,0.05398720426220143,0.09174946077440031,17,0.17073116212819822,0.06409426306871006,17,0.2360710522104362,0.057913917164644335,17,0.6244343891402715,0.008319266954028945,17,-5.362252317552955e-06,0.0032978974968402744,17,-0.6616415410385259,0.0015603453339961436,17,0.06337431896734401,0.004384166904605347,17,-0.35612436697115896,0.0015217229247388134,10.0,0.11161177419861884,0.08404236254395071
17,2018-06-01,778.84928,509.51298,473.01072,285.61148000000003,163.13097,148.42243,16.653,5.98294,7.2290399999999995,9.24464,3.549,257.71189,2658.90837,18,0.08457895244239787,0.2929206921109508,18,-0.2509722301831449,0.19162487348144305,18,-0.11268615441342156,0.17789658543216363,18,0.10100391253153074,0.10741681933176209,18,-0.0998104166650572,0.061352610658034816,18,-0.09357198427230858,0.05582081416367123,18,-0.2920148560817085,0.006263096610583838,18,-0.3583558817252388,0.0022501489962965518,18,0.6386138613861386,0.0027187999712829512,18,-0.2542046906664257,0.0034768554284554,18,-0.17512690355329952,0.0013347582940588507,11.0,0.08455836060385682,0.09692394552129677
18,2018-07-01,694.87111,566.99689,542.35272,196.37743,132.39377,129.14911,13.5954,5.84161,10.0464,12.444840000000001,2.8173600000000003,285.20856000000003,2592.0952,19,-0.10782339042542348,0.26807314407279487,19,0.11282128671187136,0.21874076615704546,19,0.14659710037861295,0.20923333371397776,19,-0.31243159413620214,0.07576011482911583,19,-0.1884203839405847,0.05107596742588774,19,-0.1298544970595077,0.049824215561218584,19,-0.18360655737704915,0.005244946250430925,19,-0.02362216569111506,0.002253624789706798,19,0.3897280966767373,0.0038757835746156236,19,0.34616815798127354,0.0048010736642697385,19,-0.20615384615384605,0.0010869045241856858,12.0,0.10669538762840959,0.11003012543675093
19,2018-08-01,694.49793,582.80037,555.83892,227.38468,129.20779000000002,124.09482,18.85884,8.09592,13.180439999999999,9.46571,2.53344,350.45556,2716.41442,20,-0.0005370492378076382,0.2556671489028541,20,0.02787225164497822,0.2145476646380047,20,0.02486610558530997,0.20462228292839058,20,0.15789620018960426,0.08370765459270386,20,-0.024064425387991993,0.04756556622902923,20,-0.039135306468623815,0.045683316612639684,20,0.38714859437751015,0.0069425489207939044,20,0.3859055979430327,0.0029803699834578257,20,0.3119565217391303,0.00485214623474131,20,-0.23938676592065475,0.00348463398305771,20,-0.10077519379844967,0.0009326411983926959,13.0,0.22876943104372446,0.12901402577593443
20,2018-09-01,434.30577,320.11756,379.02228,190.30369,128.24735,73.28425,12.088439999999999,4.66833,5.77668,8.05293,2.03112,218.98968,1776.88808,21,-0.37464785532190137,0.24441931649403603,21,-0.4507251942890839,0.18015628761491834,21,-0.31810769925934657,0.2133067829460593,21,-0.16307602605417398,0.10709942406727159,21,-0.007433297945890146,0.07217525484216204,21,-0.4094495644540199,0.04124303090603208,21,-0.3590040532715693,0.006803152171519998,21,-0.4233725135623869,0.0026272504456217637,21,-0.5617232808616404,0.003251009483951291,21,-0.14925240684533964,0.004532041207682591,21,-0.19827586206896555,0.0011430770586293765,14.0,-0.37512853270183527,0.12324337276211567
21,2018-10-01,547.65697,422.68261,325.1976,152.49385,102.53173,96.30492,11.96832,6.43738,6.43188,6.0074499999999995,1.97652,212.2302,1891.9194300000001,22,0.26099399968828413,0.2894716134925471,22,0.32039807500719414,0.22341469900755762,22,-0.14200927713273215,0.17188765802780512,22,-0.19868159151301787,0.08060271890119548,22,-0.20051580013154277,0.05419455415181184,22,0.3141284791752661,0.050903288201865966,22,-0.009936766034326864,0.006326019919357771,22,0.3789470752924493,0.003402565615598123,22,0.11342155009451793,0.00339965851505632,22,-0.2540044431033177,0.003175320209064082,22,-0.026881720430107517,0.0010447167932516026,15.0,-0.030866660017951516,0.11217718716488893
22,2018-11-01,447.26564,344.45169,560.28336,164.93825,106.03458,56.07234,8.9544,5.31332,6.39912,4.84652,1.8018,303.43404,2009.79506,23,-0.18331060408123717,0.22254290942480476,23,-0.1850819460019896,0.17138647459905687,23,0.7229012760241772,0.2787763643920988,23,0.08160591394341478,0.08206719843365523,23,0.034163570633207976,0.05275890169617593,23,-0.4177624569959666,0.027899531208918384,23,-0.2518248175182482,0.004455379644529528,23,-0.17461451708614376,0.0026437123395059,23,-0.005093378607809797,0.0031839664288954915,23,-0.19324838325745528,0.0024114498520063036,23,-0.08839779005524862,0.0008965093187163073,16.0,0.4297401595060457,0.15097760266163654
23,2018-12-01,361.82904,325.60163,362.544,133.12208,59.22476,40.55346,6.68304,2.67204,7.36008,4.88333,1.97652,201.38664,1507.8366199999996,24,-0.19101981542780705,0.23996568010133626,24,-0.05472482948189334,0.21593959563072562,24,-0.35292741872612465,0.24043984287899844,24,-0.19289746314150902,0.08828680656396318,24,-0.4414580601913074,0.039277968988443865,24,-0.2767653356360729,0.026895128730856803,24,-0.2536585365853658,0.004432204332588767,24,-0.49710538796835124,0.0017721018076878917,24,0.15017064846416384,0.004881218497001354,24,0.0075951404306595265,0.0032386333739526773,24,0.09696969696969696,0.00131083167352707,17.0,-0.33630834562925105,0.13355998742091835
24,2019-01-01,377.66902,271.31067,287.51268,144.04849000000002,87.62582,80.78586,10.865400000000001,3.60568,5.6784,5.08606,1.77996,138.06156,1414.0296000000003,25,0.04377752543024177,0.26708706805006055,25,-0.16674044291485882,0.19187057328927198,25,-0.2069578313253012,0.20332861490311088,25,0.08207811957265093,0.10187091557347878,25,0.47954706781420475,0.06196887250450767,25,0.9920830429758644,0.05713166117597537,25,0.6258169934640524,0.007683997562710143,25,0.3494109369620215,0.0025499324766610253,25,-0.228486646884273,0.004015757520210325,25,0.04151470410560004,0.0035968553982179715,25,-0.09944751381215473,0.0012587855303736212,18.0,-0.3144452879297257,0.09763696601542143
25,2019-02-01,368.79546,330.26012,332.43756,133.21935,59.26363,80.65929,20.081879999999998,4.6008,7.28364,6.756810000000001,4.00764,155.36976,1502.7359400000003,26,-0.023495599400766305,0.2454160110125535,26,0.21727656343187665,0.21977255698030349,26,0.15625356071252242,0.22122154075851808,26,-0.07517704628490048,0.08865120375040739,26,-0.3236738897279364,0.03943715487366329,26,-0.001566734574590169,0.05367495902174269,26,0.8482412060301504,0.013363545427681723,26,0.275986776419427,0.003061615735363326,26,0.28269230769230774,0.004846919412867705,26,0.3284959280857876,0.004496338857776969,26,1.2515337423312884,0.0026668956889392024,19.0,0.1253658150755361,0.10339125848018248
26,2019-03-01,576.23305,431.85211,410.47188,156.95024,127.5468,48.27889,7.38192,7.3649000000000004,4.30248,5.21505,2.09664,222.06912,1999.7630800000002,27,0.562473274481199,0.2881506593271039,27,0.3076120422895747,0.21595163663087527,27,0.2347337647406628,0.20526025512982266,27,0.17813395726671852,0.0784844172640691,27,1.1521935122772604,0.06378095549198758,27,-0.40144662815653354,0.024142304897438148,27,-0.6324089178901576,0.003691397282922135,27,0.6007868196835335,0.003682886274708102,27,-0.40929535232383807,0.002151494866081836,27,-0.22817868195198632,0.0026078339240066376,27,-0.4768392370572208,0.0010484441986997777,20.0,0.4292943491706493,0.1110477147122848
27,2019-04-01,511.54994999999997,493.50316,563.16624,246.2008,141.21714,150.6451,11.61888,4.79734,10.3194,6.88582,1.9546800000000002,271.66776,2413.5262699999994,28,-0.1122516315230445,0.2119512666418999,28,0.14275963593184712,0.20447391276996546,28,0.37199712681901625,0.23333752236307756,28,0.5686551355384992,0.10200875087222483,28,0.107179011939147,0.05851071179763875,28,2.1203099325605876,0.06241701276365227,28,0.5739644970414202,0.004814068172541583,28,-0.3486211625412429,0.0019876891582373377,28,1.398477157360406,0.004275652653244169,28,0.32037468480647363,0.0028530122441965387,28,-0.06770833333333316,0.0008098855290272025,21.0,0.22334775767112505,0.11256051503429464
28,2019-05-01,394.67651,329.06109000000004,438.05580000000003,128.52975,75.19129,58.22269,6.79224,3.14503,2.1839999999999997,3.9681,1.37592,213.72624000000002,1654.92866,29,-0.2284692628745247,0.2384855127229472,29,-0.3332138136663602,0.19883702418930857,29,-0.22215543318079575,0.26469769397793863,29,-0.47794747214468836,0.07766482816244176,29,-0.4675484151569704,0.04543476212442897,29,-0.6135108941479013,0.03518138963162315,29,-0.4154135338345865,0.004104249424262191,29,-0.34442211725664634,0.001900402159933589,29,-0.7883597883597885,0.0013196943486373605,29,-0.42372876433017415,0.0023977468611849407,29,-0.2960893854748604,0.0008314074396415372,22.0,-0.21328081035453,0.12914528895765212
29,2019-06-01,536.13689,258.41742,455.82264000000004,154.91658,107.05606,70.03442,8.058959999999999,3.94356,6.8905199999999995,7.78263,2.73,224.96292,1836.7525999999998,30,0.35842107755538827,0.2918939055809694,30,-0.21468253812688712,0.1406925570705603,30,0.0405583946154805,0.24816768464081668,30,0.20529745059023302,0.08434264908621882,30,0.4237827280260787,0.058285508892161095,30,0.20287159524920606,0.03812947916883308,30,0.1864951768488745,0.004387613225646176,30,0.25390218853238283,0.0021470284021919994,30,2.155,0.0037514687606812155,30,0.9612988583957057,0.004237168358983132,30,0.9841269841269841,0.001486318843376076,23.0,0.052575107296137236,0.12247861796956216
30,2019-07-01,573.37257,427.69487,523.3519200000001,175.49517,103.86478,134.84404,10.23204,5.94602,8.48484,3.75308,1.39776,251.03988,2219.47697,31,0.06945181481542895,0.2583367963489164,31,0.6550543303156575,0.1927007469692285,31,0.1481481481481482,0.23579966229611296,31,0.13283658856915115,0.07907050731866797,31,-0.029809428817014243,0.04679696225908574,31,0.9253966835164767,0.06075487235175051,31,0.26964769647696485,0.004610113165535571,31,0.5077797725912626,0.0026790185617470044,31,0.23137876386687808,0.0038229006719542576,31,-0.5177619904839367,0.0016909749687558145,31,-0.48800000000000004,0.0006297699948650514,24.0,0.11591670307266644,0.11310767509338021
31,2019-08-01,307.82899,301.48373,262.11276,128.83116,85.01819,70.97821,12.68904,6.2990900000000005,8.0808,3.99268,4.68359,211.35660000000001,1403.35484,32,-0.46312571248394396,0.2193522131580064,32,-0.2950962212850484,0.21483071950640795,32,-0.499165379960773,0.18677582641892623,32,-0.2658991127790012,0.09180227005167134,32,-0.18145313550945752,0.060582104808218004,32,-0.4736273846437707,0.050577521790568666,32,0.24012806830309508,0.009041932687530405,32,0.05937921500432233,0.004488593918270878,32,-0.04761904761904764,0.005758201539391135,32,0.06384089867522137,0.002845096540230695,32,2.350782680860806,0.0033374239119736814,25.0,-0.1580756013745704,0.15060809566880462
32,2019-09-01,369.74894,330.62376,503.64132,132.11015,95.92517,63.55444,15.63744,5.07985,11.04012,7.16967,4.44951,220.82424,1759.8046099999997,33,0.20115048293534676,0.21010795056389817,33,0.09665539828633547,0.18787526644790417,33,0.9214681498146067,0.28619161305640634,33,0.02545183944629539,0.07507091937894175,33,0.128289957713755,0.05450898892690138,33,-0.1045922403509472,0.03611448659632731,33,0.23235800344234075,0.008885895576782245,33,-0.19355811712485455,0.002886598870768955,33,0.3662162162162162,0.0062734919190829954,33,0.7957036376569121,0.004074128434065189,33,-0.04997875561268165,0.002528411378579126,26.0,0.04479462671144401,0.12548224885034256
33,2019-10-01,445.34884,282.29947,512.00604,172.57611,100.56634,104.34153,12.64536,17.23961,10.03548,11.15103,5.89182,260.5512,1934.65283,34,0.20446279034633605,0.23019574008014657,34,-0.1461609716131715,0.14591737888187412,34,0.01660848637280193,0.2646500871166637,34,0.3063047010392464,0.0892026245349663,34,0.04838323455668624,0.05198159506478483,34,0.6417661771545782,0.05393294775269835,34,-0.191340782122905,0.006536242474056702,34,2.393724224140476,0.008910957941740896,34,-0.09099901088031653,0.005187225244955189,34,0.5553058927398333,0.005763840326845618,34,0.3241502996959216,0.0030454146132254645,27.0,0.1799030758579764,0.13467594596804222
34,2019-11-01,357.85913,357.11018,415.85544,105.18797,71.36738,57.58039,5.5691999999999995,1.43562,3.34152,2.41154,2.22247,153.36048,1533.30132,35,-0.19645208910839423,0.2333912619340861,35,0.26500478374968267,0.23290280608380354,35,-0.18779192526713162,0.27121573207802363,35,-0.3904835959044389,0.06860228229634603,35,-0.2903452586620931,0.04654491525514372,35,-0.44815463219678686,0.03755321230663259,35,-0.5595854922279794,0.0036321627897639842,35,-0.9167254943702322,0.000936293461222612,35,-0.6670293797606094,0.0021792976738583907,35,-0.7837383631825938,0.0015727763150950656,35,-0.622787186302365,0.0014494672188764567,28.0,-0.41139983235540656,0.10001979258714784
35,2019-12-01,390.43432,173.13004,272.02812,132.46038000000001,98.07553,89.63007999999999,10.92,8.05316,6.9887999999999995,2.70755,1.11124,124.84836,1310.3875800000003,36,0.09102796958121488,0.2979533124085318,36,-0.5151915299642256,0.13212124614306858,36,-0.34585893598025313,0.20759363424369448,36,0.25927308987900427,0.10108488665620594,36,0.3742346993822669,0.07484467305466981,36,0.5566077270404037,0.06839967149261288,36,0.9607843137254903,0.00833341231759843,36,4.609534556498238,0.006145632119010162,36,1.091503267973856,0.0053333838832629946,36,0.12274729011337149,0.002066220743636779,36,-0.49999775025084703,0.0008480239106051354,29.0,-0.1859156935346055,0.09527590302710284
