,Fecha,ventas_20801,ventas_20862,ventas_20865,ventas_20882,ventas_20885,ventas_20937,ventas_20976,ventas_21028,ventas_21057,ventas_21080,ventas_21074,ventas_21135,ventas_21163,ventas_21140,ventas_21112,totales_ventas,edad_ventas_20801,diff_ventas_20801,fraccion_ventas_20801,edad_ventas_20862,diff_ventas_20862,fraccion_ventas_20862,edad_ventas_20865,diff_ventas_20865,fraccion_ventas_20865,edad_ventas_20882,diff_ventas_20882,fraccion_ventas_20882,edad_ventas_20885,diff_ventas_20885,fraccion_ventas_20885,edad_ventas_20937,diff_ventas_20937,fraccion_ventas_20937,edad_ventas_20976,diff_ventas_20976,fraccion_ventas_20976,edad_ventas_21028,diff_ventas_21028,fraccion_ventas_21028,edad_ventas_21057,diff_ventas_21057,fraccion_ventas_21057,edad_ventas_21080,diff_ventas_21080,fraccion_ventas_21080,edad_ventas_21074,diff_ventas_21074,fraccion_ventas_21074,edad_ventas_21135,diff_ventas_21135,fraccion_ventas_21135,edad_ventas_21163,diff_ventas_21163,fraccion_ventas_21163,edad_ventas_21140,diff_ventas_21140,fraccion_ventas_21140,edad_ventas_21112,diff_ventas_21112,fraccion_ventas_21112
19,2018-08-01,2.9505,1.82582,3.10123,1.69257,2.67317,1.68815,0.99037,0.9193899999999999,0.49247,0.5951,,,,,,16.928769999999997,20,0.26143651132962803,0.1742890948367779,20,-0.21796376408103818,0.10785308087947325,20,0.6322005442019336,0.1831928722523846,20,-0.0537217805508034,0.09998186519162351,20,0.68135531388964,0.15790692412975074,20,0.1606553544909521,0.09972077120783142,20,-0.019503598760481997,0.058502182970174454,20,-0.04648364982731986,0.0543093207598662,20,-0.3228232770474671,0.029090713619477383,20,-0.10214242607121302,0.03515317415264075,,,,,,,,,,,,,,,
20,2018-09-01,2.07258,2.20144,1.01333,1.37153,2.1905,1.2274,0.8746499999999999,0.61912,0.01201,0.42696,,,,,,12.00952,21,-0.2975495678698526,0.17257808805014688,21,0.20572674195703838,0.18330790905881333,21,-0.6732490012027487,0.08437722739959633,21,-0.18967605475696722,0.1142035651716305,21,-0.18056090708783942,0.18239696507437433,21,-0.27293190770962295,0.10220225287938235,21,-0.1168452194634329,0.0728297217540751,21,-0.32659698278206195,0.05155243506817924,21,-0.9756127276788433,0.0010000399682918218,21,-0.28254074945387325,0.035551795575510095,,,,,,,,,,,,,,,
21,2018-10-01,1.8694899999999999,1.3999,1.1684,1.0504799999999999,1.1924299999999999,0.8080299999999999,0.66498,0.33846,1.0887,0.30683,,,,,,9.887699999999999,22,-0.09798897991874861,0.1890722817237578,22,-0.3640980449160549,0.14157994275716296,22,0.1530301086516732,0.1181670155850198,22,-0.23408164604492798,0.10624108741163263,22,-0.4556356996119608,0.12059730776621459,22,-0.3416734560860356,0.08172072372745937,22,-0.23971874464071335,0.06725325404290179,22,-0.4533208424861093,0.034230407475954974,22,89.64945878434638,0.11010649594951305,22,-0.2813612516394979,0.031031483560383107,,,,,,,,,,,,,,,
22,2018-11-01,1.7712299999999999,1.27108,1.15314,1.34311,1.70787,1.40866,0.54159,0.58854,0.46951,0.39855999999999997,,,,,,10.653289999999998,23,-0.05255978903337275,0.16626131457981527,23,-0.09202085863275944,0.11931337643113069,23,-0.013060595686408806,0.10824261800814586,23,0.27856789277282784,0.1260746680133555,23,0.4322601746014443,0.16031385609515936,23,0.7433263616449887,0.13222769679601326,23,-0.1855544527654967,0.050837816299002477,23,0.73887608580039,0.05524490556438434,23,-0.568742536970699,0.04407183133097851,23,0.29896033634260005,0.03741191688201485,,,,,,,,,,,,,,,
23,2018-12-01,1.5659,1.72973,1.32783,0.87573,0.65736,0.80369,0.52848,0.45204,0.35268,0.41052,,,,,,8.70396,24,-0.11592509160301023,0.17990661721791001,24,0.3608348805740001,0.19872908423292385,24,0.15149071231593736,0.1525546992403458,24,-0.3479834116341923,0.10061282450746556,24,-0.6150995099158602,0.07552424413715136,24,-0.42946488151860635,0.09233613205943042,24,-0.024206503074281405,0.060717190795913575,24,-0.23192986033234778,0.05193498131884797,24,-0.24883389065195627,0.040519487681469124,24,0.030008028904054664,0.047164738808542314,,,,,,,,,,,,,,,
24,2019-01-01,1.89347,1.96123,1.7034999999999998,1.39771,1.63574,0.91286,0.66496,0.35050000000000003,0.12009,0.30244,,,,,,10.9425,25,0.2091896034229516,0.1730381539867489,25,0.13383591658813807,0.1792305231893991,25,0.2829202533456841,0.1556774046150331,25,0.5960512943487147,0.12773223669179803,25,1.4883473287087743,0.1494850354123829,25,0.13583595664995207,0.08342334932602238,25,0.2582500756887679,0.06076856294265478,25,-0.22462613927970967,0.032031071510166785,25,-0.6594930248383803,0.01097464016449623,25,-0.26327584526941444,0.02763902216129769,,,,,,,,,,,,,,,
25,2019-02-01,1.8367099999999998,1.1203699999999999,0.93689,1.12257,1.38244,0.76,0.52516,0.28169,0.23477,0.1834,,,,,,8.383999999999999,26,-0.02997670942766463,0.21907323473282445,26,-0.42874114713725575,0.1336319179389313,26,-0.45002054593484,0.1117473759541985,26,-0.1968505627061407,0.133894322519084,26,-0.15485346081895662,0.16489026717557254,26,-0.16745174506496066,0.09064885496183207,26,-0.2102382098171319,0.06263835877862596,26,-0.19631954350927255,0.03359852099236642,26,0.954950453826297,0.02800214694656489,26,-0.3935987303266763,0.021875000000000006,,,,,,,,,,,,,,,
26,2019-03-01,1.3999,1.7296699999999998,0.99153,1.08977,0.1332,0.96746,0.78508,0.5295799999999999,0.79599,0.41712,,,,,,8.8393,27,-0.23782197516211048,0.15837226929734255,27,0.5438381963101475,0.19567952213410564,27,0.05832061394614098,0.11217290961954002,27,-0.029218667878172552,0.12328691185953639,27,-0.9036486212783195,0.015069066555043953,27,0.27297368421052626,0.10944984331338455,27,0.4949348769898699,0.08881698777052482,27,0.8800099400049698,0.059911983980631946,27,2.390509860714742,0.09005124840202279,27,1.2743729552889858,0.04718925706786736,,,,,,,,,,,,,,,
27,2019-04-01,1.4566599999999998,1.53969,1.13348,1.23172,1.53964,1.00243,0.65293,0.5252,0.38541,0.41162,,,,,,9.878779999999999,28,0.040545753268090526,0.14745343048433107,28,-0.10983598027369373,0.1558583144882263,28,0.14316258711284582,0.11473886451565883,28,0.13025684318709455,0.12468341232419389,28,10.558858858858857,0.15585325313449638,28,0.03614619725880134,0.10147305638955417,28,-0.16832679472155704,0.0660941938174552,28,-0.008270705087050002,0.053164459579016846,28,-0.5158105001319112,0.03901392682092323,28,-0.013185654008438831,0.04166708844614416,,,,,,,,,,,,,,,
28,2019-05-01,2.3018799999999997,2.02676,1.7253699999999998,1.50473,2.06599,1.16185,0.92925,0.66063,0.47824,0.33959,0.48238,1.08533,0.95379,,,15.71579,29,0.5802452185135858,0.14646925162527621,29,0.31634290019419486,0.1289632910595013,29,0.5221883050428766,0.10978576323557389,29,0.22164940083785276,0.0957463799147227,29,0.34186563092671035,0.13145950664904535,29,0.15903354847720053,0.07392883208543764,29,0.42320003675738593,0.05912843070567881,29,0.257863670982483,0.04203606691104934,29,0.24086038244985866,0.03043054151270792,29,-0.17499149701180697,0.021608204232812987,1.0,,0.03069397084079133,1.0,,0.0690598436349684,1.0,,0.060689917592434105,,,,,,
29,2019-06-01,2.06822,1.5244,1.41301,1.27978,1.28416,0.9543699999999999,0.7676,0.6300399999999999,0.49790999999999996,0.48917,0.5415,1.25485,1.27003,0.45861999999999997,,14.433659999999998,30,-0.10150833231966895,0.1432914451358838,30,-0.24786358522962756,0.10561423783018307,30,-0.18103942922387647,0.0978968605329487,30,-0.14949525828553958,0.088666353509782,30,-0.378428743604761,0.08896981084492776,30,-0.17857726901062967,0.06612113628837038,30,-0.17395749260156046,0.05318124439677809,30,-0.04630428530342266,0.043650744163296076,30,0.04112997658079618,0.03449644788639888,30,0.44047233428546184,0.033890918866039524,2.0,0.12255897839877276,0.0375164719135687,2.0,0.15619212589719267,0.08693914086932907,2.0,0.33156145482758254,0.08799084916784794,1.0,,0.03177433859464613,,,
30,2019-07-01,1.82574,1.86293,1.42393,1.30815,1.65319,1.12686,0.87245,0.64423,0.39853,0.5350199999999999,2.2065099999999997,0.98412,0.93606,1.26787,1.27941,18.324999999999996,31,-0.1172409124754621,0.099631105047749,31,0.22207425872474415,0.10166057298772171,31,0.007728183098491743,0.0777042291950887,31,0.022167872603103666,0.07138608458390179,31,0.28737073261898827,0.09021500682128242,31,0.18073703071135938,0.0614930422919509,31,0.13659458051068266,0.04760982264665758,31,0.02252237953145838,0.035155798090040935,31,-0.1995943041915205,0.021747885402455668,31,0.09373019604636414,0.029196180081855393,3.0,3.074810710987996,0.12040982264665759,3.0,-0.21574690202016178,0.0537036834924966,3.0,-0.2629622922293174,0.05108103683492498,2.0,1.7645327286206447,0.0691879945429741,1.0,,0.06981773533424285
31,2019-08-01,1.86729,1.67513,1.24486,1.19458,1.27755,0.92596,0.80912,0.78399,0.42692,0.42038,1.03014,0.40732,0.22261999999999998,0.61592,1.04842,13.950199999999999,32,0.02275789542870287,0.13385399492480396,32,-0.10080894075461772,0.12007928201746212,32,-0.12575758639820767,0.08923599661653597,32,-0.08681726101746738,0.0856317472150937,32,-0.22722131152499106,0.09157933219595418,32,-0.17828301652379175,0.06637610930309243,32,-0.07258868703077541,0.05800060214190478,32,0.21694115455660246,0.05619919427678456,32,0.07123679522244254,0.030603145474616854,32,-0.21427236364995697,0.030134334991613023,4.0,-0.5331360383592187,0.07384410259351122,4.0,-0.586107385278218,0.029198147696807217,4.0,-0.762173364955238,0.015958194147754155,3.0,-0.5142088699945578,0.04415133833206693,2.0,-0.1805441570724006,0.07515447807199897
32,2019-09-01,3.8459700000000003,2.07043,1.8062,2.2975299999999996,1.2295399999999999,0.75344,0.78399,0.82331,0.52957,0.63004,3.40467,0.7008,0.98667,0.8223199999999999,1.2679,21.95238,33,1.0596532943463526,0.17519603796945935,33,0.23598168500355196,0.09431460279022137,33,0.4509262085696383,0.08227809467583924,33,0.9232952167288919,0.10465972254489032,33,-0.037579742475832734,0.05600941674661243,33,-0.18631474361743489,0.034321563311130725,33,-0.03105843385406366,0.03571321196152763,33,0.050153700940063044,0.03750436171385517,33,0.24044317436522056,0.024123580222281137,33,0.4987392359293974,0.02870030493276811,5.0,2.305055623507484,0.15509343406045265,5.0,0.7205145831287438,0.031923645636600675,5.0,3.432081573982572,0.04494592385882533,4.0,0.33510845564358993,0.03745926409801579,3.0,0.209343583678297,0.057756835477519974
33,2019-10-01,2.01796,2.7169,2.02893,1.50471,1.55496,0.9958499999999999,0.84297,0.68791,0.8135,0.52302,2.163,0.52622,0.56164,1.29896,1.43658,19.67311,34,-0.47530531959427663,0.10257452939570814,34,0.31223948648348404,0.1381022115974546,34,0.12331414018381125,0.10313214331643547,34,-0.34507492829255754,0.07648561920306449,34,0.26466808725214314,0.0790398671079458,34,0.32173763007007844,0.0506198562403199,34,0.07523055141009456,0.04284884291299138,34,-0.1644581020514751,0.03496701843277448,34,0.5361519723549295,0.04135085911683511,34,-0.16986223096946226,0.026585527148478304,6.0,-0.3646961379516958,0.1099470292190711,6.0,-0.2491152968036529,0.026748185721525472,6.0,-0.4307721933371847,0.02854861280194133,5.0,0.5796283685183383,0.06602718126417226,4.0,0.13303888319268076,0.07302251652128208
34,2019-11-01,1.8061,2.1861699999999997,1.5047599999999999,1.4522899999999999,1.05917,0.77091,0.78291,0.49136,0.8386,0.43022,1.5716599999999998,0.24541000000000002,0.23276,0.7944399999999999,0.88944,15.0562,35,-0.10498721481099721,0.11995722692312802,35,-0.1953439581876404,0.1452006482379352,35,-0.2583479962344684,0.09994288067374237,35,-0.034837277614955794,0.09645793759381516,35,-0.31884421464217727,0.0703477637119592,35,-0.2258773911733694,0.05120216256425924,35,-0.0712480871205381,0.051999176419016746,35,-0.2857205157651437,0.03263506063947078,35,0.030854333128457298,0.05569798488330389,35,-0.17743107338151512,0.028574275049481276,7.0,-0.2733888118354138,0.10438623291401547,7.0,-0.5336361217741629,0.016299597508003347,7.0,-0.5855708282885835,0.015459412069446473,6.0,-0.3884030301164008,0.05276497389779625,5.0,-0.3808628826796976,0.05907466691462653
35,2019-12-01,1.66194,1.30819,1.69039,1.48505,1.47849,1.03081,0.61586,0.54486,0.67593,0.37669,0.00311,0.29346,0.339,0.55694,0.55859,12.61931,36,-0.07981839322296665,0.13169816733244527,36,-0.4016064624434513,0.10366573132762409,36,0.12336186501501914,0.13395264875813337,36,0.022557478189617862,0.11768076067550444,36,0.3958948988358811,0.11716092242761292,36,0.337134036398542,0.0816851317544303,36,-0.21337063008519502,0.04880298526623088,36,0.10888147183327904,0.04317668715642931,36,-0.19397805866921056,0.0535631504416644,36,-0.12442471293756675,0.029850284999734536,8.0,-0.9980212005141061,0.0002464477059363784,8.0,0.19579479238824815,0.02325483722961081,8.0,0.4564358137136966,0.026863592383418747,7.0,-0.29895272141382606,0.04413395027144907,6.0,-0.37197562511243026,0.04426470226977545
