,Fecha,ventas_20680,ventas_20696,ventas_20826,ventas_20830,ventas_20809,ventas_21252,ventas_20933,ventas_21039,totales_ventas,edad_ventas_20680,diff_ventas_20680,fraccion_ventas_20680,edad_ventas_20696,diff_ventas_20696,fraccion_ventas_20696,edad_ventas_20826,diff_ventas_20826,fraccion_ventas_20826,edad_ventas_20830,diff_ventas_20830,fraccion_ventas_20830,edad_ventas_20809,diff_ventas_20809,fraccion_ventas_20809,edad_ventas_21252,diff_ventas_21252,fraccion_ventas_21252,edad_ventas_20933,diff_ventas_20933,fraccion_ventas_20933,edad_ventas_21039,diff_ventas_21039,fraccion_ventas_21039
10,2017-11-01,5.30277,3.29789,2.43512,2.59022,5.2635,,,,18.889499999999998,11,-0.1309983055124923,0.2807258000476455,11,-0.37344043590849413,0.1745885280182112,11,-0.15986599919268318,0.1289139469017179,11,0.23414920025347927,0.13712485772519126,2.0,-0.17634263895843766,0.2786468673072342,,,,,,,,,
11,2017-12-01,4.53402,3.47697,2.33713,2.05512,3.26293,,,,15.666170000000001,12,-0.14497140173909104,0.2894147069768807,12,0.05430138664418761,0.2219412913302996,12,-0.040240316698971636,0.14918324006441908,12,-0.2065847688613322,0.13118203108992177,3.0,-0.38008359456635316,0.20827873053847876,,,,,,,,,
12,2018-01-01,5.9667200000000005,4.73934,3.44886,3.51183,3.71723,,,,21.38398,13,0.315988901681069,0.27902757110696885,13,0.3630661179130105,0.22163039808305096,13,0.47568171218545807,0.16128241795961273,13,0.7088199229242087,0.1642271457418123,4.0,0.1392306914337727,0.17383246710855507,,,,,,,,,
13,2018-02-01,4.36803,3.54246,2.91402,2.52685,5.21101,,,,18.56237,14,-0.267934476563338,0.23531639548182692,14,-0.25254149311929514,0.19084093248868544,14,-0.1550773299003149,0.15698534185020552,14,-0.280474852142615,0.13612755267781,5.0,0.40185299268541363,0.28072977750147204,,,,,,,,,
14,2018-03-01,9.78876,6.44284,3.7563,4.6082,4.76991,,,,29.36601,15,1.2410010920254668,0.3333363981010699,15,0.818747424106412,0.2193978684880922,15,0.2890440010706859,0.1279131894322722,15,0.8236935314719909,0.15692291870771685,6.0,-0.08464769785511822,0.16242962527084887,,,,,,,,,
15,2018-04-01,4.59079,2.98774,2.10088,2.05951,1.09201,,,,12.83093,16,-0.5310141427514823,0.35779090058164137,16,-0.5362697195646641,0.23285451639125146,16,-0.44070494901898144,0.16373559827697604,16,-0.5530771233887418,0.16051135810108852,7.0,-0.7710627663834327,0.08510762664904258,,,,,,,,,
16,2018-05-01,3.35903,2.9528,2.29024,1.62049,2.3762499999999998,,,,12.59881,17,-0.26831111856564993,0.26661486283228336,17,-0.011694458018435404,0.23437134142034047,17,0.09013365827653162,0.18178224768847215,17,-0.213167209676088,0.12862246513758044,8.0,1.176033186509281,0.1886090829213235,,,,,,,,,
17,2018-06-01,3.49004,2.95718,2.21675,2.00706,2.53346,,,,13.20449,18,0.039002331030088995,0.26430706524826025,18,0.0014833378488215499,0.22395261005915412,18,-0.03208834008662831,0.16787850193381193,18,0.23855130238384692,0.15199829754878832,9.0,0.06615886375591798,0.19186352520998537,,,,,,,,,
18,2018-07-01,3.228,2.45924,1.85131,1.34316,1.52008,,,,10.40179,19,-0.07508223401450981,0.31033120261032,19,-0.16838339228589408,0.2364246922885388,19,-0.16485395285891516,0.17797994383658966,19,-0.33078233834563997,0.1291277751233201,10.0,-0.3999984211315749,0.14613638614123148,,,,,,,,,
19,2018-08-01,4.7437,2.78246,2.30861,1.64231,1.6598899999999999,,,,13.136969999999998,20,0.4695477075588598,0.3610954428608728,20,0.1314308485548381,0.21180378732691027,20,0.2470142763772679,0.17573382598879347,20,0.22272104589177763,0.12501436784890277,11.0,0.09197542234619215,0.12635257597452076,,,,,,,,,
20,2018-09-01,2.33254,1.64678,1.86391,0.96312,1.17065,,,,7.976999999999999,21,-0.5082867803613214,0.2924081734988091,21,-0.4081568108795814,0.2064410179265388,21,-0.19262673210286704,0.23366052400651877,21,-0.413557732705762,0.12073711921775104,12.0,-0.2947424226906602,0.14675316535038235,,,,,,,,,
21,2018-10-01,3.91388,2.7562699999999998,1.87046,2.79548,2.13597,,,,13.472059999999999,22,0.6779476450564621,0.2905183023234754,22,0.6737329819405141,0.20459157693775118,22,0.00351411817094176,0.13883993984587362,22,1.9025251266716505,0.20750204497307762,13.0,0.8246017169948319,0.15854813591982223,,,,,,,,,
22,2018-11-01,3.1271199999999997,2.41989,1.59945,1.57904,2.053,,,,10.778500000000001,23,-0.2010179157255716,0.29012571322540237,23,-0.12204174482180617,0.22451083174838798,23,-0.14488949242432342,0.14839263348332327,23,-0.4351453059939617,0.14649904903279676,14.0,-0.03884417852310659,0.1904717725100895,,,,,,,,,
23,2018-12-01,3.03434,2.71693,1.23853,1.39336,1.34537,,,,9.72853,24,-0.0296694722300391,0.3119011813706696,24,0.12274938117021847,0.2792744638706979,24,-0.22565256807027423,0.1273090590253615,24,-0.11759043469449797,0.14322410477225234,15.0,-0.34468095470043836,0.13829119096101877,,,,,,,,,
24,2019-01-01,3.52438,2.76305,1.35549,1.36496,2.54656,,,,11.55444,25,0.16149805229473296,0.30502386961202793,25,0.016975041683076016,0.23913318170331058,25,0.09443453125883118,0.11731334448056333,25,-0.02038238502612389,0.11813294283409667,16.0,0.8928324550123758,0.2203966613700015,,,,,,,,,
25,2019-02-01,4.07685,3.096,0.97321,1.6445299999999998,2.82177,,,,12.612359999999999,26,0.15675664939648973,0.32324243836997996,26,0.1205008957492627,0.2454734879118579,26,-0.2820234749057537,0.0771631954685721,26,0.20481918884069855,0.13039034724666915,17.0,0.1080712804724805,0.22373053100292095,,,,,,,,,
26,2019-03-01,3.7961199999999997,3.18576,1.8605699999999998,1.90005,2.65579,0.38391,,,13.7822,27,-0.06885953616149737,0.27543643249989114,27,0.028992248062015523,0.23115032433138397,27,0.9117867675013612,0.13499804095137205,27,0.15537570004803816,0.13786260538956047,18.0,-0.058821236316212805,0.19269710205917778,1.0,,0.02785549476861459,,,,,,
27,2019-04-01,3.33285,3.19026,0.88018,0.79714,3.1799399999999998,0.23471,,,11.61508,28,-0.12203776487571512,0.2869416310520461,28,0.0014125357842397815,0.2746653488396119,28,-0.526929919325798,0.07577907341146164,28,-0.5804636720086314,0.06862974684634113,19.0,0.19736123714600914,0.2737768487173571,2.0,-0.3886327524680263,0.020207351133182033,,,,,,
28,2019-05-01,2.84266,2.63328,0.81679,0.89102,1.98749,0.47193999999999997,,,9.64318,29,-0.14707832635732185,0.29478450054857425,29,-0.17458765116322802,0.2730717460422807,29,-0.07201935967642976,0.08470131222273151,29,0.11777103143738876,0.09239898041932226,20.0,-0.37499135203808875,0.20610317343448947,3.0,1.0107366537429165,0.0489402873326019,,,,,,
29,2019-06-01,3.84072,2.56645,1.36499,0.7119599999999999,3.17121,0.07824,,,11.73357,30,0.351100729598334,0.3273274885648613,30,-0.025378995017620587,0.2187271222654316,30,0.6711639466692784,0.11633202853010634,30,-0.2009606967295909,0.06067718520450297,21.0,0.5955853865931401,0.2702681281144613,4.0,-0.8342162139254989,0.0066680473206364305,,,,,,
30,2019-07-01,4.01895,1.75552,1.5331,0.17908,1.79091,0.02691,2.62895,1.63576,13.56918,31,0.046405361494719764,0.29618223061378807,31,-0.3159734263281966,0.12937554074748805,31,0.12315841141693346,0.11298398281989037,31,-0.7484690151132085,0.01319755504754156,22.0,-0.4352597273595883,0.13198365708171017,5.0,-0.656058282208589,0.0019831706853324963,1.0,,0.19374420561890993,1.0,,0.12054965738533943
31,2019-08-01,2.25008,1.00693,0.94998,1.12473,2.40326,0.13446,4.72731,1.94374,14.54049,32,-0.4401323728834646,0.15474581668155613,32,-0.4264206616842872,0.06925007341568269,32,-0.38035353205922634,0.06533342411431801,32,5.280600848782667,0.07735158856407177,23.0,0.3419211462329207,0.16528053731339176,6.0,3.9966555183946486,0.0092472812126689,2.0,0.7981741760018258,0.325113527810961,2.0,0.18827945419865988,0.13367775088734973
32,2019-09-01,5.3287700000000005,4.68731,1.15312,1.58773,2.54861,0.14427,3.06989,3.2366900000000003,21.756390000000003,33,1.3682580174927115,0.24492896110062376,33,3.6550505000347586,0.21544520943042478,33,0.2138360807595948,0.05300144003669725,33,0.4116543526001797,0.07297764013239329,24.0,0.06048034752794125,0.11714305544256191,7.0,0.07295850066934415,0.006631155260592405,3.0,-0.3506053125350358,0.1411029127534485,3.0,0.6651867019251547,0.148769625843258
33,2019-10-01,2.57087,4.88765,1.48726,1.42394,2.8203899999999997,0.10024999999999999,3.21692,1.5877299999999999,18.095010000000002,34,-0.5175490779298036,0.14207618564455063,34,0.04274093243246121,0.2701103784966131,34,0.28977036214791185,0.08219172025878957,34,-0.10315985715455404,0.07869241299120586,25.0,0.10663852060534947,0.15586562262192724,8.0,-0.30512234005683797,0.005540201414644147,4.0,0.04789422422301776,0.1777793988508434,4.0,-0.5094587371666734,0.08774407972142595
34,2019-11-01,8.38072,3.74269,1.89569,1.6816499999999999,3.39962,0.11982000000000001,4.12142,1.54406,24.885669999999998,35,2.259877006616437,0.33676891158646727,35,-0.23425572616697182,0.15039538818926718,35,0.2746190982074419,0.07617596793656752,35,0.18098374931528005,0.0675750341461572,26.0,0.20537230666680864,0.1366095427609544,9.0,0.19521197007481317,0.0048148191308492,5.0,0.2811695659201969,0.1656141867990695,5.0,-0.027504676487815863,0.0620461494506678
35,2019-12-01,5.18177,4.9990000000000006,1.78647,1.11598,3.19917,0.08560000000000001,3.68027,1.94374,21.992,36,-0.38170348132380033,0.23562068024736268,36,0.3356703333698491,0.22730993088395782,36,-0.05761490539064936,0.08123272098945071,36,-0.33637796212053633,0.05074481629683521,27.0,-0.05896247227631324,0.14546971626045835,10.0,-0.28559505925554995,0.003892324481629684,6.0,-0.10703835085965505,0.16734585303746818,6.0,0.25885004468738265,0.08838395780283739
