,Fecha,ventas_20470,ventas_20482,ventas_20560,ventas_20579,ventas_20596,ventas_20606,ventas_20713,ventas_20745,ventas_20910,totales_ventas,edad_ventas_20470,diff_ventas_20470,fraccion_ventas_20470,edad_ventas_20482,diff_ventas_20482,fraccion_ventas_20482,edad_ventas_20560,diff_ventas_20560,fraccion_ventas_20560,edad_ventas_20579,diff_ventas_20579,fraccion_ventas_20579,edad_ventas_20596,diff_ventas_20596,fraccion_ventas_20596,edad_ventas_20606,diff_ventas_20606,fraccion_ventas_20606,edad_ventas_20713,diff_ventas_20713,fraccion_ventas_20713,edad_ventas_20745,diff_ventas_20745,fraccion_ventas_20745,edad_ventas_20910,diff_ventas_20910,fraccion_ventas_20910
10,2017-11-01,17.16242,13.91517,3.48678,7.79214,9.13691,6.83657,4.54861,4.0292200000000005,,66.90782,11,0.2029064738923397,0.25650843204875007,11,-0.07282638244794834,0.20797524116015137,11,-0.7084495595111477,0.05211319095436079,11,-0.2503196571082216,0.11646082625319432,11,-0.1283886526284058,0.13655967269595692,11,-0.1716140304960207,0.10217893812711279,11,-0.38354023798552567,0.0679832342467592,11,-0.2519961460133701,0.060220464513714544,,,
11,2017-12-01,12.311729999999999,11.42194,4.74673,5.55617,7.62829,4.49237,3.83952,2.778,,52.77475,12,-0.2826343837291012,0.23328826759008806,12,-0.17917352069719597,0.21642812140275416,12,0.3613505870746076,0.0899432020047466,12,-0.28695197981555776,0.10528083979554617,12,-0.16511271316013842,0.14454431333165957,12,-0.34289124517118963,0.08512347287291745,12,-0.15589158006511883,0.07275297372322939,12,-0.3105365306436482,0.052638809279058646,,,
12,2018-01-01,14.68732,11.72017,13.40481,9.40718,7.8631,8.14456,4.01803,3.94578,,73.19095000000002,13,0.1929533867295661,0.2006712578536007,13,0.026110275487351557,0.16013140968931264,13,1.8240093706614864,0.18314846302719115,13,0.6931051425712317,0.12852927855151489,13,0.030781472649833764,0.10743268122629913,13,0.8129762241311379,0.11127823863469458,13,0.04649279076551252,0.054897907459870374,13,0.42036717062634993,0.053910763557516325,,,
13,2018-02-01,3.88415,9.54322,7.49266,6.4303,5.43338,5.23313,3.48952,3.67244,,45.178799999999995,14,-0.7355439930497871,0.08597284567097843,14,-0.1857438927933639,0.2112322593782925,14,-0.44104690778906974,0.16584459967949572,14,-0.31644764956129257,0.14233003089944843,14,-0.3090028105963298,0.12026392909948914,14,-0.3574692801084405,0.11583154045702854,14,-0.13153460775554193,0.0772379965824679,14,-0.0692740091946333,0.08128679823279947,,,
14,2018-03-01,12.05423,14.61047,10.03085,9.94454,10.03988,7.79678,5.13816,5.197,,74.81191000000001,15,2.1034409072770104,0.1611271520804642,15,0.5309790615746047,0.1952960431032973,15,0.33875686338363137,0.134080923745965,15,0.5465126043885977,0.13292723043697185,15,0.847814804044628,0.13420162645225872,15,0.4898884606344578,0.10421843259983603,15,0.4724546642518168,0.06868104289811608,15,0.4151354412869918,0.06946754868309069,,,
15,2018-04-01,15.81185,9.28579,9.07798,8.01589,6.241779999999999,5.82493,4.86953,4.54431,,63.67206,16,0.31172625708983476,0.24833262815746812,16,-0.364442759199396,0.14583775049841327,16,-0.09499394368373558,0.1425739955641454,16,-0.1939405945373038,0.12589336672945717,16,-0.37830133427889584,0.09803012498731782,16,-0.25290568670656344,0.09148329738349914,16,-0.052281361421209135,0.07647828576615866,16,-0.12558976332499514,0.07137055091354041,,,
16,2018-05-01,15.22929,13.08842,7.37982,8.87179,7.72771,6.73287,4.69109,4.45394,,68.17492999999999,17,-0.036843253635722516,0.2233854878912234,17,0.4095106609130724,0.19198288872463823,17,-0.18706364191152663,0.10824829596451366,17,0.10677541732733359,0.13013273354296076,17,0.23806189900957753,0.1133511981603795,17,0.15587140102971195,0.09875873726603021,17,-0.036644193587471514,0.06880960493835492,17,-0.019886407397382674,0.06533105351189948,,,
17,2018-06-01,12.49238,9.40335,10.18001,7.64755,9.13674,5.40707,4.16945,4.50809,,62.94464,18,-0.17971356511038925,0.19846614421815742,18,-0.28155193675019596,0.14939079800917124,18,0.3794387939001222,0.1617295769743063,18,-0.13799244571839514,0.12149644513019695,18,0.1823347408223134,0.14515517127431343,18,-0.19691454015895155,0.0859019926081077,18,-0.11119803712996333,0.06623995307622699,18,0.012157774913896443,0.07161991870951999,,,
18,2018-07-01,11.67052,10.25224,7.98043,9.49969,7.33934,7.1349,4.1603200000000005,2.44823,,60.48567,19,-0.06578890491643713,0.19294685832197941,19,0.09027527423737294,0.1694986597651973,19,-0.2160685500308938,0.13193918493421666,19,0.24218736719603004,0.157056869833797,19,-0.19672224447669515,0.12134014552537817,19,0.3195501445329911,0.1179601713926621,19,-0.0021897372555132835,0.06878191148415816,19,-0.45692521666603814,0.04047619874261127,,,
19,2018-08-01,14.47052,12.83102,10.38763,7.7763,7.67791,5.13823,3.61817,2.83896,,64.73874,20,0.2399207576012038,0.22352180471847302,20,0.2515333234493145,0.1981969374133633,20,0.30163788166803035,0.16045462114338338,20,-0.1814153935549475,0.12011818580343082,20,0.046130851002951195,0.11859838483109185,20,-0.2798455479404056,0.07936870566217383,20,-0.13031449503884324,0.055888792398492766,20,0.15959693329466595,0.043852568029590935,,,
20,2018-09-01,13.26909,9.3399,4.18665,6.385,7.60123,4.52622,3.6679399999999998,3.4534,,52.429429999999996,21,-0.08302604191141716,0.25308476556010623,21,-0.27208437053328577,0.17814231434520653,21,-0.5969581126782528,0.07985305199770436,21,-0.17891542250170392,0.12178274682749746,21,-0.00998709284167171,0.1449802143567077,21,-0.11910910955718208,0.08632975792412774,21,0.013755572568453014,0.06995956278754127,21,0.2164313692338038,0.0658675862011088,,,
21,2018-10-01,12.77684,10.30188,9.53861,7.32461,6.79728,6.54309,3.82601,2.89997,,60.00829,22,-0.03709749500530935,0.21291791517472003,22,0.10299682009443362,0.17167428033693344,22,1.2783394838355249,0.15895487106864734,22,0.1471589663273297,0.12205996871432263,22,-0.10576577738076606,0.11327234953703896,22,0.44559698821533195,0.10903643479925856,22,0.04309503426991728,0.06375802409967023,22,-0.1602565587536919,0.048326156269408775,,,
22,2018-11-01,9.75988,6.63911,4.96349,5.49959,5.87128,3.56167,2.73508,2.25172,,41.28182,23,-0.2361272427298142,0.23642077795988645,23,-0.35554384248311965,0.16082406250499612,23,-0.4796422120204097,0.1202342823063518,23,-0.24916275405789515,0.13322062835407936,23,-0.13623096297342469,0.14222434960474123,23,-0.45565932915487944,0.08627696162620736,23,-0.2851351669232438,0.06625386186946214,23,-0.22353679520822628,0.054545075774275455,,,
23,2018-12-01,8.22454,6.706910000000001,5.77205,6.72609,3.988,5.13594,3.45793,2.8051,,42.816559999999996,24,-0.15731136038557866,0.19208782770031035,24,0.010212212179042217,0.1566428970473107,24,0.1629015068026731,0.13480882163349883,24,0.22301662487567248,0.1570908545665509,24,-0.320761401261735,0.09314153215484851,24,0.44200332989861496,0.1199521867240152,24,0.264288430320137,0.08076150909834888,24,0.24575879771907685,0.06551437107511673,,,
24,2019-01-01,9.127600000000001,8.4412,6.29136,6.50932,4.90027,4.46975,2.62447,2.04391,,44.407880000000006,25,0.10980066970310824,0.20554009783849173,25,0.2585825663382988,0.1900833815980407,25,0.08996976810665187,0.14167215368083322,25,-0.03222823363945477,0.14658029160590416,25,0.22875376128385153,0.11034685735954969,25,-0.12971140628589886,0.10065218154976098,25,-0.24102859225027692,0.059099195908473894,25,-0.27135930982852663,0.04602584045894557,,,
25,2019-02-01,8.26956,7.50171,5.86679,5.42743,4.61126,4.63459,2.726,2.43464,,41.47198,26,-0.09400499583680275,0.19940113782848082,26,-0.11129815666019051,0.1808862272792377,26,-0.06748461381958752,0.14146394746525243,26,-0.16620630111901083,0.13086980655372615,26,-0.05897838282380363,0.11118977198580823,26,0.03687902007942276,0.11175232048240764,26,0.038685906106756755,0.0657311273780514,26,0.1911679085674027,0.058705661027035595,,,
26,2019-03-01,12.88081,10.78069,5.70869,8.37028,7.39792,6.2267600000000005,3.94114,3.73561,,59.041900000000005,27,0.5576173339331234,0.2181638802274317,27,0.43709767506341884,0.1825938867143503,27,-0.02694829710966306,0.09668879219672807,27,0.5422179558280805,0.1417684728980605,27,0.6043163907478651,0.1252994907006719,27,0.34354063682008557,0.10546340818977709,27,0.44575935436537045,0.0667515781165579,27,0.5343582624125127,0.06327049095642247,,,
27,2019-04-01,0.23485,6.76558,0.01806,1.85431,0.14454,5.0139700000000005,3.47583,2.83437,,20.34151,28,-0.981767450959994,0.011545357252239387,28,-0.3724353450474877,0.33259969392636046,28,-0.9968364020467042,0.0008878396933167695,28,-0.7784649975866996,0.09115891593101987,28,-0.9804620758267188,0.00710566718006677,28,-0.19477063512966614,0.24648956739199798,28,-0.11806482388344482,0.17087374536108677,28,-0.24125644807675323,0.13933921326391208,,,
28,2019-05-01,8.87466,12.43815,5.4964200000000005,6.18177,0.75875,4.75875,3.2885,2.95867,,44.75567,29,36.788631041090056,0.19829130029781702,29,0.8384454843487181,0.2779122734616642,29,303.34219269102994,0.12280946749316902,29,2.3337306059936043,0.13812261105687837,29,4.249411927494119,0.016953159230997994,29,-0.05090178042549126,0.10632731003691823,29,-0.05389504089670675,0.07347672373131717,29,0.043854542632048854,0.066107154691238,,,
29,2019-06-01,8.53603,5.70429,6.28242,3.44884,1.37296,6.45729,0.52397,1.52899,,33.85479,30,-0.03815695474530857,0.25213655143038843,30,-0.5413875857744118,0.16849284842706158,30,0.14300217232307566,0.1855696047738001,30,-0.44209506338799404,0.10187155200194714,30,0.8095024711696869,0.04055437945413337,30,0.3569298660362491,0.19073490043801777,30,-0.8406659571233084,0.015476982725339606,30,-0.4832171212064881,0.04516318074931199,,,
30,2019-07-01,11.72903,14.2041,7.85405,1.93561,7.58759,7.44655,3.3630199999999997,3.03776,7.55149,64.7092,31,0.37406147822816926,0.18125753370463552,31,1.490073260651194,0.21950665438608422,31,0.25016315368918346,0.12137454952309719,31,-0.4387649180594055,0.02991243903494403,31,4.526446509730801,0.11725674247247687,31,0.1532004912277441,0.11507714513546762,31,5.418344561711547,0.05197128074524179,31,0.9867755838821705,0.046944793012431,1.0,,0.11669886198562184
31,2019-08-01,7.27587,8.01664,3.50919,4.95305,4.73321,3.15749,2.99254,2.3759099999999997,5.27066,42.28456,32,-0.3796699300794695,0.17206919026708567,32,-0.4356108447560915,0.1895878779393708,32,-0.5531999414314909,0.0829898667504167,32,1.5589090777584327,0.11713613668913665,32,-0.3761905954328054,0.11193707584990834,32,-0.5759794804305349,0.07467240997659666,32,-0.11016288930782443,0.0707714588965807,32,-0.21787435478773842,0.05618859460758253,2.0,-0.30203708142366603,0.124647389023322
32,2019-09-01,10.536719999999999,10.05359,5.13517,7.58206,5.79914,5.68252,3.51201,3.31101,4.77837,56.39059000000001,33,0.44817320815242695,0.18685245180091212,33,0.2540902422960241,0.17828488760270106,33,0.46334909195569346,0.09106430700583197,33,0.5307860813034393,0.13445612113652294,33,0.2252023468217131,0.10283878923770791,33,0.799695327617823,0.10077071369531689,33,0.17358832296310162,0.06228007190561403,33,0.3935755142240238,0.0587156474156415,3.0,-0.09340196483931813,0.0847370101997514
33,2019-10-01,9.51601,8.32821,5.98412,6.02369,3.61758,3.75826,2.6967,2.61533,3.64461,46.18451,34,-0.09687170200973352,0.2060433249156481,34,-0.17161829754346453,0.18032474524467185,34,0.1653207196645876,0.12956984928496587,34,-0.2055338522776132,0.13042663005410254,34,-0.37618681390688974,0.07832885961115534,34,-0.3386279326777557,0.081374902537669,34,-0.23214911119273585,0.05838970685192935,34,-0.2101111141313375,0.05662786072646435,4.0,-0.23726919430684515,0.0789141207733935
34,2019-11-01,8.4547,7.42504,3.50477,3.7989,3.3692,5.78874,1.52677,0.8831,2.7053,37.456520000000005,35,-0.11152888658166595,0.22572038192549654,35,-0.10844707326064067,0.19823090879772065,35,-0.41432157109148876,0.09356902349711077,35,-0.36934005568015615,0.1014215949586347,35,-0.0686591588852215,0.08994962692743479,35,0.5402712957592077,0.1545455904606194,35,-0.43383765342826414,0.04076112783568788,35,-0.6623370664505053,0.0235766696959568,5.0,-0.25772579233443366,0.07222507590133839
35,2019-12-01,8.27397,5.68619,5.1622,3.101,4.49828,2.34434,1.468,1.30308,5.20738,37.04444,36,-0.02137627591753705,0.22335254629304693,36,-0.23418729057351884,0.15349644912974794,36,0.4729069239921593,0.13935154641290298,36,-0.183711074258338,0.08371026799163382,36,0.33511812893268433,0.1214292887137719,36,-0.5950172230917263,0.06328453068800607,36,-0.038493027764496285,0.03962807913954158,36,0.47557468010417847,0.03517612899533641,6.0,0.9248807895612317,0.1405711626360123
