,Fecha,ventas_20235,ventas_20255,ventas_20272,ventas_20276,ventas_20296,ventas_20300,ventas_20307,ventas_20316,ventas_20320,ventas_20354,ventas_20362,ventas_20407,ventas_20411,ventas_20965,ventas_20627,ventas_20859,ventas_20966,ventas_21092,ventas_21179,ventas_20694,ventas_20762,totales_ventas,edad_ventas_20235,diff_ventas_20235,fraccion_ventas_20235,edad_ventas_20255,diff_ventas_20255,fraccion_ventas_20255,edad_ventas_20272,diff_ventas_20272,fraccion_ventas_20272,edad_ventas_20276,diff_ventas_20276,fraccion_ventas_20276,edad_ventas_20296,diff_ventas_20296,fraccion_ventas_20296,edad_ventas_20300,diff_ventas_20300,fraccion_ventas_20300,edad_ventas_20307,diff_ventas_20307,fraccion_ventas_20307,edad_ventas_20316,diff_ventas_20316,fraccion_ventas_20316,edad_ventas_20320,diff_ventas_20320,fraccion_ventas_20320,edad_ventas_20354,diff_ventas_20354,fraccion_ventas_20354,edad_ventas_20362,diff_ventas_20362,fraccion_ventas_20362,edad_ventas_20407,diff_ventas_20407,fraccion_ventas_20407,edad_ventas_20411,diff_ventas_20411,fraccion_ventas_20411,edad_ventas_20965,diff_ventas_20965,fraccion_ventas_20965,edad_ventas_20627,diff_ventas_20627,fraccion_ventas_20627,edad_ventas_20859,diff_ventas_20859,fraccion_ventas_20859,edad_ventas_20966,diff_ventas_20966,fraccion_ventas_20966,edad_ventas_21092,diff_ventas_21092,fraccion_ventas_21092,edad_ventas_21179,diff_ventas_21179,fraccion_ventas_21179,edad_ventas_20694,diff_ventas_20694,fraccion_ventas_20694,edad_ventas_20762,diff_ventas_20762,fraccion_ventas_20762
10,2017-11-01,23.51056,25.18223,25.29336,26.56212,18.55328,23.153760000000002,25.8427,12.975579999999999,19.37037,12.23796,12.93706,17.36704,16.32762,1.80464,,,,,,,,261.11828,11,0.5643452230053745,0.09003797053197501,11,-0.23924846337568548,0.09643993518952407,11,0.021798708559830914,0.09686552776006337,11,0.30805031849172554,0.1017244752071743,11,0.12535513689905753,0.07105316410631994,11,0.2751791845245373,0.088671539962656,11,0.42273495521385585,0.0989693253187789,11,-0.011157606430122357,0.049692346319070414,11,-0.03903659429564763,0.07418235904433806,11,-0.09981971326243974,0.046867496216657055,11,-0.26016700921741737,0.04954482696500605,11,0.3540928721407748,0.06651024202518489,11,0.06322036679612106,0.06252959386834196,11,0.05806133875856728,0.006911197484909903,,,,,,,,,,,,,,,,,,,,,
11,2017-12-01,18.02065,24.3027,23.50935,19.45849,19.93905,18.93456,22.23098,9.21062,14.60249,13.51674,15.255040000000001,12.4069,10.98725,1.7251,,,,,,,,224.09992,12,-0.23350826181936973,0.08041346021007058,12,-0.03492661293300867,0.10844582184589803,12,-0.07053274060860236,0.1049056599395484,12,-0.26743460235854666,0.08682952675752852,12,0.07469137532554895,0.08897392734455238,12,-0.18222526276509735,0.08449159642716518,12,-0.13975784264028146,0.09920119560952989,12,-0.2901573571277738,0.04110050552449997,12,-0.24614294925703542,0.06516062120861087,12,0.10449290568035859,0.060315684182305825,12,0.17917362986644572,0.06807249194912698,12,-0.28560652822818394,0.05536325046434644,12,-0.3270758383646851,0.04902835306679271,12,-0.044075272630552324,0.007697905470024265,,,,,,,,,,,,,,,,,,,,,
12,2018-01-01,12.20048,24.32134,21.79538,17.23048,16.20345,19.46341,14.46683,13.93248,14.81667,14.96603,14.7335,10.87961,13.24128,1.23096,,,,,,,,209.4819,13,-0.32297225682758385,0.05824121320266811,13,0.0007669929678594464,0.11610234583512943,13,-0.0729058863813759,0.10404421575324647,13,-0.11450066269273726,0.0822528342544153,13,-0.1873509520263002,0.07735011950913181,13,0.027930408734081934,0.09291213226536517,13,-0.3492491109253843,0.06906004766998963,13,0.5126538712920519,0.06650923063042678,13,0.014667361525328947,0.07073007262202606,13,0.10722185970877589,0.0714430697831173,13,-0.03418804539352251,0.07033304548030164,13,-0.12310004916618983,0.05193579970393623,13,0.20514960522423722,0.06320966155071155,13,-0.2864413657179294,0.005876211739534538,,,,,,,,,,,,,,,,,,,,,
13,2018-02-01,18.49629,24.472730000000002,23.43085,19.75131,25.22564,13.82509,23.41913,10.93345,18.04703,15.80335,14.01487,8.16209,11.82796,0.95763,,,,,,,,228.36741999999998,14,0.5160296971922415,0.08099355853825384,14,0.00622457479727691,0.1071638414971803,14,0.07503746206764911,0.10260154447600275,14,0.146300625403355,0.08648917608299819,14,0.5568067294310779,0.11046076537537623,14,-0.2896881892741303,0.06053880190090163,14,0.6188155940174869,0.1025502236702591,14,-0.215254570614851,0.04787657538890618,14,0.21802199819527593,0.07902629017746927,14,0.05594803698776496,0.069201421113397,14,-0.04877524009909385,0.06136983112564831,14,-0.2497810123708479,0.03574104397203419,14,-0.10673590468595186,0.0517935526880323,14,-0.2220462078377852,0.00419337399354076,,,,,,,,,,,,,,,,,,,,,
14,2018-03-01,20.71839,40.11592,31.13513,23.79553,28.03539,30.6604,27.7965,13.285680000000001,23.57342,23.11547,24.331500000000002,21.66093,19.84671,1.74288,,,,,,,,329.81385,15,0.12013760597395484,0.06281843530828071,15,0.6392090298058287,0.12163200544792162,15,0.32880924080859214,0.09440213017130723,15,0.20475705155759286,0.07214836490341446,15,0.11138468637465694,0.08500367707420413,15,1.2177360147384213,0.09296274246821351,15,0.18691428759309175,0.08427935940228101,15,0.2151406920962734,0.04028235927630086,15,0.30622157773328906,0.07147492441569692,15,0.46269430215745383,0.07008641389680875,15,0.7361202779619077,0.07377343310476502,15,1.653846012479647,0.06567622918200676,15,0.6779486910676061,0.060175489901348904,15,0.8199931079853389,0.0052844354474501296,,,,,,,,,,,,,,,,,,,,,
15,2018-04-01,16.77353,28.12673,16.71642,18.91588,21.2373,18.53954,19.84369,7.19245,14.31054,11.07714,12.375919999999999,17.52039,10.75043,1.21389,,,,,,,,214.59385,16,-0.1904037910281638,0.07816407599751811,16,-0.2988636431621163,0.1310695996180692,16,-0.46310100519895053,0.07789794535118318,16,-0.20506582538821358,0.08814735371027642,16,-0.24248244807723376,0.09896509149726332,16,-0.39532621883602304,0.08639362218441954,16,-0.28610832299030464,0.09247091657100144,16,-0.45863139861866314,0.03351657095485262,16,-0.3929374694041,0.06668662685347226,16,-0.5207910546486832,0.05161909346423488,16,-0.4913622259211311,0.05767136383451808,16,-0.19115245744296303,0.0816444180483271,16,-0.4583268461120257,0.050096636040594826,16,-0.3035148719361058,0.0056566858742689964,,,,,,,,,,,,,,,,,,,,,
16,2018-05-01,16.02657,30.97194,20.28208,27.66783,27.27662,22.30956,22.11892,11.89678,18.38608,16.98087,15.8932,21.928259999999998,10.17098,0.10394,,,,,,,,262.01363,17,-0.04453206927820211,0.06116693242256138,17,0.1011567999550606,0.11820736196052092,17,0.21330284833714402,0.0774084920696683,17,0.46267739063686153,0.10559691112252444,17,0.2843732489534922,0.10410382085847979,17,0.20335024493595863,0.08514656279522559,17,0.11465760652378669,0.0844189670590801,17,0.6540650265208656,0.04540519514194739,17,0.2847928869211085,0.07017222729977826,17,0.5329651877650728,0.06480910935816583,17,0.28420351779908093,0.06065791310169628,17,0.2515851530702227,0.08369129499102776,17,-0.05390016957461233,0.03881851489939665,17,-0.9143744490851725,0.00039669691992740995,,,,,,,,,,,,,,,,,,,,,
17,2018-06-01,25.83093,15.27767,22.33214,21.62949,19.49778,16.12381,13.69145,15.54006,13.73058,10.54729,8.69913,14.2418,5.14401,1.8822,,,,,,,,204.16834,18,0.611756601693313,0.12651780388673387,18,-0.5067254424488746,0.07482879079097181,18,0.10107740428989524,0.10938101372622219,18,-0.2182440762430591,0.10593949091225408,18,-0.28518342815202186,0.095498547913942,18,-0.27726902726902736,0.0789731160080941,18,-0.3810073005372776,0.0670596136501869,18,0.30624084836401116,0.07611395576806865,18,-0.2532078615996449,0.06725126922225062,18,-0.3788722250391175,0.0516597725190889,18,-0.45265081921828204,0.04260763446477549,18,-0.3505275840399557,0.06975518339425202,18,-0.49424637547217676,0.02519494452469957,18,17.10852414854724,0.009218863218459826,,,,,,,,,,,,,,,,,,,,,
18,2018-07-01,21.228460000000002,12.45113,14.85302,12.79901,11.24523,11.76215,12.36264,10.52286,9.97609,16.132830000000002,5.21228,9.27967,11.07224,0.16939,,,,,,,,159.067,19,-0.17817670521347845,0.1334560908296504,19,-0.18501119607898334,0.07827600948028189,19,-0.33490386501248864,0.09337587305977985,19,-0.40826112867201214,0.08046301244129832,19,-0.42325587836153655,0.07069492729478773,19,-0.27051050589159753,0.07394462710681662,19,-0.09705400085454784,0.07771970301822502,19,-0.3228558963092807,0.06615363337461572,19,-0.27344001491561176,0.062716276789026,19,0.5295711030985212,0.10142160221793334,19,-0.4008274390657457,0.032767827393488276,19,-0.34842014352118417,0.058338121671999844,19,1.1524530473307792,0.06960739814040624,19,-0.9100042503453406,0.001064897181690734,,,,,,,,,,,,,,,,,,,,,
19,2018-08-01,15.67573,6.7656,19.41822,15.55581,16.34008,13.16855,15.96857,15.92446,17.88705,9.66212,21.86302,7.96961,6.59466,1.30193,,,,,,,,184.09541,20,-0.2615700809196711,0.08515003171453324,20,-0.4566276313876732,0.03675050888015079,20,0.3073583688704385,0.10547910998976022,20,0.215391659198641,0.08449863035694372,20,0.4530676562418022,0.0887587582982107,20,0.11956997657741142,0.07153111530591665,20,0.29167960888612776,0.08674072862544482,20,0.5133205231277429,0.08650112460707196,20,0.7929920439771494,0.09716184667504746,20,-0.40108957944762336,0.05248430691455045,20,3.194521399464342,0.11875918036196557,20,-0.14117527886228703,0.04329065021230025,20,-0.40439694226281225,0.03582196861942403,20,6.685990908554224,0.007072039438680193,,,,,,,,,,,,,,,,,,,,,
20,2018-09-01,28.47074,11.253120000000001,16.960160000000002,20.35868,16.41672,16.37644,14.29288,10.1622,12.593639999999999,17.3962,10.83637,12.75188,7.539079999999999,0.99132,,,,,,,,196.39943,21,0.8162305678906182,0.1449634553420038,21,0.6632848527846755,0.057297111300170275,21,-0.1265852379878279,0.08635544410694065,21,0.30875087828920517,0.10365956764742137,21,0.004690307513794373,0.08358842996642099,21,0.24360237080012598,0.08338333772149949,21,-0.10493676014821612,0.07277454929477138,21,-0.36184963257780794,0.051742512694665156,21,-0.29593532751348045,0.06412258935782043,21,0.8004537306512443,0.08857561348319595,21,-0.5043516403497778,0.055175160131574724,21,0.6000632402338382,0.06492829434382778,21,0.14320980914861406,0.0383864657855677,21,-0.23857657477744582,0.005047468824120315,,,,,,,,,,,,,,,,,,,,,
21,2018-10-01,21.99013,24.06479,26.60142,21.58036,18.56998,18.06681,15.35922,15.93674,25.17276,15.83817,22.97192,11.31793,9.65503,1.24998,,,,,,,,248.37524000000002,22,-0.22762351803992445,0.08853591847560972,22,1.1384993672865833,0.096888844475802,22,0.5684651559890943,0.10710173848246708,22,0.06000781976041665,0.08688611634557453,22,0.13116261957321557,0.07476582609442069,22,0.10321962526654155,0.07273998003987836,22,0.07460637744107558,0.06183877265704907,22,0.5682371927338569,0.06416396416969743,22,0.9988470370758575,0.10134971585734552,22,-0.08956151343396836,0.0637671049658573,22,1.1198907014064672,0.09248876820410923,22,-0.11245008579127151,0.04556786739290116,22,0.2806642189763208,0.038872755593512456,22,0.2609248275027238,0.005032627245775384,,,,,,,,,,,,,,,,,,,,,
22,2018-11-01,16.96706,43.4103,19.27967,17.70023,19.32784,15.38091,11.48108,8.98573,15.64425,14.45276,26.92579,10.13761,7.03684,0.98143,5.89979,,,,,,,233.61129,23,-0.22842384287860057,0.07262945211252418,23,0.8038927412206798,0.18582278279444456,23,-0.2752390661851887,0.08252884524545025,23,-0.17979913217388394,0.07576787063673164,23,0.04081102941414031,0.08273504247162027,23,-0.14866487221595845,0.06583975457692991,23,-0.2524958949738333,0.04914608365032358,23,-0.43616260289118103,0.03846445092615173,23,-0.3785246433049058,0.06696701173988637,23,-0.08747285829107784,0.06186670173346502,23,0.17211752435146901,0.11525894146639916,23,-0.1042876214996912,0.04339520577109095,23,-0.27117367838318474,0.030122003093258035,23,-0.21484343749499996,0.004201124012456761,1.0,,0.025254729769267573,,,,,,,,,,,,,,,,,,
23,2018-12-01,18.233900000000002,34.7646,18.26135,18.92188,17.31886,14.9317,17.5037,8.48846,14.55626,13.05522,26.0865,7.68254,7.51744,0.754,6.53269,,,,,,,224.6091,24,0.07466467378555872,0.08118059330632642,24,-0.19916241076426558,0.1547782347197865,24,-0.05281833143409608,0.08130280562986984,24,0.06901887715583359,0.08424360366521214,24,-0.10394229256864697,0.07710667110103732,24,-0.02920568418903698,0.06647860661032878,24,0.5245691171910655,0.07792961193469009,24,-0.055339966814048534,0.03779214644464538,24,-0.06954567972258176,0.06480708038988625,24,-0.09669710145328639,0.058124181077258225,24,-0.0311704874768762,0.11614177698054086,24,-0.24217443756467255,0.03420404605156247,24,0.06829770180933487,0.03346899123855623,24,-0.23173328714223124,0.0033569432405009415,2.0,0.10727500470355714,0.029084707609798532,,,,,,,,,,,,,,,,,,
24,2019-01-01,19.60394,39.76902,21.66684,16.12284,13.16855,19.00143,15.6059,9.96982,16.29482,14.16211,22.79112,11.01136,13.93124,1.08053,15.54598,,,,,,,249.7255,25,0.07513697014900812,0.07850195514675114,25,0.14395160594397738,0.15925093752940728,25,0.1864862126841663,0.08676262536264819,25,-0.14792610459425815,0.06456224934978606,25,-0.23964106182508554,0.0527320998456305,25,0.27255637335333555,0.07608926601408346,25,-0.10842279060998523,0.06249221645366612,25,0.17451457626000483,0.03992311558090784,25,0.11943727303579363,0.0652509255162168,25,0.08478524299092623,0.056710708357776834,25,-0.1263251106894371,0.09126468862811367,25,0.43329680027699163,0.044093855052848026,25,0.8531893836199559,0.055786213262161856,25,0.43306366047745354,0.00432687090425287,3.0,1.3797210643701143,0.06225227299574933,,,,,,,,,,,,,,,,,,
25,2019-02-01,24.20637,27.37396,13.97718,20.89634,21.13616,20.25066,17.09095,18.03367,15.73572,14.3027,7.54131,11.76708,13.76625,0.99496,9.017199999999999,,,,,,,236.09051,26,0.23477066344826591,0.1025300423977228,26,-0.31167627464795455,0.1159468883353253,26,-0.35490454537902155,0.05920263376956575,26,0.2960706674506476,0.0885098685245756,26,0.6050483918123104,0.08952566538993881,26,0.0657439992674236,0.0857749851952965,26,0.09515952300091628,0.07239151628754582,26,0.8088260369796044,0.07638456115834559,26,-0.03431151740246292,0.0666512177893131,26,0.009927193052447662,0.060581427012885866,26,-0.6691119172730432,0.03194245291773905,26,0.06863094113715291,0.04984139345541674,26,-0.011843166868132434,0.05830920522811357,26,-0.07919261843724842,0.004214315941797067,4.0,-0.4199658046646143,0.03819382659641846,,,,,,,,,,,,,,,,,,
26,2019-03-01,34.80785,14.99263,24.4373,21.39261,18.63297,16.1268,13.42511,21.13479,16.70759,16.46785,15.94529,9.29923,11.23047,1.11602,9.90174,,,,,,,245.61825000000002,27,0.4379624041109841,0.14171524306520383,27,-0.4523032107886473,0.06104037464642794,27,0.7483712737476372,0.09949301405738376,27,0.023749135015988576,0.08709698892488649,27,-0.11843163564242512,0.07586150459096586,27,-0.2036407702267482,0.0656579875477494,27,-0.21449012489065847,0.05465843845072587,27,0.17196277851374667,0.08604731122381988,27,0.06176202931928117,0.06802259196944851,27,0.15138050857530388,0.06704652443375034,27,1.114392592268452,0.06491899522938543,27,-0.2097249275096286,0.037860501001045314,27,-0.18420266957232356,0.04572327178456812,27,0.12167323309479784,0.004543717740843768,5.0,0.0980947522512533,0.04031353533379543,,,,,,,,,,,,,,,,,,
27,2019-04-01,35.25211,19.00338,10.49138,20.76364,17.20194,18.25259,15.60002,18.21653,12.6958,14.43737,9.3857,9.976420000000001,10.342,0.65985,8.35283,1.31692,0.97455,0.91406,0.7429,,,224.57998999999998,28,0.012763212895941572,0.15696906033346963,28,0.2675147722581028,0.08461742295028155,28,-0.5706817037888802,0.04671556001048891,28,-0.029401274552287096,0.09245543202669125,28,-0.07680096087741245,0.07659604936307995,28,0.13181722350373304,0.08127433793188789,28,0.1620031418736979,0.06946308974365882,28,-0.13807849522043986,0.08111377153414247,28,-0.24011781471774205,0.056531305393681786,28,-0.1232996414225293,0.06428609245195888,28,-0.4113810410472309,0.04179223625399574,28,0.07282215839375962,0.044422568546734736,28,-0.07911245032487509,0.0460504072513317,28,-0.4087471550689055,0.0029381513464311762,6.0,-0.15642806213857355,0.03719311769494692,1.0,,0.0058639240299191405,1.0,,0.004339433802628632,1.0,,0.004070086564702403,1.0,,0.003307952769968509,,,,,,
28,2019-05-01,33.46531,15.242280000000001,28.41273,26.4727,23.82405,26.31443,25.014219999999998,22.17769,26.00881,17.14197,8.405940000000001,12.21618,10.71841,0.89958,9.58722,1.44578,1.25191,0.85039,0.4132,,,289.86280000000005,29,-0.05068632771201495,0.11545224154324045,29,-0.19791742311104651,0.052584464098187136,29,1.7081975869713995,0.09802130525200196,29,0.2749546803932259,0.09132838018538424,29,0.3849629751062961,0.08219078129377069,29,0.44168197499642514,0.09078236324219595,29,0.6034735852902751,0.08629675832842294,29,0.21744865789478018,0.07651099071698747,29,1.0486152900959373,0.0897280023514573,29,0.1873332885421653,0.05913821987505812,29,-0.10438859115462873,0.028999719867468333,29,0.22450538369475206,0.04214469742236671,29,0.036396248307870804,0.03697752867908541,29,0.36330984314616954,0.003103468261536147,7.0,0.14778105145202278,0.03307502721977432,2.0,0.09784952768581233,0.004987808025038052,2.0,0.28460315017187426,0.004318974356143665,2.0,-0.0696562588889132,0.002933767285764161,2.0,-0.44380131915466414,0.0014255019961167833,,,,,,
